name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Max Thompson,0,0,0,0,0.0,591,300,0,0,0.0,0.0,2021-04-11T11:00:00Z,0,4,0,0,0,0,31,0,9860,2,1,0.0,0,-50,240,290,45,True,0,MKSTMPSN,461450,4,45,90
Willy Boly,0,0,0,0,0.0,458,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,54,0,0,0,0,31,0,93961,1,0,0.0,0,-403,939,1342,54,False,0,PLL,90585,2,54,39
Ciaran Clark,0,0,11,0,0.0,324,300,1,0,2.3,23.2,2021-04-11T11:00:00Z,90,90,0,0,0,0,31,0,13848,2,1,0.0,2,-656,305,961,45,False,0,SRNKLRK,58845,2,45,4
Luke Cundle,0,0,0,0,0.0,614,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,54,0,0,0,0,31,0,1160,1,0,0.0,0,0,66,66,45,False,0,KNTLLK,245923,3,45,39
Matt Ritchie,0,0,11,0,14.6,322,300,1,0,2.8,13.2,2021-04-11T11:00:00Z,90,90,0,0,0,0,31,0,3342,2,1,0.0,2,35,60,25,49,False,0,MTRX,56983,3,49,4
AdriÃ¡n San Miguel del Castillo,0,0,0,0,0.0,245,303,0,0,0.0,0.0,2021-04-10T14:00:00Z,0,7,0,0,0,0,31,0,29004,1,2,0.0,0,-248,250,498,42,True,0,ATRNKSTLTLMKLSN,60706,1,42,14
Rhys Williams,0,0,0,0,0.0,594,303,0,0,0.0,0.0,2021-04-10T14:00:00Z,0,7,0,0,0,0,31,0,13656,1,2,0.0,0,-151,389,540,40,True,0,RSLMS,219937,2,40,14
AndrÃ©-Frank Zambo Anguissa,0,0,4,0,25.3,191,302,1,0,5.5,8.8,2021-04-09T19:00:00Z,27,39,0,0,0,0,31,0,112463,1,0,21.0,1,-3764,2507,6271,45,True,0,ANTRNKSFRNKSMP,203325,3,44,54
Jean MichaÃ«l Seri,0,0,0,0,0.0,189,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,39,0,0,0,0,31,0,2192,1,0,0.0,0,-5,0,5,46,True,0,JNMXLSR,170271,3,46,54
Dara O'Shea,0,0,22,1,0.2,425,307,0,0,1.6,14.0,2021-04-12T17:00:00Z,90,20,0,0,0,0,31,0,12831,0,3,2.0,6,-472,101,573,42,True,0,TRX,216616,2,42,35
Mason Greenwood,1,2,34,0,14.4,315,306,0,1,8.6,50.2,2021-04-11T15:30:00Z,18,6,0,0,0,0,31,0,155327,3,1,21.0,11,4079,6247,2168,70,False,0,KRNTMSN,220688,3,73,1
JosÃ© Diogo Dalot Teixeira,0,0,0,0,0.0,314,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,6,0,0,0,0,31,0,2138,3,1,0.0,0,-4,0,4,48,False,0,TLTTKJSTKSR,216051,2,48,1
RÃºben Diogo da Silva Neves,0,0,12,1,2.3,466,302,0,0,1.8,13.8,2021-04-09T19:00:00Z,90,54,0,0,0,0,31,0,158963,1,0,2.0,3,1732,11875,10143,51,False,0,TTKNFSRPNSLF,171317,3,51,39
Jamie Vardy,0,0,4,0,17.8,224,308,3,0,5.1,6.2,2021-04-11T13:05:00Z,90,21,0,0,0,0,31,0,1565862,2,3,27.0,2,50825,108972,58147,101,False,0,JMFRT,101668,4,102,13
Oliver Casey,0,0,0,0,0.0,215,304,0,0,0.0,0.0,2021-04-10T11:30:00Z,0,43,0,0,0,0,31,0,81321,2,1,0.0,0,2578,4160,1582,38,False,0,KSLFR,467114,2,38,2
Reece James,1,0,12,0,12.0,123,301,0,0,3.7,2.6,2021-04-10T16:30:00Z,14,31,0,0,0,0,31,0,535242,4,1,22.0,4,16007,30087,14080,50,False,0,JMSRS,225796,2,51,8
Nathan Broadhead,0,0,5,0,0.0,680,299,0,0,0.2,2.0,2021-04-12T19:15:00Z,2,36,0,0,0,0,31,0,110,0,0,0.0,1,6,20,14,45,False,0,PRTTN0N,173818,3,45,11
Chris Smalling,0,0,0,0,0.0,292,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,6,0,0,0,0,31,0,6460,3,1,0.0,0,-6,0,6,49,False,0,KRSSMLNK,55909,2,49,1
Bailey Peacock-Farrell,0,0,12,0,0.0,99,300,2,0,1.9,19.2,2021-04-11T11:00:00Z,90,4,0,0,0,0,31,2,89974,2,1,0.0,1,-1654,241,1895,40,True,0,PLFRLPKK,220037,1,40,90
Nathan AkÃ©,0,0,6,0,1.8,279,304,1,0,2.5,2.8,2021-04-10T11:30:00Z,58,2,0,0,0,0,31,0,195344,2,1,20.0,0,-220,170,390,54,True,1,AKN0N,126184,2,54,43
Branislav Ivanovic,0,0,0,0,0.0,530,307,0,0,0.0,0.0,2021-04-12T17:00:00Z,0,20,0,0,0,0,31,0,6911,0,3,0.0,0,-140,21,161,44,True,0,PRNLFFNFK,41135,2,44,35
Sam Johnstone,0,3,45,1,0.0,417,307,0,0,4.7,46.6,2021-04-12T17:00:00Z,90,20,0,0,1,0,31,4,201795,0,3,0.0,15,937,16469,15532,45,True,0,JNSTNSM,101982,1,46,35
Sead Kolasinac,0,0,0,0,0.0,14,305,0,0,0.0,0.0,2021-04-11T18:00:00Z,0,49,0,0,0,0,31,0,8920,3,0,0.0,0,-14,0,14,48,False,0,KLSNKST,111457,2,48,3
Christian Walton,0,0,0,0,0.0,503,299,0,0,0.0,0.0,2021-04-12T19:15:00Z,0,11,0,0,0,0,31,0,90784,0,0,0.0,0,-839,185,1024,40,True,0,KRSXNLTN,108813,1,40,36
Charlie Cresswell,0,0,0,0,0.0,620,304,0,0,0.0,0.0,2021-04-10T11:30:00Z,0,43,0,0,0,0,31,0,7220,2,1,0.0,0,47,308,261,40,False,0,XRLKRSL,492373,2,40,2
David Luiz Moreira Marinho,0,0,0,0,0.0,3,305,0,0,0.0,0.0,2021-04-11T18:00:00Z,0,49,0,0,0,0,31,0,67954,3,0,0.0,0,-5738,73,5811,54,False,0,TFTLSMRNMRR,41270,2,54,3
Jack Grealish,0,0,0,0,0.0,37,303,0,0,0.0,0.0,2021-04-10T14:00:00Z,0,14,0,0,0,0,31,0,1331097,1,2,0.0,0,-94348,5699,100047,75,False,0,KRLXJK,114283,3,75,7
Kyle Walker,0,0,0,0,0.0,270,304,0,0,0.0,0.0,2021-04-10T11:30:00Z,0,2,0,0,0,0,31,0,399368,2,1,0.0,0,2022,3653,1631,61,True,0,KLLKR,58621,2,61,43
Felipe Anderson Pereira Gomes,0,0,0,0,0.0,440,308,0,0,0.0,0.0,2021-04-11T13:05:00Z,0,13,0,0,0,0,31,0,9029,2,3,0.0,0,-5,0,5,61,True,0,ANTRSNFLPKMSPRR,101537,3,61,21
Tanguy Ndombele,0,0,14,0,5.3,405,306,1,0,1.1,3.4,2021-04-11T15:30:00Z,77,1,0,0,0,0,31,0,46733,3,1,2.0,2,97,2295,2198,59,True,0,NTMPLTNK,231372,3,59,6
Mesut Ãzil,0,0,0,0,0.0,1,305,0,0,0.0,0.0,2021-04-11T18:00:00Z,0,49,0,0,0,0,31,0,41605,3,0,0.0,0,-35,0,35,67,False,0,ASLMST,37605,3,67,3
Thomas McGill,0,0,0,0,0.0,662,299,0,0,0.0,0.0,2021-04-12T19:15:00Z,0,11,0,0,0,0,31,0,29007,0,0,0.0,0,-461,1101,1562,39,True,0,MKLTMS,209288,1,39,36
Gylfi Sigurdsson,0,0,18,1,1.8,150,299,0,0,2.3,11.4,2021-04-12T19:15:00Z,90,36,0,0,0,0,31,0,124267,0,0,10.0,3,-8298,1784,10082,68,False,0,KLFSKRTSN,55422,3,68,11
Tammy Abraham,0,0,0,0,0.0,118,301,0,0,0.0,0.0,2021-04-10T16:30:00Z,0,31,0,0,0,0,31,0,165793,4,1,0.0,0,-249,1477,1726,71,False,0,APRHMTM,173879,4,71,8
Glenn Murray,0,0,0,0,0.0,53,299,0,0,0.0,0.0,2021-04-12T19:15:00Z,0,11,0,0,0,0,31,0,6404,0,0,0.0,0,-12,0,12,48,True,0,KLNMR,20529,4,48,36
Serge Aurier,0,0,10,0,12.7,389,306,3,0,3.4,8.2,2021-04-11T15:30:00Z,90,1,0,0,0,0,31,0,108849,3,1,13.0,1,-1840,781,2621,52,True,0,ARRSRJ,80226,2,52,6
Yerry Mina,0,0,10,0,0.0,162,299,0,0,1.4,14.0,2021-04-12T19:15:00Z,57,36,0,0,0,0,31,0,143148,0,0,0.0,1,619,1592,973,55,False,0,MNR,164511,2,55,11
Emerson Palmieri dos Santos,0,0,0,0,0.0,111,301,0,0,0.0,0.0,2021-04-10T16:30:00Z,0,31,0,0,0,0,31,0,11284,4,1,0.0,0,-10,101,111,47,False,0,TSMRSNPLMRSNTS,109533,2,47,8
Yoshinori Muto,0,0,0,0,0.0,341,300,0,0,0.0,0.0,2021-04-11T11:00:00Z,0,90,0,0,0,0,31,0,6891,2,1,0.0,0,-16,0,16,48,False,0,MTXNR,196118,4,48,4
John Fleck,0,0,11,0,13.1,346,305,3,0,1.6,2.6,2021-04-11T18:00:00Z,90,3,0,0,0,0,31,0,9737,3,0,0.0,2,-307,349,656,56,True,0,FLKJN,47247,3,56,49
Timo Werner,0,0,0,0,0.0,117,301,0,0,0.0,0.0,2021-04-10T16:30:00Z,0,31,0,0,0,0,31,0,896601,4,1,0.0,0,-16498,12423,28921,92,False,0,TMRNR,165153,4,92,8
Axel Tuanzebe,0,0,0,0,0.0,307,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,6,0,0,0,0,31,0,7305,3,1,0.0,0,-9,123,132,41,False,0,AKSLTNSP,180804,2,41,1
Olivier Giroud,0,0,0,0,0.0,103,301,0,0,0.0,0.0,2021-04-10T16:30:00Z,0,31,0,0,0,0,31,0,102697,4,1,0.0,0,-3841,1719,5560,67,False,0,JRTLF,44346,4,67,8
Jorge Luiz Frello Filho,0,0,21,1,15.0,105,301,0,0,2.8,13.0,2021-04-10T16:30:00Z,60,31,0,0,0,0,31,0,386471,4,1,0.0,3,3154,21794,18640,47,False,0,FLFRLJRJLS,85955,3,47,8
Elia Caprile,0,0,0,0,0.0,532,304,0,0,0.0,0.0,2021-04-10T11:30:00Z,0,43,0,0,0,0,31,0,19945,2,1,0.0,0,0,307,307,40,False,0,KPRLL,463912,1,40,2
Isaac Hayden,0,0,0,0,0.0,336,300,0,0,0.0,0.0,2021-04-11T11:00:00Z,0,90,0,0,0,0,31,0,4054,2,1,0.0,0,-288,23,311,46,False,0,HTNSK,153127,3,46,4
Joel Mumbongo,0,0,3,0,0.3,613,300,0,0,0.0,0.0,2021-04-11T11:00:00Z,1,4,0,0,0,0,31,0,2914,2,1,0.0,1,-62,100,162,45,True,0,JLMMPNK,430367,4,45,90
Ben Mee,0,0,9,0,0.3,88,300,2,0,6.2,8.4,2021-04-11T11:00:00Z,90,4,0,0,0,0,31,0,251258,2,1,53.0,1,-4703,11899,16602,49,True,0,PNM,51927,2,47,90
Karlan Grant,0,0,0,0,0.0,582,307,0,0,0.0,0.0,2021-04-12T17:00:00Z,0,20,0,0,0,0,31,0,2556,0,3,0.0,0,-60,86,146,56,True,0,KRNTKRLN,180294,4,56,35
Shane Flynn,0,0,0,0,0.0,684,308,0,0,0.0,0.0,2021-04-11T13:05:00Z,0,21,0,0,0,0,31,0,120,2,3,0.0,0,-6,20,26,45,False,0,FLNXN,447373,3,45,13
Willian JosÃ© Da Silva,0,0,5,1,0.8,642,302,0,0,0.7,0.2,2021-04-09T19:00:00Z,77,54,0,0,0,0,31,0,15833,1,0,6.0,2,3055,4546,1491,68,False,0,TJSSLFLN,73314,4,68,39
Tosin Adarabioyo,0,0,0,0,0.0,572,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,39,0,0,0,0,31,0,63450,1,0,0.0,0,-512,4163,4675,45,True,0,ATRPTSN,109646,2,45,54
David de Gea,0,0,0,0,0.0,291,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,6,0,0,0,0,31,0,286403,3,1,0.0,0,-6704,863,7567,53,False,0,TFTTJ,51940,1,53,1
Patrick van Aanholt,0,0,10,0,1.4,139,301,4,0,2.5,24.0,2021-04-10T16:30:00Z,90,8,0,0,0,0,31,0,31595,4,1,0.0,0,106,1123,1017,54,True,0,ANLTPTRKFN,74230,2,54,31
Karl Darlow,0,0,0,0,0.0,325,300,0,0,0.0,0.0,2021-04-11T11:00:00Z,0,90,0,0,0,0,31,0,113308,2,1,0.0,0,-3611,431,4042,49,False,0,TRLKRL,59735,1,49,4
Tom Cairney,0,0,0,0,0.0,175,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,39,0,0,0,0,31,0,6315,1,0,0.0,0,-17,28,45,52,True,0,KRNTM,76357,3,52,54
Kyle Edwards,0,0,0,0,0.0,421,307,0,0,0.0,0.0,2021-04-12T17:00:00Z,0,20,0,0,0,0,31,0,1874,0,3,0.0,0,-20,13,33,47,True,0,ATRTSKL,174593,3,46,35
Marcus Rashford,0,0,7,0,2.3,306,306,1,0,2.4,1.8,2021-04-11T15:30:00Z,71,6,0,0,0,0,31,0,718090,3,1,20.0,2,-4606,30092,34698,95,False,0,MRKSRXFRT,176297,3,96,1
Andreas Pereira,0,0,0,0,0.0,304,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,6,0,0,0,0,31,0,2422,3,1,0.0,0,-4,0,4,48,False,0,ANTRSPRR,156689,3,48,1
Willian Borges Da Silva,0,0,3,0,0.1,478,305,0,0,0.8,0.2,2021-04-11T18:00:00Z,21,49,0,0,0,0,31,0,223333,3,0,8.0,1,-3068,586,3654,75,False,0,PRJSTSLFLN,47431,3,75,3
Tom Davies,0,0,6,1,2.5,163,299,0,0,1.4,3.8,2021-04-12T19:15:00Z,87,36,0,0,0,0,31,0,7191,0,0,8.0,3,94,183,89,52,False,0,TFSTM,173807,3,52,11
Christian Benteke,0,2,34,0,7.8,132,301,4,1,8.1,38.0,2021-04-10T16:30:00Z,90,8,0,0,0,0,31,0,61674,4,1,35.0,8,-2188,3399,5587,55,True,0,PNTKXRSXN,54861,4,55,31
Heung-Min Son,0,0,29,0,39.0,390,306,3,1,13.0,42.8,2021-04-11T15:30:00Z,90,1,0,0,0,0,31,0,3426980,3,1,48.0,7,-82660,115226,197886,94,True,0,HNKMNSN,85971,3,96,6
Frederico Rodrigues de Paula Santos,0,1,32,0,20.6,299,306,1,1,12.2,54.2,2021-04-11T15:30:00Z,90,6,0,0,0,0,31,0,16995,3,1,47.0,7,-139,286,425,53,False,1,TFRTRKPLRTRKSSNTS,101582,3,53,1
Japhet Tanganga,0,0,0,0,0.0,402,306,0,0,0.0,0.0,2021-04-11T15:30:00Z,0,1,0,0,0,0,31,0,4641,3,1,0.0,0,211,405,194,49,True,0,JFTTNKNK,199584,2,49,6
Tom Heaton,0,0,0,0,0.0,28,303,0,0,0.0,0.0,2021-04-10T14:00:00Z,0,14,0,0,0,0,31,0,5973,1,2,0.0,0,12,124,112,45,False,0,HTNTM,21205,1,45,7
Andreas SÃ¶ndergaard,0,0,0,0,0.0,617,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,54,0,0,0,0,31,0,20932,1,0,0.0,0,-87,350,437,40,False,0,ANTRSSNTRKRT,448487,1,40,39
