name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Max Thompson,0,0,0,0,0.0,591,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,14,0,0,0,0,37,0,9802,3,0,0.0,0,-41,171,212,45,True,0,MKSTMPSN,461450,4,45,90
Willy Boly,0,0,11,0,0.6,458,363,1,0,3.0,7.8,2021-05-19T17:00:00Z,79,11,0,0,0,0,37,0,93421,0,1,22.0,2,-255,156,411,54,False,0,PLL,90585,2,54,39
Ciaran Clark,0,0,0,0,0.0,324,365,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,49,0,0,0,0,37,0,14517,0,1,0.0,0,950,2115,1165,45,True,0,SRNKLRK,58845,2,45,4
Luke Cundle,0,0,0,0,0.0,614,363,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,11,0,0,0,0,37,0,1313,0,1,0.0,0,22,69,47,45,False,0,KNTLLK,245923,3,45,39
Matt Ritchie,0,0,18,1,43.6,322,365,0,0,6.1,16.2,2021-05-19T17:00:00Z,90,49,0,0,0,0,37,0,8451,0,1,1.0,3,-138,929,1067,49,True,0,MTRX,56983,3,49,4
AdriÃ¡n San Miguel del Castillo,0,0,0,0,0.0,245,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,90,0,0,0,0,37,0,28301,3,0,0.0,0,-142,113,255,42,False,0,ATRNKSTLTLMKLSN,60706,1,42,14
Rhys Williams,0,0,25,1,10.7,594,360,0,0,4.3,30.0,2021-05-19T19:15:00Z,90,90,0,0,0,0,37,0,20185,3,0,2.0,6,2962,3508,546,40,False,0,RSLMS,219937,2,40,14
AndrÃ©-Frank Zambo Anguissa,0,0,17,0,3.5,191,364,1,0,5.0,25.2,2021-05-18T17:00:00Z,90,1,0,0,0,0,37,0,103377,1,1,21.0,2,-1349,747,2096,44,False,0,ANTRNKSFRNKSMP,203325,3,44,54
Jean MichaÃ«l Seri,0,0,0,0,0.0,189,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,1,0,0,0,0,37,0,2179,1,1,0.0,0,-2,0,2,46,False,0,JNMXLSR,170271,3,46,54
Dara O'Shea,0,0,0,0,0.0,425,368,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,21,0,0,0,0,37,0,14175,3,1,0.0,0,-213,69,282,42,True,0,TRX,216616,2,42,35
Mason Greenwood,0,0,1,0,3.8,315,364,1,0,4.7,3.8,2021-05-18T17:00:00Z,82,54,0,0,0,0,37,0,923019,1,1,39.0,2,201838,216010,14172,73,True,0,KRNTMSN,220688,3,73,1
JosÃ© Diogo Dalot Teixeira,0,0,0,0,0.0,314,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,54,0,0,0,0,37,0,2132,1,1,0.0,0,0,0,0,48,True,0,TLTTKJSTKSR,216051,2,48,1
RÃºben Diogo da Silva Neves,0,0,10,0,16.1,466,363,1,0,3.2,15.4,2021-05-19T17:00:00Z,90,11,0,0,0,0,37,0,117897,0,1,0.0,1,-1575,542,2117,51,False,1,TTKNFSRPNSLF,171317,3,51,39
Jamie Vardy,0,0,7,0,3.1,224,361,2,0,3.1,4.2,2021-05-18T19:15:00Z,90,8,0,0,0,0,37,0,1455502,1,2,24.0,2,-41428,12918,54346,102,False,0,JMFRT,101668,4,102,13
Oliver Casey,0,0,0,0,0.0,215,366,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,20,0,0,0,0,37,0,85101,2,0,0.0,0,92,1813,1721,38,False,0,KSLFR,467114,2,38,2
Reece James,0,0,17,0,20.9,123,361,1,0,5.2,22.4,2021-05-18T19:15:00Z,90,13,0,0,0,0,37,0,557754,1,2,9.0,2,3260,9397,6137,51,True,0,JMSRS,225796,2,51,8
Nathan Broadhead,0,0,0,0,0.0,680,363,0,0,0.0,0.0,2021-05-19T17:00:00Z,0,39,0,0,0,0,37,0,168,0,1,0.0,0,6,10,4,45,True,0,PRTTN0N,173818,3,45,11
Chris Smalling,0,0,0,0,0.0,292,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,54,0,0,0,0,37,0,6429,1,1,0.0,0,-3,0,3,49,True,0,KRSSMLNK,55909,2,49,1
Bailey Peacock-Farrell,0,0,0,0,0.0,99,360,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,14,0,0,0,0,37,0,91655,3,0,0.0,0,69,1390,1321,40,True,0,PLFRLPKK,220037,1,40,90
Nathan AkÃ©,0,0,0,0,0.0,279,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,36,0,0,0,0,37,0,200075,2,3,0.0,0,1532,2562,1030,54,False,0,AKN0N,126184,2,54,43
Branislav Ivanovic,0,0,0,0,0.0,530,368,0,0,0.0,0.0,2021-05-19T19:15:00Z,0,21,0,0,0,0,37,0,6535,3,1,0.0,0,-33,37,70,44,True,0,PRNLFFNFK,41135,2,44,35
Sam Johnstone,0,0,13,0,0.0,417,368,3,0,4.0,39.6,2021-05-19T19:15:00Z,90,21,0,0,0,0,37,6,245059,3,1,0.0,2,-229,4778,5007,46,True,1,JNSTNSM,101982,1,46,35
Sead Kolasinac,0,0,0,0,0.0,14,362,0,0,0.0,0.0,2021-05-19T18:00:00Z,0,31,0,0,0,0,37,0,8848,3,1,0.0,0,-2,0,2,48,False,0,KLSNKST,111457,2,48,3
Christian Walton,0,0,0,0,0.0,503,359,0,0,0.0,0.0,2021-05-18T18:00:00Z,0,43,0,0,0,0,37,0,87590,2,3,0.0,0,-598,145,743,40,True,0,KRSXNLTN,108813,1,40,36
