name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Aaron Connolly,0,2,27,1,11.3,78,16,0,1,6.9,34.8,2020-09-20T13:00:00Z,89,4,0,0,0,0,2,0,35030,3,0,23.0,8,-1161,5332,6493,55,False,0,ARNKNL,233425,4,52,36
Aaron Cresswell,0,0,17,0,35.0,435,9,2,0,6.2,27.0,2020-09-19T19:00:00Z,90,3,0,0,0,0,2,0,62831,1,2,0.0,1,-12662,1523,14185,50,False,0,ARNKRSL,55459,2,57,21
Aaron Mooy,0,0,0,0,0.0,60,16,0,0,0.0,0.0,2020-09-20T13:00:00Z,0,4,0,0,0,0,2,0,1495,3,0,0.0,0,-545,44,589,50,False,0,ARNM,74471,3,50,36
Aaron Ramsdale,0,0,10,0,0.0,483,10,1,0,1.1,11.2,2020-09-21T17:00:00Z,90,7,0,0,0,0,2,1,440147,0,1,0.0,2,-41600,15075,56675,50,False,0,ARNRMSTL,225321,1,46,49
Aaron Wan-Bissaka,0,0,0,0,0.0,313,15,0,0,0.0,0.0,2020-09-19T16:30:00Z,0,31,0,0,0,0,2,0,865810,3,1,0.0,0,59156,118395,59239,55,True,0,ARNPSKN,214590,2,58,1
Abdoulaye DoucourÃ©,0,0,13,0,2.7,512,12,2,0,0.9,6.4,2020-09-19T11:30:00Z,64,35,0,0,0,0,2,0,172602,2,5,0.0,1,9014,34383,25369,55,True,1,APTLTKR,121599,3,51,11
Aboubakar Kamara,0,0,3,0,2.0,190,13,4,0,0.5,0.6,2020-09-19T14:00:00Z,57,2,0,0,0,0,2,0,9228,3,4,2.0,1,174,2197,2023,50,False,0,APPKRKMR,197030,3,48,54
Adama TraorÃ©,0,0,17,0,39.2,465,18,3,0,6.7,25.6,2020-09-21T19:15:00Z,90,43,0,0,0,0,2,0,1192596,3,1,2.0,2,-102740,59207,161947,65,True,0,ATMTRR,159533,3,60,39
Adam Forshaw,0,0,0,0,0.0,199,13,0,0,0.0,0.0,2020-09-19T14:00:00Z,0,54,0,0,0,0,2,0,1293,3,4,0.0,0,-721,33,754,50,True,0,ATMFRX,80179,3,48,2
Adam Lallana,0,0,3,0,1.2,54,16,0,0,0.8,6.4,2020-09-20T13:00:00Z,12,4,0,0,0,0,2,0,57682,3,0,0.0,1,-25783,2185,27968,65,False,0,ATMLLN,39155,3,62,36
Adam Webster,0,0,21,1,1.0,66,16,0,0,1.1,10.0,2020-09-20T13:00:00Z,90,4,0,0,0,0,2,0,171745,3,0,0.0,6,-17741,2892,20633,45,False,0,ATMPSTR,110735,2,43,36
Adrien Silva,0,0,0,0,0.0,220,14,0,0,0.0,0.0,2020-09-20T18:00:00Z,0,90,0,0,0,0,2,0,44070,2,4,0.0,0,-3733,2648,6381,45,True,0,ATRNSLF,46483,3,44,13
AdriÃ¡n BernabÃ©,0,0,0,0,0.0,537,18,0,0,0.0,0.0,2020-09-21T19:15:00Z,0,39,0,0,0,0,2,0,0,3,1,0.0,0,0,0,0,45,False,0,ATRNPRNP,449926,3,45,43
AdriÃ¡n San Miguel del Castillo,0,0,0,0,0.0,245,11,0,0,0.0,0.0,2020-09-20T15:30:00Z,0,8,0,0,0,0,2,0,20756,2,0,0.0,0,-1474,627,2101,45,False,0,ATRNKSTLTLMKLSN,60706,1,42,14
Ahmed El-Sayed Hegazy,0,0,0,0,0.0,414,12,0,0,0.0,0.0,2020-09-19T11:30:00Z,0,11,0,0,0,0,2,0,60710,2,5,0.0,0,-19991,1491,21482,45,False,0,AMTLKSST,77777,2,41,35
Ahmed El Mohamady,0,0,0,0,0.0,29,10,0,0,0.0,0.0,2020-09-21T17:00:00Z,0,49,0,0,0,0,2,0,32682,0,1,0.0,0,-1073,2374,3447,45,True,0,AMTLMHMT,37339,2,42,7
Ainsley Maitland-Niles,0,0,0,0,0.0,15,9,0,0,0.0,0.0,2020-09-19T19:00:00Z,0,21,0,0,0,0,2,0,152759,1,2,0.0,0,13143,27762,14619,50,True,0,ANSLMTLNTNLS,154043,2,46,35
Albian Ajeti,0,0,0,0,0.0,447,9,0,0,0.0,0.0,2020-09-19T19:00:00Z,0,3,0,0,0,0,2,0,574,1,2,0.0,0,33,146,113,55,False,0,AJTLPN,181008,4,55,21
Aleksandar MitroviÄ,0,3,47,0,7.5,184,13,4,2,15.9,75.2,2020-09-19T14:00:00Z,90,2,0,0,0,0,2,0,1290155,3,4,76.0,12,-202045,59667,261712,60,False,1,ALKSNTRMTRF,128389,4,55,54
Alexandre Lacazette,0,1,29,0,5.7,6,9,1,1,7.0,33.0,2020-09-19T19:00:00Z,76,21,0,0,0,0,2,0,342387,1,2,31.0,7,59951,93434,33483,85,True,0,ALKSNTRLKST,59966,4,84,3
Alexis Mac Allister,0,0,0,0,0.0,80,16,0,0,0.0,0.0,2020-09-20T13:00:00Z,0,4,0,0,0,0,2,0,4108,3,0,0.0,0,-533,156,689,55,False,0,ALKSSLSTRMK,243016,3,53,36
Alex Iwobi,0,0,2,0,6.0,159,12,0,0,0.9,0.0,2020-09-19T11:30:00Z,19,35,0,0,0,0,2,0,11246,2,5,4.0,1,-2245,641,2886,60,True,0,ALKSP,153133,3,59,11
Alex McCarthy,0,0,9,0,0.0,363,17,5,0,1.3,12.8,2020-09-20T11:00:00Z,90,6,0,0,0,0,2,1,1423373,5,2,0.0,0,-49369,83896,133265,45,True,0,ALKSMKR0,58376,1,44,20
Alex Oxlade-Chamberlain,0,0,0,0,0.0,248,11,0,0,0.0,0.0,2020-09-20T15:30:00Z,0,8,0,0,0,0,2,0,2877,2,0,0.0,0,-709,101,810,65,False,0,ALKSXMPRLNKSLT,81880,3,63,14
Alfie Mawson,0,0,0,0,0.0,185,13,0,0,0.0,0.0,2020-09-19T14:00:00Z,0,2,0,0,0,0,2,0,1371,3,4,0.0,0,-461,92,553,45,False,0,ALFMSN,149266,2,43,54
Alireza Jahanbakhsh,0,0,4,0,10.4,71,16,0,0,3.0,2.0,2020-09-20T13:00:00Z,1,4,0,0,0,0,2,0,3804,3,0,18.0,1,-235,305,540,55,False,0,ALRSJHNPKX,165210,3,54,36
Alisson Ramses Becker,0,2,41,1,0.0,252,11,0,0,4.7,47.2,2020-09-20T15:30:00Z,90,8,0,0,1,0,2,3,733175,2,0,0.0,14,-92351,10612,102963,60,False,0,ALSNPKRRMSS,116535,1,60,14
Allan Marques Loureiro,0,0,13,0,6.0,502,12,2,0,3.1,18.0,2020-09-19T11:30:00Z,90,35,0,0,0,0,2,0,133590,2,5,7.0,2,19148,36189,17041,55,True,0,ALNLRRMRKS,119765,3,52,11
Allan Saint-Maximin,0,0,0,0,0.6,338,16,2,0,0.0,0.0,2020-09-20T13:00:00Z,32,36,0,0,0,0,2,0,1348064,3,0,0.0,1,-83797,80068,163865,55,True,0,ALNMKSMNSNT,170137,3,52,4
Alphonse Areola,0,0,17,0,0.0,516,13,4,0,2.4,24.4,2020-09-19T14:00:00Z,90,2,0,0,0,0,2,3,87432,3,4,0.0,1,-4124,9436,13560,45,False,0,ALFNSRL,84182,1,45,54
Andreas Christensen,0,0,1,0,0.3,116,11,2,0,1.5,14.6,2020-09-20T15:30:00Z,45,14,0,0,0,1,2,0,24305,2,0,0.0,-3,-285,2136,2421,50,True,0,ANTRSXRSTNSN,135363,2,47,8
Andreas Pereira,0,0,0,0,0.0,304,15,0,0,0.0,0.0,2020-09-19T16:30:00Z,0,31,0,0,0,0,2,0,5704,3,1,0.0,0,-386,331,717,50,True,0,ANTRSPRR,156689,3,48,1
Andrew Robertson,0,0,26,1,14.3,255,11,0,0,5.1,10.6,2020-09-20T15:30:00Z,90,8,0,0,0,0,2,0,807793,2,0,26.0,6,-47931,52291,100222,70,False,0,ANTRRPRTSN,122798,2,73,14
Andriy Yarmolenko,0,0,4,0,4.7,436,9,1,0,0.7,2.2,2020-09-19T19:00:00Z,7,3,0,0,0,0,2,0,11308,1,2,0.0,1,-4121,512,4633,59,False,0,ANTRRMLNK,56377,3,55,21
Andros Townsend,0,2,27,0,20.9,137,15,1,1,10.1,39.6,2020-09-19T16:30:00Z,90,1,0,0,0,0,2,0,51702,3,1,40.0,9,11126,18748,7622,60,False,0,ANTRSTNSNT,60252,3,55,31
