name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Max Thompson,0,0,0,0,0.0,591,297,0,0,0.0,0.0,2021-04-04T11:00:00Z,0,20,0,0,0,0,30,0,9846,2,3,0.0,0,-172,214,386,45,False,0,MKSTMPSN,461450,4,45,90
Willy Boly,0,0,0,0,0.0,458,298,0,0,0.0,0.0,2021-04-05T19:15:00Z,0,21,0,0,0,0,30,0,94318,3,2,0.0,0,149,588,439,54,True,0,PLL,90585,2,54,39
Ciaran Clark,0,0,0,0,0.0,324,296,0,0,0.0,0.0,2021-04-04T13:05:00Z,0,6,0,0,0,0,30,0,14415,2,2,0.0,0,-2655,134,2789,45,True,0,SRNKLRK,58845,2,45,4
Luke Cundle,0,0,0,0,0.0,614,298,0,0,0.0,0.0,2021-04-05T19:15:00Z,0,21,0,0,0,0,30,0,1139,3,2,0.0,0,16,69,53,45,True,0,KNTLLK,245923,3,45,39
Matt Ritchie,0,0,11,0,20.3,322,296,2,0,5.1,14.4,2021-04-04T13:05:00Z,90,6,0,0,0,0,30,0,3302,2,2,16.0,2,-55,16,71,49,True,0,MTRX,56983,3,49,4
AdriÃ¡n San Miguel del Castillo,0,0,0,0,0.0,245,289,0,0,0.0,0.0,2021-04-03T19:00:00Z,0,3,0,0,0,0,30,0,29179,3,0,0.0,0,-80,405,485,42,False,0,ATRNKSTLTLMKLSN,60706,1,42,14
Rhys Williams,0,0,3,0,0.1,594,289,0,0,0.2,2.2,2021-04-03T19:00:00Z,6,3,0,0,0,0,30,0,13735,3,0,0.0,1,-314,148,462,40,False,0,RSLMS,219937,2,40,14
AndrÃ©-Frank Zambo Anguissa,0,0,0,0,0.0,191,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,7,0,0,0,0,30,0,116168,1,3,0.0,0,-2961,2663,5624,45,False,0,ANTRNKSFRNKSMP,203325,3,44,54
Jean MichaÃ«l Seri,0,0,0,0,0.0,189,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,7,0,0,0,0,30,0,2196,1,3,0.0,0,-4,0,4,46,False,0,JNMXLSR,170271,3,46,54
Dara O'Shea,0,0,3,0,0.0,425,291,0,0,0.1,0.6,2021-04-03T11:30:00Z,23,8,0,0,0,0,30,0,13310,5,2,0.0,1,199,501,302,42,False,0,TRX,216616,2,42,35
Mason Greenwood,0,0,17,0,15.0,315,295,1,1,8.9,31.6,2021-04-04T18:30:00Z,90,36,0,0,0,0,30,0,150899,1,2,42.0,6,-2676,973,3649,70,True,1,KRNTMSN,220688,3,73,1
JosÃ© Diogo Dalot Teixeira,0,0,0,0,0.0,314,295,0,0,0.0,0.0,2021-04-04T18:30:00Z,0,36,0,0,0,0,30,0,2142,1,2,0.0,0,-6,0,6,48,True,0,TLTTKJSTKSR,216051,2,48,1
RÃºben Diogo da Silva Neves,0,0,10,0,35.3,466,298,3,0,6.7,25.2,2021-04-05T19:15:00Z,90,21,0,0,0,0,30,0,156899,3,2,6.0,1,-1594,6843,8437,51,True,1,TTKNFSRPNSLF,171317,3,51,39
Jamie Vardy,0,0,7,0,1.5,224,294,2,0,0.6,4.2,2021-04-03T16:30:00Z,90,43,0,0,0,0,30,0,1512599,2,0,0.0,2,-19411,52507,71918,101,True,0,JMFRT,101668,4,102,13
Oliver Casey,0,0,0,0,0.0,215,293,0,0,0.0,0.0,2021-04-03T14:00:00Z,0,49,0,0,0,0,30,0,78393,1,2,0.0,0,1767,3106,1339,38,True,0,KSLFR,467114,2,38,2
Reece James,0,0,14,0,65.9,123,291,5,0,11.9,23.2,2021-04-03T11:30:00Z,90,35,0,0,0,0,30,0,518424,5,2,30.0,0,17490,26246,8756,50,True,0,JMSRS,225796,2,51,8
Nathan Broadhead,0,0,0,0,0.0,680,292,0,0,0.0,0.0,2021-04-05T17:00:00Z,0,31,0,0,0,0,30,0,102,1,1,0.0,0,10,19,9,45,True,0,PRTTN0N,173818,3,45,11
Chris Smalling,0,0,0,0,0.0,292,295,0,0,0.0,0.0,2021-04-04T18:30:00Z,0,36,0,0,0,0,30,0,6466,1,2,0.0,0,-9,0,9,49,True,0,KRSSMLNK,55909,2,49,1
Bailey Peacock-Farrell,0,0,0,0,0.0,99,297,0,0,0.0,0.0,2021-04-04T11:00:00Z,0,20,0,0,0,0,30,0,91609,2,3,0.0,0,-1390,145,1535,40,False,0,PLFRLPKK,220037,1,40,90
Nathan AkÃ©,0,0,0,0,0.0,279,294,0,0,0.0,0.0,2021-04-03T16:30:00Z,0,13,0,0,0,0,30,0,195461,2,0,0.0,0,-391,83,474,54,False,0,AKN0N,126184,2,54,43
