name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Aaron Connolly,0,0,2,0,12.1,78,19,2,0,1.9,0.0,2020-09-26T11:30:00Z,73,1,0,0,0,0,3,0,55356,3,2,8.0,2,13526,26823,13297,55,True,0,ARNKNL,233425,4,52,36
Aaron Cresswell,0,1,32,1,52.5,435,28,0,0,8.8,35.8,2020-09-27T18:00:00Z,90,39,0,0,0,0,3,0,58281,0,4,0.0,7,-7282,2292,9574,49,True,0,ARNKRSL,55459,2,57,21
Aaron Mooy,0,0,0,0,0.0,60,19,0,0,0.0,0.0,2020-09-26T11:30:00Z,0,1,0,0,0,0,3,0,1253,3,2,0.0,0,-282,9666,9948,50,True,0,ARNM,74471,3,50,36
Aaron Ramsdale,0,0,26,0,10.0,483,25,1,0,5.2,42.0,2020-09-27T11:00:00Z,90,2,0,0,0,0,3,7,377916,1,0,0.0,4,-66442,9045,75487,50,True,0,ARNRMSTL,225321,1,46,49
Aaron Wan-Bissaka,0,0,14,0,1.2,313,19,2,0,1.7,16.2,2020-09-26T11:30:00Z,90,36,0,0,0,0,3,0,759590,3,2,0.0,1,-123785,34697,158482,55,False,0,ARNPSKN,214590,2,58,1
Abdoulaye DoucourÃ©,0,0,12,0,4.7,512,21,1,0,5.2,14.6,2020-09-26T14:00:00Z,90,31,0,0,0,0,3,0,130294,2,1,33.0,2,-43447,7437,50884,55,False,0,APTLTKR,121599,3,51,11
Aboubakar Kamara,0,0,1,0,37.4,190,22,1,0,4.3,6.0,2020-09-28T16:45:00Z,51,7,0,0,0,0,3,0,8392,3,0,0.0,0,-1099,1028,2127,50,True,1,APPKRKMR,197030,3,48,54
Adama TraorÃ©,0,0,9,0,8.3,465,28,2,0,1.6,7.8,2020-09-27T18:00:00Z,61,21,0,0,0,0,3,0,1079344,0,4,0.0,2,-150445,66003,216448,65,False,0,ATMTRR,159533,3,60,39
Adam Forshaw,0,0,0,0,0.0,199,25,0,0,0.0,0.0,2020-09-27T11:00:00Z,0,49,0,0,0,0,3,0,978,1,0,0.0,0,-360,37,397,49,False,0,ATMFRX,80179,3,48,2
Adam Lallana,0,0,7,0,2.8,54,19,2,0,0.4,1.4,2020-09-26T11:30:00Z,73,1,0,0,0,0,3,0,45742,3,2,0.0,2,-13848,1340,15188,64,True,0,ATMLLN,39155,3,62,36
Adam Webster,0,0,12,0,0.8,66,19,3,0,3.0,12.4,2020-09-26T11:30:00Z,90,1,0,0,0,0,3,0,173190,3,2,17.0,1,-4037,15990,20027,45,True,0,ATMPSTR,110735,2,43,36
Adrien Silva,0,0,0,0,0.0,220,24,0,0,0.0,0.0,2020-09-27T15:30:00Z,0,43,0,0,0,0,3,0,43583,5,2,0.0,0,-3834,3114,6948,45,False,0,ATRNSLF,46483,3,44,13
AdriÃ¡n BernabÃ©,0,0,0,0,0.0,537,24,0,0,0.0,0.0,2020-09-27T15:30:00Z,0,13,0,0,0,0,3,0,366,5,2,0.0,0,158,259,101,45,True,0,ATRNPRNP,449926,3,45,43
AdriÃ¡n San Miguel del Castillo,0,0,0,0,0.0,245,23,0,0,0.0,0.0,2020-09-28T19:00:00Z,0,3,0,0,0,0,3,0,20341,1,3,0.0,0,-1747,606,2353,45,True,0,ATRNKSTLTLMKLSN,60706,1,42,14
Ahmed El-Sayed Hegazy,0,0,0,0,0.0,414,27,0,0,0.0,0.0,2020-09-26T16:30:00Z,0,8,0,0,0,0,3,0,41201,3,3,0.0,0,-20057,322,20379,44,True,0,AMTLKSST,77777,2,41,35
Ahmed El Mohamady,0,0,0,0,0.0,29,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,54,0,0,0,0,3,0,30390,3,0,0.0,0,-3639,1678,5317,45,False,0,AMTLMHMT,37339,2,42,7
Ainsley Maitland-Niles,0,0,10,0,1.5,15,23,3,0,1.1,6.0,2020-09-28T19:00:00Z,90,14,0,0,0,0,3,0,123510,1,3,3.0,1,-30409,5689,36098,50,False,0,ANSLMTLNTNLS,154043,2,46,35
Albian Ajeti,0,0,0,0,0.0,447,28,0,0,0.0,0.0,2020-09-27T18:00:00Z,0,39,0,0,0,0,3,0,538,0,4,0.0,0,-73,109,182,55,True,0,AJTLPN,181008,4,55,21
Aleksandar MitroviÄ,0,0,-1,0,12.1,184,22,3,0,5.7,0.0,2020-09-28T16:45:00Z,90,7,0,0,0,0,3,0,1458252,3,0,52.0,2,97227,272639,175412,60,True,0,ALKSNTRMTRF,128389,4,55,54
Alexandre Lacazette,0,1,22,0,11.4,6,23,2,1,10.7,40.4,2020-09-28T19:00:00Z,73,14,0,0,0,0,3,0,340935,1,3,55.0,7,-21852,47809,69661,85,False,0,ALKSNTRLKST,59966,4,84,3
