name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Max Thompson,0,0,0,0,0.0,591,315,0,0,0.0,0.0,2021-04-18T15:00:00Z,0,1,0,0,0,0,32,0,10068,1,3,0.0,0,123,457,334,45,False,0,MKSTMPSN,461450,4,45,90
Willy Boly,0,0,24,1,0.3,458,318,0,0,4.5,24.8,2021-04-17T19:15:00Z,90,49,0,0,0,0,32,0,92893,0,1,20.0,6,-1046,127,1173,54,True,0,PLL,90585,2,54,39
Ciaran Clark,0,0,12,0,0.0,324,316,2,0,2.7,26.8,2021-04-17T11:30:00Z,90,21,0,0,0,0,32,0,14101,2,3,0.0,1,189,1067,878,45,True,0,SRNKLRK,58845,2,45,4
Luke Cundle,0,0,0,0,0.0,614,318,0,0,0.0,0.0,2021-04-17T19:15:00Z,0,49,0,0,0,0,32,0,1161,0,1,0.0,0,-17,39,56,45,True,0,KNTLLK,245923,3,45,39
Matt Ritchie,2,2,32,0,25.8,322,316,2,0,6.0,34.6,2021-04-17T11:30:00Z,90,21,0,0,0,0,32,0,3351,2,3,0.0,10,-4,43,47,49,True,0,MTRX,56983,3,49,4
AdriÃ¡n San Miguel del Castillo,0,0,0,0,0.0,245,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,2,0,0,0,0,32,0,28867,1,1,0.0,0,-194,224,418,42,False,0,ATRNKSTLTLMKLSN,60706,1,42,14
Rhys Williams,0,0,0,0,0.0,594,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,2,0,0,0,0,32,0,13693,1,1,0.0,0,-50,385,435,40,False,0,RSLMS,219937,2,40,14
AndrÃ©-Frank Zambo Anguissa,0,0,4,0,1.3,191,309,1,0,1.6,14.6,2021-04-18T12:30:00Z,90,3,0,0,0,0,32,0,110684,1,1,0.0,2,-1889,2610,4499,45,False,0,ANTRNKSFRNKSMP,203325,3,44,54
Jean MichaÃ«l Seri,0,0,0,0,0.0,189,309,0,0,0.0,0.0,2021-04-18T12:30:00Z,0,3,0,0,0,0,32,0,2189,1,1,0.0,0,-3,0,3,46,False,0,JNMXLSR,170271,3,46,54
Dara O'Shea,0,0,12,0,0.5,425,314,3,0,2.1,20.2,2021-04-22T19:00:00Z,90,13,0,0,0,0,32,0,14071,0,3,0.0,1,1124,1485,361,42,False,0,TRX,216616,2,42,35
Mason Greenwood,0,3,44,0,24.8,315,315,1,2,19.9,72.8,2021-04-18T15:00:00Z,90,90,0,0,0,0,32,0,184763,1,3,101.0,15,27747,30497,2750,70,True,0,KRNTMSN,220688,3,73,1
JosÃ© Diogo Dalot Teixeira,0,0,0,0,0.0,314,315,0,0,0.0,0.0,2021-04-18T15:00:00Z,0,90,0,0,0,0,32,0,2138,1,3,0.0,0,0,0,0,48,True,0,TLTTKJSTKSR,216051,2,48,1
RÃºben Diogo da Silva Neves,0,0,0,0,0.0,466,318,0,0,0.0,0.0,2021-04-17T19:15:00Z,0,49,0,0,0,0,32,0,137506,0,1,0.0,0,-21247,4605,25852,51,True,0,TTKNFSRPNSLF,171317,3,51,39
Jamie Vardy,1,1,43,1,22.5,224,314,0,1,13.3,52.8,2021-04-22T19:00:00Z,84,35,0,0,0,0,32,0,1555162,0,3,58.0,10,-12428,75680,88108,101,True,0,JMFRT,101668,4,102,13
Oliver Casey,0,0,0,0,0.0,215,313,0,0,0.0,0.0,2021-04-19T19:00:00Z,0,14,0,0,0,0,32,0,82184,1,1,0.0,0,586,2589,2003,38,True,0,KSLFR,467114,2,38,2
Reece James,0,1,26,1,19.1,123,311,0,0,3.9,13.8,2021-04-20T19:15:00Z,90,36,0,0,0,0,32,0,541098,0,0,6.0,7,4842,14922,10080,50,True,0,JMSRS,225796,2,51,8
Nathan Broadhead,0,0,0,0,0.0,680,312,0,0,0.0,0.0,2021-04-16T19:00:00Z,0,6,0,0,0,0,32,0,128,2,2,0.0,0,8,20,12,45,True,0,PRTTN0N,173818,3,45,11
Chris Smalling,0,0,0,0,0.0,292,315,0,0,0.0,0.0,2021-04-18T15:00:00Z,0,90,0,0,0,0,32,0,6453,1,3,0.0,0,-6,0,6,49,True,0,KRSSMLNK,55909,2,49,1
