name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Aaron Connolly,1,0,13,0,10.3,78,40,0,0,3.0,17.2,2020-10-18T13:00:00Z,12,31,0,0,0,0,5,0,46774,1,1,2.0,4,-8992,5860,14852,55,False,0,ARNKNL,233425,4,52,36
Aaron Cresswell,1,1,27,0,34.0,435,47,3,0,6.8,32.6,2020-10-18T15:30:00Z,90,6,0,0,0,0,5,0,255018,3,3,1.0,5,148325,175436,27111,49,False,0,ARNKRSL,55459,2,57,21
Aaron Mooy,0,0,0,0,0.0,60,40,0,0,0.0,0.0,2020-10-18T13:00:00Z,0,31,0,0,0,0,5,0,1059,1,1,0.0,0,-66,62,128,50,False,0,ARNM,74471,3,50,36
Aaron Ramsdale,0,0,18,0,0.0,483,46,1,0,2.8,27.8,2020-10-18T11:00:00Z,90,54,0,0,0,0,5,5,320507,1,1,0.0,3,-26830,21356,48186,50,True,0,ARNRMSTL,225321,1,46,49
Aaron Wan-Bissaka,0,0,26,0,23.8,313,45,1,1,11.8,52.2,2020-10-17T19:00:00Z,90,4,0,0,0,0,5,0,584766,4,1,42.0,8,-94333,10097,104430,54,False,0,ARNPSKN,214590,2,58,1
Abdoulaye DoucourÃ©,0,0,9,0,10.9,512,41,2,0,2.6,7.0,2020-10-17T11:30:00Z,77,14,0,0,0,0,5,0,108798,2,2,8.0,2,-13885,9049,22934,54,True,0,APTLTKR,121599,3,51,11
Aboubakar Kamara,0,0,0,0,0.0,190,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,49,0,0,0,0,5,0,6439,1,1,0.0,0,-1236,210,1446,49,False,0,APPKRKMR,197030,3,48,54
Adama TraorÃ©,0,0,5,0,10.3,465,42,0,0,1.4,3.4,2020-10-19T19:00:00Z,25,2,0,0,0,0,5,0,842684,1,0,0.0,1,-190973,22727,213700,64,False,0,ATMTRR,159533,3,60,39
Adam Forshaw,0,0,0,0,0.0,199,42,0,0,0.0,0.0,2020-10-19T19:00:00Z,0,39,0,0,0,0,5,0,732,1,0,0.0,0,-107,15,122,49,True,0,ATMFRX,80179,3,48,2
Adam Lallana,0,0,4,0,4.9,54,40,1,0,0.5,0.0,2020-10-18T13:00:00Z,77,31,0,0,0,0,5,0,36915,1,1,1.0,2,-6062,1191,7253,63,False,0,ATMLLN,39155,3,62,36
Adam Webster,0,0,11,0,13.4,66,40,1,0,6.5,16.0,2020-10-18T13:00:00Z,90,31,0,0,0,0,5,0,152098,1,1,36.0,2,-12528,6669,19197,45,False,0,ATMPSTR,110735,2,43,36
Ademola Lookman,0,3,32,0,39.9,557,46,1,1,14.0,55.6,2020-10-18T11:00:00Z,90,49,0,0,0,0,5,0,1730,1,1,44.0,10,1074,1566,492,50,False,0,ATMLLKMN,219352,3,47,54
Adrien Silva,0,0,0,0,0.0,220,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,7,0,0,0,0,5,0,32090,1,0,0.0,0,-9497,728,10225,44,True,0,ATRNSLF,46483,3,44,13
AdriÃ¡n BernabÃ©,0,0,0,0,0.0,537,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,3,0,0,0,0,5,0,293,0,1,0.0,0,-30,51,81,45,True,0,ATRNPRNP,449926,3,45,43
AdriÃ¡n San Miguel del Castillo,0,0,14,0,0.0,245,41,2,0,1.9,19.2,2020-10-17T11:30:00Z,90,11,0,0,0,0,5,3,33318,2,2,0.0,2,10736,15958,5222,45,False,0,ATRNKSTLTLMKLSN,60706,1,42,14
Ahmed El-Sayed Hegazy,0,0,24,1,0.3,414,48,0,0,2.0,19.6,2020-10-19T16:30:00Z,90,90,0,0,0,0,5,0,30490,0,0,0.0,6,-4102,1208,5310,43,True,0,AMTLKSST,77777,2,41,35
Ahmed El Mohamady,0,0,0,0,0.0,29,43,0,0,0.0,0.0,2020-10-18T18:15:00Z,0,13,0,0,0,0,5,0,26449,1,0,0.0,0,-2084,1041,3125,44,False,0,AMTLMHMT,37339,2,42,7
Ainsley Maitland-Niles,0,0,0,0,0.0,15,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,0,43,0,0,0,0,5,0,107386,0,1,0.0,0,-13373,3888,17261,49,False,0,ANSLMTLNTNLS,154043,2,46,35
Albian Ajeti,0,0,0,0,0.0,447,47,0,0,0.0,0.0,2020-10-18T15:30:00Z,0,6,0,0,0,0,5,0,518,3,3,0.0,0,1,62,61,55,False,0,AJTLPN,181008,4,55,21
Aleksandar MitroviÄ,0,0,-14,0,2.8,184,46,1,0,3.7,0.0,2020-10-18T11:00:00Z,90,49,0,1,0,0,5,0,937007,1,1,40.0,0,-285682,32853,318535,59,False,0,ALKSNTRMTRF,128389,4,55,54
Alex Nicolao Telles,0,0,0,0,0.0,568,45,0,0,0.0,0.0,2020-10-17T19:00:00Z,0,4,0,0,0,0,5,0,62121,4,1,0.0,0,50001,57981,7980,55,False,0,ALKSNKLTLS,152590,2,53,1
Alexandre Lacazette,0,0,2,0,0.0,6,44,0,0,0.0,0.0,2020-10-17T16:30:00Z,21,43,0,0,0,0,5,0,339461,0,1,0.0,1,-58733,24370,83103,85,False,0,ALKSNTRLKST,59966,4,84,3
Alexis Mac Allister,0,3,22,0,0.5,80,40,0,1,4.4,36.2,2020-10-18T13:00:00Z,12,31,0,0,0,0,5,0,2952,1,1,7.0,9,-272,84,356,53,False,0,ALKSSLSTRMK,243016,3,53,36
Alex Iwobi,0,0,3,0,1.6,159,41,0,0,0.2,0.0,2020-10-17T11:30:00Z,12,14,0,0,0,0,5,0,11514,2,2,0.0,1,31,1328,1297,59,True,0,ALKSP,153133,3,59,11
Alex McCarthy,0,0,10,0,0.0,363,39,3,0,2.0,20.2,2020-10-17T14:00:00Z,90,8,0,0,0,0,5,2,1379113,3,3,0.0,1,30596,135845,105249,45,False,0,ALKSMKR0,58376,1,44,20
Alex Oxlade-Chamberlain,0,0,0,0,0.0,248,41,0,0,0.0,0.0,2020-10-17T11:30:00Z,0,11,0,0,0,0,5,0,1891,2,2,0.0,0,-215,74,289,64,False,0,ALKSXMPRLNKSLT,81880,3,63,14
