Name,id,appearances,goals,wins,losses,clean_sheets,goals_conceded,tackles,tackle_success_%,last_man_tackles,blocked_shots,interceptions,clearances,headed_clearance,clearances_off_line,recoveries,duels_won,duels_lost,successful_50/50s,aerial_battles_won,aerial_battles_lost,own_goals,errors_leading_to_goal,assists,passes,passes_per_match,big_chances_created,crosses,cross_accuracy_%,through_balls,accurate_long_balls,yellow_cards,red_cards,fouls,offsides,headed_goals,goals_with_right_foot,goals_with_left_foot,hit_woodwork,big_chances_missed,freekicks_scored,goals_per_match,penalties_scored,shooting_accuracy_%,shots,shots_on_target,catches,goal_kicks,high_claims,penalties_saved,punches,saves,sweeper_clearances,throw_outs,season
Tiemoué Bakayoko,169102.0,29.0,2.0,18.0,6.0,0.0,0.0,64.0,64.0,0.0,17.0,37.0,36.0,22.0,0.0,169.0,164.0,155.0,36.0,40.0,36.0,0.0,2.0,2.0,1108.0,38.21,1.0,5.0,20.0,0.0,44.0,3.0,1.0,50.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.07,0.0,23.0,40.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Lewis Baker,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Fabián Balbuena,166640.0,54.0,3.0,22.0,23.0,12.0,75.0,81.0,54.0,1.0,6.0,104.0,305.0,165.0,1.0,240.0,237.0,204.0,4.0,145.0,116.0,0.0,2.0,0.0,1817.0,33.65,1.0,5.0,5.0,3.0,129.0,5.0,1.0,37.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
George Baldock,82691.0,70.0,2.0,20.0,36.0,17.0,90.0,109.0,71.0,1.0,11.0,59.0,131.0,69.0,1.0,294.0,297.0,311.0,59.0,65.0,85.0,0.0,1.0,5.0,2015.0,28.79,7.0,190.0,25.0,1.0,43.0,14.0,0.0,93.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Folarin Balogun,-1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Tudor Baluta,213056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Beni Baningime,195855.0,8.0,0.0,2.0,2.0,0.0,0.0,6.0,33.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,9.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,82.0,10.25,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Scott Banks,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ben Barclay,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Phil Bardsley,17997.0,303.0,7.0,101.0,132.0,67.0,366.0,731.0,78.0,8.0,56.0,428.0,1087.0,385.0,10.0,1166.0,1406.0,1003.0,106.0,306.0,286.0,4.0,3.0,5.0,9336.0,30.81,17.0,669.0,20.0,19.0,589.0,79.0,2.0,333.0,5.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ross Barkley,88894.0,226.0,28.0,98.0,71.0,0.0,0.0,178.0,71.0,0.0,158.0,81.0,114.0,88.0,0.0,825.0,1046.0,1139.0,405.0,191.0,190.0,0.0,2.0,28.0,8412.0,37.22,38.0,383.0,24.0,59.0,502.0,18.0,0.0,167.0,24.0,3.0,17.0,8.0,12.0,28.0,2.0,0.12,2.0,29.0,449.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Daniel Barlaser,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ashley Barnes,44699.0,182.0,41.0,51.0,85.0,0.0,0.0,119.0,0.0,0.0,65.0,39.0,123.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2853.0,15.68,11.0,70.0,0.0,0.0,0.0,38.0,2.0,324.0,113.0,6.0,30.0,5.0,6.0,32.0,0.0,0.23,6.0,37.0,318.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Antonio Barreca,159039.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Mason Barrett,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Chris Basham,40386.0,90.0,1.0,25.0,46.0,14.0,100.0,191.0,61.0,0.0,2.0,141.0,306.0,172.0,5.0,396.0,482.0,320.0,51.0,177.0,133.0,0.0,1.0,4.0,2670.0,29.67,3.0,89.0,16.0,0.0,135.0,10.0,0.0,61.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Calvin Bassey,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Lewis Bate,450529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Michy Batshuayi,94245.0,77.0,15.0,41.0,26.0,0.0,0.0,18.0,0.0,0.0,24.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,584.0,7.58,2.0,8.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,1.0,8.0,6.0,1.0,12.0,0.0,0.19,0.0,37.0,84.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Danny Batth,77610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Nathan Baxter,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Gavin Bazunu,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jack Bearne,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jan Bednarek,171771.0,102.0,3.0,33.0,45.0,21.0,159.0,152.0,57.0,2.0,3.0,241.0,527.0,262.0,3.0,528.0,502.0,354.0,9.0,314.0,179.0,2.0,3.0,3.0,4655.0,45.64,3.0,2.0,2.0,3.0,219.0,17.0,1.0,88.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Asmir Begovic,40349.0,253.0,1.0,80.0,105.0,61.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5511.0,21.78,0.0,0.0,0.0,0.0,1948.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,2325.0,397.0,3.0,86.0,751.0,180.0,1022.0,3
Héctor Bellerín,98745.0,183.0,8.0,99.0,47.0,59.0,189.0,242.0,76.0,1.0,38.0,239.0,334.0,163.0,3.0,815.0,685.0,797.0,207.0,189.0,243.0,1.0,1.0,20.0,8141.0,44.49,32.0,434.0,17.0,32.0,162.0,30.0,0.0,143.0,9.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Yohan Benalouane,41321.0,16.0,0.0,8.0,5.0,4.0,18.0,24.0,63.0,0.0,1.0,33.0,64.0,35.0,0.0,55.0,53.0,55.0,3.0,23.0,26.0,0.0,0.0,0.0,229.0,14.31,0.0,4.0,4.0,0.0,18.0,5.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Filip Benkovic,213405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ryan Bennett,41727.0,111.0,3.0,40.0,47.0,22.0,149.0,130.0,63.0,1.0,3.0,145.0,643.0,304.0,2.0,322.0,495.0,353.0,5.0,340.0,221.0,2.0,2.0,0.0,3409.0,30.71,2.0,12.0,17.0,1.0,255.0,31.0,0.0,85.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jayden Bennetts,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Josh Benson,217401.0,6.0,0.0,2.0,3.0,0.0,0.0,5.0,20.0,0.0,1.0,3.0,2.0,1.0,0.0,18.0,10.0,22.0,2.0,2.0,5.0,0.0,0.0,0.0,79.0,13.17,0.0,5.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Nabil Bentaleb,126407.0,58.0,0.0,25.0,19.0,0.0,0.0,123.0,72.0,0.0,12.0,112.0,72.0,31.0,0.0,296.0,258.0,215.0,42.0,65.0,41.0,0.0,3.0,3.0,2767.0,47.71,4.0,17.0,24.0,4.0,132.0,13.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58.0,0.0,18.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Christian Benteke,54861.0,260.0,82.0,82.0,123.0,0.0,0.0,95.0,0.0,0.0,129.0,31.0,261.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6332.0,24.35,32.0,39.0,0.0,0.0,0.0,37.0,4.0,399.0,220.0,32.0,39.0,11.0,18.0,88.0,1.0,0.32,10.0,39.0,623.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Sander Berge,207189.0,29.0,2.0,6.0,19.0,0.0,0.0,38.0,58.0,0.0,4.0,14.0,31.0,18.0,0.0,124.0,133.0,111.0,35.0,52.0,31.0,0.0,0.0,2.0,804.0,27.72,3.0,45.0,9.0,0.0,28.0,4.0,0.0,32.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.07,1.0,27.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Steven Bergwijn,194252.0,38.0,4.0,20.0,9.0,0.0,0.0,26.0,0.0,0.0,7.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,720.0,18.95,2.0,27.0,0.0,0.0,0.0,5.0,0.0,28.0,1.0,0.0,4.0,0.0,1.0,6.0,0.0,0.11,0.0,42.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Adrián Bernabé,449926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Bernard,-1.0,73.0,5.0,25.0,33.0,0.0,0.0,89.0,0.0,0.0,16.0,51.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1598.0,21.89,7.0,101.0,0.0,0.0,0.0,9.0,0.0,42.0,2.0,0.0,5.0,0.0,2.0,5.0,0.0,0.07,0.0,29.0,41.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Bernardo,-1.0,39.0,0.0,9.0,19.0,2.0,49.0,99.0,68.0,0.0,7.0,41.0,87.0,50.0,1.0,176.0,230.0,126.0,22.0,82.0,45.0,0.0,0.0,1.0,1189.0,30.49,3.0,53.0,19.0,0.0,37.0,5.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Bernardo Rosa,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Bernardo Silva,-1.0,136.0,22.0,105.0,18.0,0.0,0.0,150.0,62.0,0.0,58.0,77.0,57.0,18.0,0.0,502.0,455.0,534.0,166.0,45.0,100.0,0.0,0.0,24.0,5612.0,41.26,30.0,241.0,18.0,14.0,188.0,13.0,0.0,85.0,9.0,2.0,1.0,19.0,5.0,20.0,0.0,0.16,0.0,39.0,172.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Ryan Bertrand,40146.0,261.0,7.0,92.0,109.0,67.0,349.0,397.0,66.0,2.0,34.0,362.0,431.0,206.0,4.0,983.0,1111.0,1009.0,107.0,353.0,369.0,0.0,1.0,16.0,9965.0,38.18,30.0,899.0,21.0,9.0,331.0,35.0,2.0,239.0,13.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Muhamed Besic,-1.0,46.0,0.0,14.0,17.0,0.0,0.0,93.0,76.0,0.0,7.0,34.0,56.0,26.0,0.0,154.0,186.0,165.0,53.0,21.0,16.0,0.0,1.0,0.0,1339.0,29.11,2.0,18.0,22.0,3.0,116.0,11.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,27.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Philip Billing,168991.0,77.0,3.0,16.0,46.0,0.0,0.0,171.0,62.0,0.0,24.0,137.0,147.0,85.0,0.0,409.0,498.0,387.0,46.0,224.0,120.0,0.0,1.0,1.0,2599.0,33.75,4.0,82.0,15.0,2.0,136.0,18.0,0.0,89.0,5.0,1.0,0.0,2.0,3.0,2.0,0.0,0.04,0.0,23.0,82.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Birkir Bjarnason,27770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Nathan Bishop,250370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Yves Bissouma,227127.0,91.0,2.0,25.0,39.0,0.0,0.0,231.0,64.0,0.0,25.0,130.0,115.0,63.0,0.0,522.0,531.0,426.0,140.0,84.0,74.0,0.0,1.0,1.0,3263.0,35.86,3.0,21.0,19.0,8.0,143.0,18.0,1.0,129.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.02,0.0,14.0,92.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Joshua Bohui,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Tolaji Bola,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Yannick Bolasie,55452.0,119.0,11.0,38.0,51.0,0.0,0.0,151.0,0.0,0.0,55.0,48.0,107.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2124.0,17.85,25.0,595.0,0.0,0.0,0.0,9.0,1.0,140.0,46.0,1.0,8.0,2.0,8.0,8.0,0.0,0.09,0.0,33.0,219.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Luke Bolton,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Willy Boly,90585.0,79.0,5.0,31.0,27.0,25.0,85.0,175.0,60.0,1.0,10.0,143.0,358.0,219.0,0.0,418.0,508.0,259.0,26.0,280.0,119.0,0.0,0.0,2.0,3735.0,47.28,6.0,2.0,2.0,2.0,163.0,5.0,2.0,68.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Gaëtan Bong,42748.0,51.0,0.0,11.0,24.0,11.0,73.0,56.0,75.0,0.0,0.0,65.0,116.0,53.0,0.0,255.0,155.0,158.0,28.0,54.0,63.0,1.0,1.0,0.0,1401.0,27.47,0.0,116.0,14.0,0.0,64.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Borja Bastón,-1.0,20.0,1.0,3.0,16.0,0.0,0.0,6.0,0.0,0.0,5.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,9.3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,0.05,0.0,20.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Artur Boruc,18726.0,128.0,0.0,45.0,47.0,39.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3044.0,23.78,0.0,0.0,0.0,0.0,746.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1004.0,142.0,5.0,49.0,343.0,90.0,674.0,3
Sofiane Boufal,128198.0,70.0,3.0,12.0,35.0,0.0,0.0,91.0,63.0,0.0,28.0,15.0,9.0,3.0,0.0,212.0,371.0,410.0,187.0,23.0,37.0,0.0,0.0,4.0,1328.0,18.97,9.0,101.0,16.0,9.0,36.0,8.0,0.0,77.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.04,0.0,27.0,73.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jamie Bowden,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Jarrod Bowen,178186.0,64.0,9.0,25.0,25.0,0.0,0.0,56.0,0.0,0.0,37.0,43.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1006.0,15.72,15.0,213.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,0.0,1.0,6.0,2.0,12.0,0.0,0.14,0.0,30.0,93.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Morgan Boyes,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Robbie Brady,90517.0,160.0,10.0,45.0,81.0,0.0,0.0,261.0,73.0,0.0,59.0,144.0,238.0,115.0,0.0,652.0,653.0,647.0,140.0,154.0,131.0,0.0,3.0,13.0,3619.0,22.62,25.0,767.0,26.0,14.0,218.0,18.0,1.0,136.0,14.0,0.0,3.0,7.0,7.0,1.0,1.0,0.06,2.0,27.0,170.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
