assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,team_a_score,team_h_score,threat,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,position,init_price,team_code,gw,id,total_points,total_points_1,total_points_2,total_points_3,total_points_4
0,0,15,0,25.7,301,119,1,0,4.6,13.2,90,6,0,0,0,0,0,17377,1.0,1.0,7.0,9585,10533,948,48,0,0,3.0,47.0,49.0,12,47247,13,1,2,2,15
1,3,43,0,33.5,301,128,3,1,13.1,60.4,90,1,0,0,0,0,0,26796,3.0,3.0,37.0,8936,11506,2570,48,1,0,3.0,47.0,49.0,13,47247,1,2,2,15,0
0,0,14,0,35.0,301,140,1,0,7.0,18.0,90,39,0,0,0,0,0,88954,1.0,1.0,17.0,57001,61414,4413,48,0,1,3.0,47.0,49.0,14,47247,2,2,15,0,2
0,0,12,0,19.1,301,145,2,0,5.0,10.6,90,4,0,0,0,0,0,107071,2.0,0.0,20.0,19622,27135,7513,48,1,0,3.0,47.0,49.0,15,47247,2,15,0,2,2
0,0,20,0,18.9,301,157,1,0,3.5,16.0,90,45,0,0,0,0,0,105752,2.0,1.0,0.0,-697,9308,10005,49,0,0,3.0,47.0,49.0,16,47247,15,0,2,2,2
0,3,45,1,8.5,301,168,0,2,11.7,72.6,90,7,0,0,0,0,0,104927,0.0,2.0,36.0,-1518,9539,11057,49,1,1,3.0,47.0,49.0,17,47247,0,2,2,2,9
0,0,0,0,0.0,301,173,0,0,0.0,0.0,0,36,0,0,0,0,0,95397,1.0,0.0,0.0,-4017,15006,19023,49,0,0,3.0,47.0,49.0,18,47247,2,2,2,9,10
0,0,5,0,17.8,301,188,1,0,6.1,6.8,90,57,0,0,0,0,0,159047,1.0,1.0,36.0,54042,59630,5588,49,1,0,3.0,47.0,49.0,19,47247,2,2,9,10,1
0,0,18,0,2.8,301,195,2,0,1.1,7.8,90,43,0,0,0,0,0,163040,0.0,2.0,0.0,5639,17961,12322,49,0,0,3.0,47.0,49.0,20,47247,2,9,10,1,2
0,0,3,0,0.0,301,204,2,0,0.0,0.0,90,14,0,0,0,0,0,167215,0.0,2.0,0.0,3261,24417,21156,49,0,0,3.0,47.0,49.0,21,47247,9,10,1,2,2
1,3,33,1,40.4,301,218,0,0,8.8,28.6,90,21,0,0,0,0,0,175674,0.0,1.0,19.0,7061,27425,20364,49,1,0,3.0,47.0,49.0,22,47247,10,1,2,2,2
0,3,33,0,22.3,301,221,1,1,10.9,49.8,90,3,0,0,0,0,0,238388,1.0,1.0,37.0,59872,76884,17012,49,0,0,3.0,47.0,49.0,23,47247,1,2,2,2,-999
0,0,3,0,6.0,301,236,1,0,1.3,6.6,90,43,0,0,0,0,0,325105,1.0,0.0,0.0,85871,100362,14491,50,1,1,3.0,47.0,49.0,24,47247,2,2,2,-999,3
0,0,10,1,27.6,301,243,0,0,4.8,12.2,90,31,0,0,0,0,0,444584,1.0,0.0,8.0,116379,147623,31244,50,0,1,3.0,47.0,49.0,25,47247,2,2,-999,3,2
0,0,11,0,36.8,301,258,1,0,7.1,12.2,90,91,0,0,0,0,0,525571,1.0,2.0,22.0,78648,103508,24860,51,1,0,3.0,47.0,49.0,26,47247,2,-999,3,2,2
0,0,14,0,19.5,301,268,1,0,5.8,8.2,90,36,0,0,0,0,0,510904,1.0,1.0,30.0,-12885,35618,48503,51,1,0,3.0,47.0,49.0,27,47247,-999,3,2,2,0
0,0,14,1,5.8,301,288,0,0,2.3,10.8,90,45,0,0,0,0,0,418154,0.0,1.0,6.0,-755,40267,41022,50,1,0,3.0,47.0,49.0,29,47247,2,2,0,0,0
0,0,9,0,30.6,301,296,2,0,4.3,10.8,72,4,0,0,0,0,0,464185,0.0,3.0,2.0,49698,256198,206500,50,0,0,3.0,47.0,49.0,30,47247,2,0,0,0,0
0,0,0,0,0.0,301,271,0,0,0.0,0.0,0,7,0,0,0,0,0,464185,0.0,0.0,0.0,49698,256198,206500,50,0,0,3.0,47.0,49.0,30,47247,2,0,0,0,0
0,0,8,0,4.8,301,305,3,0,1.0,3.6,90,1,0,0,0,0,0,391805,0.0,3.0,2.0,-64065,4756,68821,49,0,0,3.0,47.0,49.0,31,47247,0,0,0,0,0
0,0,0,0,0.0,301,318,0,0,0.0,0.0,0,6,0,0,0,0,0,359516,1.0,3.0,0.0,-34537,5775,40312,48,1,0,3.0,47.0,49.0,32,47247,0,0,0,0,1
0,0,0,0,0.0,301,321,0,0,0.0,0.0,0,90,0,0,0,0,0,281397,1.0,1.0,0.0,-76570,3118,79688,48,0,0,3.0,47.0,49.0,33,47247,0,0,0,1,2
0,0,0,0,0.0,301,338,0,0,0.0,0.0,0,39,0,0,0,0,0,231987,0.0,1.0,0.0,-53076,106,53182,47,1,0,3.0,47.0,49.0,34,47247,0,0,1,2,-999
0,0,0,0,0.0,301,347,0,0,0.0,0.0,0,8,0,0,0,0,0,205229,0.0,3.0,0.0,-27970,435,28405,47,1,0,3.0,47.0,49.0,35,47247,0,1,2,-999,-999
0,0,-1,0,1.7,301,356,1,0,0.1,0.0,45,13,0,0,0,0,0,190631,0.0,2.0,0.0,-14181,319,14500,47,0,1,3.0,47.0,49.0,36,47247,1,2,-999,-999,-999
0,0,7,0,17.7,301,367,0,0,2.6,8.2,30,11,0,0,0,0,0,189530,1.0,0.0,0.0,-3322,2787,6109,47,1,0,3.0,47.0,49.0,37,47247,2,-999,-999,-999,-999
0,0,16,0,15.2,301,379,3,0,2.8,12.8,90,20,0,0,0,0,0,183542,1.0,3.0,0.0,-4402,2574,6976,47,0,0,3.0,47.0,49.0,38,47247,-999,-999,-999,-999,-999
0,0,23,0,11.8,195,4,3,0,3.5,21.0,90,8,0,0,0,0,0,479775,3.0,0.0,2.0,0,0,0,45,1,0,2.0,44.0,38.0,1,48760,0,6,1,1,7
0,0,0,0,0.0,195,18,0,0,0.0,0.0,0,43,0,0,0,0,0,415020,1.0,6.0,0.0,-65709,1576,67285,45,0,0,2.0,44.0,38.0,2,48760,6,1,1,7,0
0,0,23,1,0.4,195,24,0,0,1.5,14.4,90,99,0,0,0,0,0,308572,0.0,0.0,0.0,-106900,539,107439,45,1,0,2.0,44.0,38.0,3,48760,1,1,7,0,1
0,0,5,0,0.3,195,36,1,0,2.1,19.0,90,11,0,0,0,0,0,296504,1.0,1.0,2.0,-16787,1946,18733,45,0,1,2.0,44.0,38.0,4,48760,1,7,0,1,2
0,0,7,0,0.9,195,44,1,0,0.7,3.6,77,31,0,0,0,0,0,272628,1.0,0.0,2.0,-24082,811,24893,45,1,1,2.0,44.0,38.0,5,48760,7,0,1,2,1
0,0,21,0,0.5,195,57,3,1,6.2,44.2,90,13,0,0,0,0,0,254037,1.0,3.0,17.0,-18952,314,19266,45,0,0,2.0,44.0,38.0,6,48760,0,1,2,1,8
0,0,19,0,10.4,195,66,2,0,2.4,13.6,90,6,0,0,0,0,0,248919,2.0,0.0,0.0,-5990,2053,8043,45,1,1,2.0,44.0,38.0,7,48760,1,2,1,8,1
0,0,7,0,0.7,195,72,1,0,0.8,7.0,90,90,0,0,0,0,0,238562,1.0,1.0,0.0,-10317,492,10809,45,0,1,2.0,44.0,38.0,8,48760,2,1,8,1,0
0,0,12,0,1.0,195,86,1,0,2.1,16.0,90,14,0,0,0,0,0,223713,1.0,0.0,4.0,-15028,296,15324,44,1,0,2.0,44.0,38.0,9,48760,1,8,1,0,7
0,0,14,0,0.7,195,100,3,0,2.4,22.8,90,57,0,0,0,0,0,216216,0.0,3.0,0.0,-7721,261,7982,44,0,0,2.0,44.0,38.0,10,48760,8,1,0,7,5
0,2,29,1,0.7,195,106,0,0,2.8,27.0,90,54,0,0,0,0,0,208468,0.0,1.0,0.0,-8001,633,8634,44,1,0,2.0,44.0,38.0,11,48760,1,0,7,5,2
0,0,10,0,0.2,195,115,1,0,1.9,16.8,90,35,0,0,0,0,0,204475,1.0,1.0,2.0,-4181,683,4864,44,1,1,2.0,44.0,38.0,12,48760,0,7,5,2,2
0,0,0,0,0.0,195,130,0,0,0.0,0.0,0,39,0,0,0,0,0,178592,2.0,0.0,0.0,-25006,55,25061,44,0,0,2.0,44.0,38.0,13,48760,7,5,2,2,0
0,0,25,0,0.0,195,135,2,1,10.0,51.6,90,36,0,0,0,0,0,176017,2.0,1.0,48.0,-3736,346,4082,44,1,0,2.0,44.0,38.0,14,48760,5,2,2,0,8
1,1,24,0,21.8,195,141,2,0,6.2,34.0,90,98,0,0,0,0,0,176176,1.0,2.0,6.0,-181,1712,1893,44,0,0,2.0,44.0,38.0,15,48760,2,2,0,8,2
0,0,13,0,0.1,195,151,1,0,1.8,17.6,90,3,0,0,0,0,0,177767,0.0,1.0,0.0,1500,3690,2190,44,0,0,2.0,44.0,38.0,16,48760,2,0,8,2,1
0,0,22,0,3.3,195,164,1,0,3.0,26.4,90,4,0,0,0,0,0,188302,1.0,0.0,0.0,9070,12274,3204,44,1,0,2.0,44.0,38.0,17,48760,0,8,2,1,6
0,0,5,0,11.0,195,176,3,0,5.3,13.2,90,20,0,0,0,0,0,189887,3.0,1.0,29.0,2024,5652,3628,44,1,1,2.0,44.0,38.0,18,48760,8,2,1,6,0
0,1,31,0,0.5,195,187,3,1,10.4,68.8,90,1,0,0,0,0,0,183235,1.0,3.0,35.0,-6127,979,7106,44,0,0,2.0,44.0,38.0,19,48760,2,1,6,0,2
0,0,14,0,15.2,195,194,1,0,3.3,17.6,90,54,0,0,0,0,0,199979,0.0,1.0,0.0,13394,17436,4042,44,0,0,2.0,44.0,38.0,20,48760,1,6,0,2,0
0,0,17,0,0.0,195,206,2,0,2.1,21.2,90,90,0,0,0,0,0,203828,2.0,1.0,0.0,4637,11239,6602,44,1,0,2.0,44.0,38.0,21,48760,6,0,2,0,1
0,0,22,1,10.8,195,213,0,0,3.5,16.2,90,99,0,0,0,0,0,200198,0.0,0.0,8.0,-3614,5521,9135,44,0,0,2.0,44.0,38.0,22,48760,0,2,0,1,1
0,0,0,0,0.0,195,224,0,0,0.0,0.0,0,43,0,0,0,0,0,196581,3.0,0.0,0.0,-3683,6070,9753,44,1,0,2.0,44.0,38.0,23,48760,2,0,1,1,0
0,0,15,0,11.1,195,234,1,0,3.6,21.2,90,11,0,0,0,0,0,194527,1.0,0.0,4.0,-2565,3033,5598,44,1,0,2.0,44.0,38.0,24,48760,0,1,1,0,0
0,0,0,0,0.0,195,244,0,0,0.0,0.0,0,8,0,0,0,0,0,190751,0.0,5.0,0.0,-2933,1427,4360,44,0,0,2.0,44.0,38.0,25,48760,1,1,0,0,1
0,0,10,0,0.1,195,254,2,0,0.7,7.2,90,3,0,0,0,0,0,186470,2.0,1.0,0.0,-5111,434,5545,44,1,0,2.0,44.0,38.0,26,48760,1,0,0,1,0
0,0,17,0,0.4,195,269,2,0,2.1,20.6,90,4,0,0,0,0,0,183270,0.0,2.0,0.0,-2384,1490,3874,44,0,0,2.0,44.0,38.0,27,48760,0,0,1,0,0
0,0,0,0,0.0,195,274,0,0,0.0,0.0,0,39,0,0,0,0,0,183098,0.0,1.0,0.0,-1299,1250,2549,44,1,0,2.0,44.0,38.0,28,48760,0,1,0,0,0
0,0,0,0,0.0,195,282,0,0,0.0,0.0,0,36,0,0,0,0,0,179165,0.0,1.0,0.0,-3930,333,4263,44,0,0,2.0,44.0,38.0,29,48760,1,0,0,0,0
0,0,17,0,1.8,195,295,2,0,3.5,23.2,90,98,0,0,0,0,0,175156,2.0,0.0,10.0,-4034,338,4372,44,1,0,2.0,44.0,38.0,30,48760,0,0,0,0,0
0,0,0,0,0.0,195,309,0,0,0.0,0.0,0,35,0,0,0,0,0,173475,3.0,4.0,0.0,-1057,1002,2059,44,0,0,2.0,44.0,38.0,31,48760,0,0,0,0,0
0,0,0,0,0.0,195,315,0,0,0.0,0.0,0,31,0,0,0,0,0,167306,0.0,2.0,0.0,-4850,367,5217,44,0,0,2.0,44.0,38.0,32,48760,0,0,0,0,0
0,0,0,0,0.0,195,324,0,0,0.0,0.0,0,13,0,0,0,0,0,166746,4.0,1.0,0.0,-2272,192,2464,44,1,0,2.0,44.0,38.0,33,48760,0,0,0,0,0
0,0,0,0,0.0,195,339,0,0,0.0,0.0,0,6,0,0,0,0,0,162580,0.0,4.0,0.0,-4596,85,4681,44,0,0,2.0,44.0,38.0,34,48760,0,0,0,0,-999
0,0,0,0,0.0,195,346,0,0,0.0,0.0,0,57,0,0,0,0,0,157553,2.0,1.0,0.0,-4577,104,4681,44,1,0,2.0,44.0,38.0,35,48760,0,0,0,-999,-999
0,0,0,0,0.0,195,356,0,0,0.0,0.0,0,14,0,0,0,0,0,155778,0.0,5.0,0.0,-2197,79,2276,44,0,0,2.0,44.0,38.0,36,48760,0,0,-999,-999,-999
0,0,0,0,0.0,195,366,0,0,0.0,0.0,0,1,0,0,0,0,0,152855,1.0,1.0,0.0,-2908,129,3037,44,1,0,2.0,44.0,38.0,37,48760,0,-999,-999,-999,-999
0,0,0,0,0.0,195,378,0,0,0.0,0.0,0,20,0,0,0,0,0,147237,1.0,1.0,0.0,-4971,25,4996,44,0,0,2.0,44.0,38.0,38,48760,-999,-999,-999,-999,-999
0,0,0,0,0.0,439,9,0,0,0.0,0.0,0,57,0,0,0,0,0,68519,0.0,2.0,0.0,0,0,0,40,0,0,1.0,39.0,36.0,1,49262,0,0,0,0,0
0,0,0,0,0.0,439,11,0,0,0.0,0.0,0,1,0,0,0,0,0,76488,2.0,3.0,0.0,-642,1507,2149,40,1,0,1.0,39.0,36.0,2,49262,0,0,0,0,0
0,0,0,0,0.0,439,25,0,0,0.0,0.0,0,14,0,0,0,0,0,78756,0.0,1.0,0.0,-1221,2271,3492,40,0,0,1.0,39.0,36.0,3,49262,0,0,0,0,0
0,0,0,0,0.0,439,31,0,0,0.0,0.0,0,54,0,0,0,0,0,83393,2.0,2.0,0.0,823,3756,2933,40,1,0,1.0,39.0,36.0,4,49262,0,0,0,0,0
0,0,0,0,0.0,439,47,0,0,0.0,0.0,0,20,0,0,0,0,0,83466,2.0,2.0,0.0,-845,2104,2949,40,0,0,1.0,39.0,36.0,5,49262,0,0,0,0,0
0,0,0,0,0.0,439,52,0,0,0.0,0.0,0,6,0,0,0,0,0,82977,2.0,1.0,0.0,-762,903,1665,40,1,0,1.0,39.0,36.0,6,49262,0,0,0,0,0
0,0,0,0,0.0,439,67,0,0,0.0,0.0,0,43,0,0,0,0,0,82718,0.0,2.0,0.0,-652,676,1328,40,0,0,1.0,39.0,36.0,7,49262,0,0,0,0,0
0,0,0,0,0.0,439,71,0,0,0.0,0.0,0,35,0,0,0,0,0,82391,0.0,1.0,0.0,-607,696,1303,40,1,0,1.0,39.0,36.0,8,49262,0,0,0,0,0
0,0,0,0,0.0,439,88,0,0,0.0,0.0,0,4,0,0,0,0,0,82044,1.0,0.0,0.0,-531,992,1523,40,0,0,1.0,39.0,36.0,9,49262,0,0,0,0,0
0,0,0,0,0.0,439,91,0,0,0.0,0.0,0,39,0,0,0,0,0,81995,0.0,1.0,0.0,-302,645,947,40,1,0,1.0,39.0,36.0,10,49262,0,0,0,0,0
0,0,0,0,0.0,439,105,0,0,0.0,0.0,0,11,0,0,0,0,0,81812,1.0,3.0,0.0,-302,762,1064,40,0,0,1.0,39.0,36.0,11,49262,0,0,0,0,0
0,0,0,0,0.0,439,112,0,0,0.0,0.0,0,99,0,0,0,0,0,82337,1.0,2.0,0.0,105,873,768,40,0,0,1.0,39.0,36.0,12,49262,0,0,0,0,0
0,0,0,0,0.0,439,122,0,0,0.0,0.0,0,13,0,0,0,0,0,82639,1.0,1.0,0.0,133,952,819,40,1,0,1.0,39.0,36.0,13,49262,0,0,0,0,0
0,0,0,0,0.0,439,135,0,0,0.0,0.0,0,97,0,0,0,0,0,82745,2.0,1.0,0.0,117,585,468,40,0,0,1.0,39.0,36.0,14,49262,0,0,0,0,0
0,0,0,0,0.0,439,142,0,0,0.0,0.0,0,31,0,0,0,0,0,83100,1.0,3.0,0.0,220,804,584,40,1,0,1.0,39.0,36.0,15,49262,0,0,0,0,0
0,0,0,0,0.0,439,153,0,0,0.0,0.0,0,90,0,0,0,0,0,83575,0.0,1.0,0.0,216,965,749,40,0,0,1.0,39.0,36.0,16,49262,0,0,0,0,0
0,0,0,0,0.0,439,161,0,0,0.0,0.0,0,8,0,0,0,0,0,83884,2.0,1.0,0.0,127,919,792,40,1,0,1.0,39.0,36.0,17,49262,0,0,0,0,0
0,0,0,0,0.0,439,172,0,0,0.0,0.0,0,98,0,0,0,0,0,84131,0.0,2.0,0.0,204,807,603,40,0,0,1.0,39.0,36.0,18,49262,0,0,0,0,0
0,0,0,0,0.0,439,181,0,0,0.0,0.0,0,3,0,0,0,0,0,84694,1.0,1.0,0.0,408,1215,807,40,1,0,1.0,39.0,36.0,19,49262,0,0,0,0,0
0,0,0,0,0.0,439,191,0,0,0.0,0.0,0,11,0,0,0,0,0,84775,0.0,1.0,0.0,47,1105,1058,40,1,0,1.0,39.0,36.0,20,49262,0,0,0,0,0
0,0,0,0,0.0,439,209,0,0,0.0,0.0,0,35,0,0,0,0,0,83287,2.0,2.0,0.0,-1471,432,1903,40,0,0,1.0,39.0,36.0,21,49262,0,0,0,0,0
0,0,0,0,0.0,439,211,0,0,0.0,0.0,0,14,0,0,0,0,0,81752,1.0,0.0,0.0,-1639,438,2077,40,1,0,1.0,39.0,36.0,22,49262,0,0,0,0,-999
0,0,0,0,0.0,439,226,0,0,0.0,0.0,0,1,0,0,0,0,0,80137,1.0,2.0,0.0,-1642,319,1961,40,0,0,1.0,39.0,36.0,23,49262,0,0,0,-999,0
0,0,0,0,0.0,439,233,0,0,0.0,0.0,0,54,0,0,0,0,0,79270,2.0,4.0,0.0,-970,209,1179,40,0,0,1.0,39.0,36.0,24,49262,0,0,-999,0,0
0,0,0,0,0.0,439,241,0,0,0.0,0.0,0,57,0,0,0,0,0,78421,0.0,0.0,0.0,-847,92,939,40,1,0,1.0,39.0,36.0,25,49262,0,-999,0,0,0
0,0,0,0,0.0,439,251,0,0,0.0,0.0,0,90,0,0,0,0,0,77687,3.0,1.0,0.0,-787,135,922,40,1,0,1.0,39.0,36.0,26,49262,-999,0,0,0,-999
0,0,0,0,0.0,439,275,0,0,0.0,0.0,0,13,0,0,0,0,0,76421,1.0,2.0,0.0,-370,72,442,40,0,0,1.0,39.0,36.0,28,49262,0,0,-999,0,-999
0,0,0,0,0.0,439,282,0,0,0.0,0.0,0,97,0,0,0,0,0,76061,0.0,1.0,0.0,-372,89,461,40,1,0,1.0,39.0,36.0,29,49262,0,-999,0,-999,0
0,0,0,0,0.0,439,294,0,0,0.0,0.0,0,31,0,0,0,0,0,75733,2.0,1.0,0.0,-355,101,456,40,0,0,1.0,39.0,36.0,30,49262,-999,0,-999,0,0
0,0,0,0,0.0,439,265,0,0,0.0,0.0,0,8,0,0,0,0,0,73763,0.0,3.0,0.0,-647,183,830,40,0,0,1.0,39.0,36.0,32,49262,-999,0,0,0,0
0,0,0,0,0.0,439,312,0,0,0.0,0.0,0,20,0,0,0,0,0,73763,1.0,0.0,0.0,-647,183,830,40,1,0,1.0,39.0,36.0,32,49262,-999,0,0,0,0
0,0,0,0,0.0,439,302,0,0,0.0,0.0,0,99,0,0,0,0,0,72569,2.0,0.0,0.0,-1801,87,1888,40,1,0,1.0,39.0,36.0,34,49262,0,0,0,0,-999
0,0,0,0,0.0,439,331,0,0,0.0,0.0,0,98,0,0,0,0,0,72569,5.0,0.0,0.0,-1801,87,1888,40,1,0,1.0,39.0,36.0,34,49262,0,0,0,0,-999
0,0,0,0,0.0,439,350,0,0,0.0,0.0,0,39,0,0,0,0,0,73613,0.0,0.0,0.0,363,1175,812,39,0,0,1.0,39.0,36.0,35,49262,0,0,0,-999,-999
0,0,0,0,0.0,439,328,0,0,0.0,0.0,0,6,0,0,0,0,0,73613,0.0,1.0,0.0,363,1175,812,39,0,0,1.0,39.0,36.0,35,49262,0,0,0,-999,-999
0,0,0,0,0.0,439,351,0,0,0.0,0.0,0,4,0,0,0,0,0,75787,1.0,1.0,0.0,2069,2638,569,39,1,0,1.0,39.0,36.0,36,49262,0,0,-999,-999,-999
0,0,0,0,0.0,439,361,0,0,0.0,0.0,0,3,0,0,0,0,0,79351,1.0,1.0,0.0,2877,3677,800,39,0,0,1.0,39.0,36.0,37,49262,0,-999,-999,-999,-999
0,0,0,0,0.0,439,371,0,0,0.0,0.0,0,43,0,0,0,0,0,84374,4.0,1.0,0.0,3634,4750,1116,39,1,0,1.0,39.0,36.0,38,49262,-999,-999,-999,-999,-999
0,0,8,0,0.2,92,2,2,0,1.6,15.4,90,98,0,0,0,0,0,5192,0.0,2.0,0.0,0,0,0,45,0,0,2.0,44.0,97.0,1,49382,6,6,1,0,0
0,0,22,1,1.6,92,13,0,0,2.7,25.2,90,4,0,0,0,0,0,5565,0.0,0.0,0.0,-280,227,507,45,1,0,2.0,44.0,97.0,2,49382,6,1,0,0,4
0,0,22,1,11.9,92,24,0,0,2.8,16.4,90,97,0,0,0,0,0,6623,0.0,0.0,0.0,327,840,513,45,0,0,2.0,44.0,97.0,3,49382,1,0,0,4,2
0,0,16,0,10.5,92,33,3,0,2.3,12.2,90,3,0,0,0,0,0,8578,3.0,2.0,0.0,867,1527,660,45,1,0,2.0,44.0,97.0,4,49382,0,0,4,2,1
0,0,11,0,14.8,92,42,4,0,2.7,12.4,90,8,0,0,0,0,0,8666,1.0,4.0,0.0,-288,434,722,45,0,0,2.0,44.0,97.0,5,49382,0,4,2,1,0
0,0,16,0,0.0,92,54,5,0,2.9,29.0,90,43,0,0,0,0,0,8292,5.0,0.0,0.0,-494,109,603,45,1,0,2.0,44.0,97.0,6,49382,4,2,1,0,2
1,0,20,0,11.5,92,63,2,0,4.0,26.4,90,90,0,0,0,0,0,8046,2.0,1.0,2.0,-338,163,501,45,1,0,2.0,44.0,97.0,7,49382,2,1,0,2,2
0,0,11,0,1.4,92,79,1,0,2.4,22.4,90,6,0,0,0,0,0,7897,0.0,1.0,0.0,-192,133,325,45,0,0,2.0,44.0,97.0,8,49382,1,0,2,2,2
0,0,13,0,19.0,92,83,2,0,4.0,18.2,90,54,0,0,0,0,0,7802,2.0,4.0,3.0,-207,183,390,45,1,0,2.0,44.0,97.0,9,49382,0,2,2,2,2
0,0,14,0,0.3,92,96,4,0,1.7,16.6,90,14,0,0,0,0,0,7585,1.0,4.0,0.0,-244,60,304,45,0,0,2.0,44.0,97.0,10,49382,2,2,2,2,1
0,0,12,0,1.9,92,103,1,0,2.6,23.8,90,13,0,0,0,0,0,7363,1.0,0.0,0.0,-270,88,358,45,1,0,2.0,44.0,97.0,11,49382,2,2,2,1,6
0,0,13,0,15.3,92,112,1,0,5.3,15.4,90,36,0,0,0,0,0,7348,1.0,2.0,22.0,-89,97,186,45,1,0,2.0,44.0,97.0,12,49382,2,2,1,6,1
0,0,10,0,0.7,92,124,1,0,1.3,11.8,90,11,0,0,0,0,0,7295,0.0,1.0,0.0,-117,106,223,45,0,0,2.0,44.0,97.0,13,49382,2,1,6,1,0
0,0,21,0,0.9,92,132,1,0,2.6,25.0,90,39,0,0,0,0,0,7403,1.0,2.0,0.0,62,183,121,44,1,0,2.0,44.0,97.0,14,49382,1,6,1,0,6
0,0,6,0,0.8,92,147,3,0,0.8,6.8,90,35,0,0,0,0,0,7329,1.0,3.0,0.0,-84,110,194,44,0,0,2.0,44.0,97.0,15,49382,6,1,0,6,6
0,0,21,1,4.3,92,154,0,0,2.2,17.2,90,20,0,0,0,0,0,7611,0.0,1.0,0.0,152,340,188,44,1,0,2.0,44.0,97.0,16,49382,1,0,6,6,1
0,0,13,0,0.9,92,169,3,0,1.6,14.6,90,57,0,0,0,0,0,8249,2.0,3.0,0.0,553,848,295,44,0,0,2.0,44.0,97.0,17,49382,0,6,6,1,7
0,0,10,0,0.9,92,173,5,0,1.7,16.4,90,1,0,0,0,0,0,8142,5.0,1.0,0.0,-85,213,298,44,1,0,2.0,44.0,97.0,18,49382,6,6,1,7,1
0,0,24,1,0.6,92,183,0,0,3.4,29.6,90,31,0,0,0,0,0,7970,0.0,0.0,4.0,-184,147,331,44,0,0,2.0,44.0,97.0,19,49382,6,1,7,1,1
0,0,23,1,1.3,92,195,0,0,1.1,9.6,90,13,0,0,0,0,0,8323,1.0,0.0,0.0,253,460,207,44,0,0,2.0,44.0,97.0,20,49382,1,7,1,1,7
0,0,15,0,1.4,92,203,3,0,1.4,12.6,90,6,0,0,0,0,0,9782,3.0,0.0,0.0,1296,2053,757,44,1,0,2.0,44.0,97.0,21,49382,7,1,1,7,2
0,1,25,1,0.8,92,213,0,0,2.3,20.0,90,97,0,0,0,0,0,13357,0.0,0.0,2.0,3148,4755,1607,44,1,0,2.0,44.0,97.0,22,49382,1,1,7,2,0
0,0,9,0,0.5,92,227,3,0,6.0,22.6,90,4,0,0,0,0,0,18651,0.0,3.0,37.0,4887,7174,2287,44,0,0,2.0,44.0,97.0,23,49382,1,7,2,0,1
0,0,7,0,0.5,92,231,2,0,2.7,26.0,90,3,0,0,0,0,0,18277,1.0,2.0,0.0,-228,1519,1747,44,0,0,2.0,44.0,97.0,24,49382,7,2,0,1,1
0,1,24,1,0.1,92,243,0,0,2.1,21.2,90,98,0,0,0,0,0,18283,0.0,2.0,0.0,47,805,758,44,1,0,2.0,44.0,97.0,25,49382,2,0,1,1,6
0,0,12,0,0.1,92,257,1,0,1.2,12.2,90,20,0,0,0,0,0,20847,2.0,1.0,0.0,2169,2946,777,44,0,0,2.0,44.0,97.0,26,49382,0,1,1,6,-999
0,0,12,0,0.3,92,264,5,0,4.5,10.2,90,57,0,0,0,0,0,25347,5.0,1.0,34.0,3435,4441,1006,44,1,0,2.0,44.0,97.0,27,49382,1,1,6,-999,1
0,0,15,0,0.4,92,272,3,0,1.6,16.0,90,11,0,0,0,0,0,24685,3.0,0.0,0.0,243,1448,1205,44,1,0,2.0,44.0,97.0,28,49382,1,6,-999,1,-999
0,0,8,0,0.8,92,290,0,0,0.8,7.4,45,39,0,0,0,0,0,23196,0.0,2.0,0.0,-1443,392,1835,44,0,0,2.0,44.0,97.0,29,49382,6,-999,1,-999,7
0,0,21,1,0.2,92,292,0,0,2.7,6.8,90,35,0,0,0,0,0,22149,0.0,2.0,20.0,-1093,551,1644,44,1,0,2.0,44.0,97.0,30,49382,-999,1,-999,7,1
0,0,13,0,0.1,92,314,2,0,3.2,31.6,90,8,0,0,0,0,0,23842,2.0,1.0,0.0,1000,2500,1500,44,1,0,2.0,44.0,97.0,32,49382,-999,7,1,2,1
0,0,7,0,0.2,92,325,2,0,1.9,19.0,90,43,0,0,0,0,0,23842,0.0,2.0,0.0,1000,2500,1500,44,0,0,2.0,44.0,97.0,32,49382,-999,7,1,2,1
0,1,30,1,0.3,92,302,0,0,3.4,31.4,90,36,0,0,0,0,0,30891,2.0,0.0,2.0,7459,9357,1898,44,0,0,2.0,44.0,97.0,34,49382,1,2,1,7,-999
0,0,14,0,0.3,92,332,2,0,2.7,18.6,90,90,0,0,0,0,0,30891,0.0,2.0,8.0,7459,9357,1898,44,0,0,2.0,44.0,97.0,34,49382,1,2,1,7,-999
0,0,12,0,0.1,92,343,2,0,2.7,26.4,90,14,0,0,0,0,0,27131,2.0,0.0,0.0,-3107,1571,4678,44,1,0,2.0,44.0,97.0,35,49382,2,1,7,-999,-999
0,0,13,0,0.3,92,354,1,0,2.5,22.8,90,54,0,0,0,0,0,28302,0.0,1.0,2.0,865,1732,867,44,0,0,2.0,44.0,97.0,36,49382,1,7,-999,-999,-999
