name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,code,position,init_price,team_code
Aaron_Cresswell_402,0,0,0,0,0.0,402,21,0,0,0.0,0.0,2018-08-25T14:00:00Z,0,3,0,0,0,0,3,0,69306,1,3,0.0,0,-22473,246,22719,54,False,0,ARNKRSL,55459.0,2.0,50.0,21.0
Aaron_Lennon_83,0,0,4,0,11.4,83,23,4,0,1.9,3.8,2018-08-26T15:00:00Z,90,54,0,0,0,0,3,0,20589,2,4,4.0,2,-1113,2716,3829,50,False,0,ARNLNN,17349.0,3.0,49.0,90.0
Aaron_Mooy_199,0,0,9,1,17.3,199,24,0,0,3.0,12.4,2018-08-25T14:00:00Z,90,99,0,0,0,0,3,0,150635,0,0,0.0,3,-25494,2283,27777,54,True,0,ARNM,74471.0,3.0,50.0,38.0
Aaron_Ramsey_14,0,0,15,0,31.8,14,21,1,0,8.8,17.0,2018-08-25T14:00:00Z,90,35,0,0,0,0,3,0,58474,1,3,39.0,2,-9971,2905,12876,74,True,0,ARNRMS,41792.0,3.0,71.0,3.0
Aaron_Wan-Bissaka_145,0,0,0,0,0.0,145,29,0,0,0.0,0.0,2018-08-26T12:30:00Z,0,57,0,0,0,0,3,0,1108869,1,2,0.0,0,-568,133556,134124,41,False,0,ARNPSKN,214590.0,2.0,46.0,31.0
Abdelhamid_Sabiri_205,0,0,0,0,0.0,205,24,0,0,0.0,0.0,2018-08-25T14:00:00Z,0,99,0,0,0,0,3,0,3483,0,0,0.0,0,-170,275,445,45,True,0,APTLMTSPR,246878.0,3.0,43.0,38.0
Abdoulaye_DoucourÃ©_390,0,0,13,0,37.3,390,29,1,0,6.3,10.0,2018-08-26T12:30:00Z,90,31,0,0,0,0,3,0,101619,1,2,16.0,2,-3442,8699,12141,60,True,0,APTLTKR,121599.0,3.0,58.0,57.0
Aboubakar_Kamara_189,0,0,0,0,0.0,189,23,0,0,0.0,0.0,2018-08-26T15:00:00Z,0,90,0,0,0,0,3,0,623975,2,4,0.0,0,50438,127275,76837,45,True,0,APPKRKMR,197030.0,4.0,45.0,54.0
Adama_Diakhaby_471,0,0,2,1,3.8,471,24,0,0,0.6,0.4,2018-08-25T14:00:00Z,67,99,0,0,0,0,3,0,2072,0,0,2.0,3,-292,142,434,49,True,0,ATMTKP,233497.0,3.0,45.0,38.0
Adama_TraorÃ©_500,0,0,8,0,14.0,500,30,0,0,2.5,9.0,2018-08-25T11:30:00Z,18,43,0,0,0,0,3,0,22411,1,1,2.0,1,-3428,1431,4859,55,True,0,ATMTRR,159533.0,3.0,51.0,39.0
Adam_Lallana_250,0,0,0,0,0.0,250,25,0,0,0.0,0.0,2018-08-25T16:30:00Z,0,36,0,0,0,0,3,0,60514,0,1,0.0,0,-8046,221,8267,69,True,0,ATMLLN,39155.0,3.0,69.0,14.0
Adam_Masina_386,0,0,0,0,0.0,386,29,0,0,0.0,0.0,2018-08-26T12:30:00Z,0,31,0,0,0,0,3,0,4286,1,2,0.0,0,-791,48,839,44,True,0,ATMMSN,155651.0,2.0,43.0,57.0
Adam_Smith_29,0,0,4,0,1.4,29,22,2,0,1.3,9.6,2018-08-25T14:00:00Z,60,11,0,0,0,1,3,0,40754,2,2,2.0,-2,2416,7324,4908,45,True,0,ATMSM0,54469.0,2.0,43.0,91.0
Ademola_Lookman_170,0,0,0,0,0.0,170,22,0,0,0.0,0.0,2018-08-25T14:00:00Z,0,98,0,0,0,0,3,0,8292,2,2,0.0,0,-2393,84,2477,53,False,0,ATMLLKMN,219352.0,3.0,49.0,11.0
Adrian_Mariappa_382,0,0,0,0,0.0,382,29,0,0,0.0,0.0,2018-08-26T12:30:00Z,0,31,0,0,0,0,3,0,8785,1,2,0.0,0,-1537,149,1686,44,True,0,ATRNMRP,20145.0,2.0,42.0,57.0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0.0,231,28,0,0,0.0,0.0,2018-08-25T14:00:00Z,0,20,0,0,0,0,3,0,14633,2,1,0.0,0,-1456,449,1905,50,False,0,ATRNPRXTSPSXNSLF,46483.0,3.0,47.0,13.0
AdriÃ¡n_San Miguel del Castillo_399,0,0,0,0,0.0,399,21,0,0,0.0,0.0,2018-08-25T14:00:00Z,0,3,0,0,0,0,3,0,25848,1,3,0.0,0,-2232,130,2362,45,False,0,ATRNKSTLTLMKLSN,60706.0,1.0,42.0,21.0
Ainsley_Maitland-Niles_20,0,0,0,0,0.0,20,21,0,0,0.0,0.0,2018-08-25T14:00:00Z,0,35,0,0,0,0,3,0,20852,1,3,0.0,0,-6521,231,6752,45,True,0,ANSLMTLNTNLS,154043.0,3.0,44.0,3.0
Alberto_Moreno_240,0,0,0,0,0.0,240,25,0,0,0.0,0.0,2018-08-25T16:30:00Z,0,36,0,0,0,0,3,0,21173,0,1,0.0,0,-3113,509,3622,44,True,0,ALPRTMRN,100059.0,2.0,41.0,14.0
Aleksandar_Mitrovic_480,1,3,59,0,19.0,480,23,2,2,17.1,76.8,2018-08-26T15:00:00Z,90,90,0,0,0,0,3,0,341378,2,4,75.0,16,34413,65914,31501,65,True,0,ALKSNTRMTRFK,128389.0,4.0,63.0,54.0
Alexander_SÃ¸rloth_153,0,0,2,0,0.3,153,29,0,0,0.4,0.0,2018-08-26T12:30:00Z,5,57,0,0,0,0,3,0,14998,1,2,6.0,1,-1012,1378,2390,50,False,0,ALKSNTRSRL0,143877.0,4.0,48.0,31.0
Alexandre_Lacazette_22,1,0,13,0,22.9,22,21,0,0,6.7,15.8,2018-08-25T14:00:00Z,45,35,0,0,0,0,3,0,142551,1,3,28.0,4,-49644,8917,58561,94,True,0,ALKSNTRLKST,59966.0,4.0,94.0,3.0
Alexis_SÃ¡nchez_295,0,0,0,0,4.2,295,26,1,0,2.7,2.2,2018-08-27T19:00:00Z,35,6,0,0,0,0,3,0,176139,3,0,21.0,1,-259940,1934,261874,103,True,0,ALKSSSNXS,37265.0,3.0,100.0,1.0
Alex_Iwobi_15,1,0,16,0,12.7,15,21,1,0,3.4,19.0,2018-08-25T14:00:00Z,45,35,0,0,0,0,3,0,78035,1,3,2.0,4,30671,42143,11472,55,True,0,ALKSP,153133.0,3.0,54.0,3.0
Alex_McCarthy_328,0,0,14,0,0.0,328,28,2,0,2.4,23.6,2018-08-25T14:00:00Z,90,13,0,0,0,0,3,3,157533,2,1,0.0,2,20419,37513,17094,45,True,0,ALKSMKR0,58376.0,1.0,43.0,20.0
