gw,id,ps1,ps2,ps3
10,240143,0.18593029505716607,-0.6295517633638978,3.271110322992511
10,101537,-1.7409566670561634,-0.036132915563367396,3.904443830875107
10,103955,-1.3431331130596997,13.067130216049664,5.197642814000584
10,43670,0.09229070202473344,4.448373212442889,1.1626384153499143
10,233425,1.5791253871425066,3.4752827976422873,4.716992189399424
10,79934,-1.0356626536218354,2.0702101882729043,3.185587415279005
10,38716,-0.8181370867449769,2.083329602805387,2.977076240758886
10,82403,0.8828657496403689,19.601252629472302,1.109935605128586
10,220037,-1.3983721370777378,-1.4414141797082642,1.0417690477665285
10,90105,-1.3713621293318905,1.5424712300525794,1.340516217299775
10,195471,0.39420825461488995,-0.3022374117104255,1.5672826956741484
10,228798,-1.2397101999703488,2.2334576905753067,4.367505043008052
10,165808,-0.13212487511416415,-1.276798934436029,2.6877192843281774
10,170271,-0.7678452318364664,-0.26183485196990197,5.526278039351938
10,102057,1.8253414656306106,-1.5985854873744962,0.2692944601461391
10,179456,-0.5412771547979335,-0.7862540320872757,2.2743577391873804
10,192895,-0.989295673283753,1.4525186090424582,5.528199970229523
10,216051,0.807419379422577,0.9752930335623007,0.18188105733564974
10,184386,-0.8561143733482579,-0.20098127176131075,4.98841020761241
10,41135,4.6931615178029364,0.9830233318930799,2.9744088702504747
10,106837,-0.03836330690595213,3.0024661098696948,2.143666499671121
10,155197,1.9600376056717446,2.41040328437941,0.7790770672249041
10,232937,0.3376567976939642,0.9998645139548568,0.38822787259496705
10,115382,-3.3689814857098774,0.4008025565326194,3.9218872540855294
10,242058,-0.5811330730831785,0.05645452114394395,4.895963003693716
10,146941,0.02617596686037138,1.0432150113920757,1.3543289919853554
10,164484,-0.9301683917057142,1.8218655800678605,3.380020708313377
10,40559,-0.09080165097066117,0.13560106530415694,1.2156587565600119
10,18073,-1.427374967075064,1.1342541125467562,-0.2777856928440987
10,165809,-1.0155103698133725,-0.004315665629292864,2.3336972935137092
10,56979,1.165553450492999,13.124380729456705,5.053578586531913
10,206915,-0.7642534049257304,3.4731994187382353,1.6893538608787484
10,462424,-1.6542121157383458,1.078901869669704,0.5386856391663213
10,222694,-1.4544065123914884,-0.7837428424942072,2.9874458378059217
10,56983,-0.3605490261720199,-1.1596187472311277,6.45046148560537
10,19419,1.0133771216457046,0.08163412043589702,5.102246915297802
10,55494,0.5226969735158371,0.27624806838056926,2.2235466895160254
10,59735,6.681283891207956,9.12368709443883,5.549760641115238
10,55605,-2.1910931621995946,5.652605351813516,4.15247062442271
10,101105,0.3102185252548131,0.988947555411002,2.7112196533936657
10,20452,-0.882059272039484,1.682314484604631,0.1675282095593773
10,80201,0.5077236266019551,1.521375507216999,4.727708498997959
10,166324,8.708129478820032,3.4036906789985526,5.876183043044329
10,66588,3.377173625446766,1.969886044662104,3.3692556455438574
10,109322,-1.3410022181445496,-1.7874648179117227,2.531283639822432
10,90517,-0.5359353322948264,11.804737614745084,3.497440575457264
10,47390,-1.6670652825297667,-0.5974779039911415,-2.4973107377356207
10,101668,3.59528294881768,11.819796986948793,16.906411790365993
10,244723,-1.9921847276391071,-0.11762246010972277,1.218456084752155
10,215136,1.3985322446780686,8.169441206525452,3.134694130484916
10,83314,2.263669344682701,4.1244711494712,1.9762172991686253
10,141569,-0.7180157573055768,0.5578079645037384,2.716954966398853
10,199598,-3.001736131354037,-0.075376546516433,1.2249087383556456
10,218031,-0.309905202397317,-0.44272873734935625,-0.3473423785536669
10,195064,-2.788388927204346,1.0392519668297715,0.6068651604670099
10,166989,0.861819506667727,4.399456054388347,5.562773468676627
10,197937,0.4898749506362221,1.0898056046465394,2.652457209010346
10,141746,8.870897291526276,7.194302369855063,1.424568109923885
10,437495,11.137453907923797,1.4446308642839703,4.273759242097111
10,492374,0.38998504327240435,-2.1803262951946802,1.8697942968986616
10,173515,-0.2747629760909964,1.4654875493877266,2.53430088309819
10,60232,-0.9849229612171763,-1.108004794029496,2.1459586278543963
10,232826,-1.0183066247067893,0.4277433444623297,5.129007778283208
10,158534,1.3374262538004262,7.692588109095169,8.516141647496493
10,101982,11.785339136696813,-0.5272012423293333,3.461145174478445
10,448514,-1.5801452652155596,0.9049222124448301,2.061952126797297
10,60914,-0.7960343990887551,15.017189463134066,5.6169825928630335
10,205651,2.475368680278958,1.05370340260125,0.33712665561276545
10,61366,8.158023470937898,13.966999094363544,3.9523663419640727
10,55422,-2.1389482066999674,1.6068885236568737,12.419970517024012
10,27789,-0.8847348374730726,0.6812669083007258,6.140206288796671
10,166640,2.156528085980094,1.3036470550991768,3.475053376741178
10,82078,-0.7384577095741862,-1.906967465936884,3.8203294180902536
10,93264,5.784899719748618,5.548317931144527,2.3040152341813784
10,209244,1.9900042645542335,-1.1919356822674876,-0.5451039141265657
10,232928,-2.4424079802360232,-2.676534529666218,1.4545847956369837
10,103025,19.863443463884536,6.0372916705094175,6.480626512624701
10,169187,-1.7339942788786429,1.2028132753951437,5.654638350338315
10,49944,-1.4485025340630542,0.7047053757839283,1.0910837557293638
10,495542,-0.9607619451800263,0.6004277839722643,1.4766174103384813
10,39476,0.06590978715162366,-0.5371692580353642,2.1730096855907552
10,153366,1.7835000132962895,2.8735583409164698,1.8052180384446856
10,97299,5.347515798226909,9.418432370216149,10.058840845542747
10,114128,-0.20637925227195675,0.5062189812243878,2.413176647544971
10,232977,-1.0782552155334733,-0.7216534448860765,2.5609367945897343
10,86417,-1.2230144614347815,2.125071829855867,13.867548408290801
10,212319,0.9280343470304138,6.392109954754897,3.361328400293253
10,60025,0.44641798906370234,2.630333629650185,0.23517803908813484
10,50175,4.779675014371967,5.649567212737418,2.4971518739887966
10,205533,-0.640277074856422,3.822213002356567,1.8061888712494982
10,197030,-0.24237142740245576,2.00152159274821,3.604948114577679
10,165153,1.9002590232205656,5.167598580395366,4.2285027397409
10,228286,5.0982590150681935,1.4731220936285503,5.688196248910009
10,437858,-1.3624418210905924,3.6962620919286495,1.2382106271939723
10,82514,-2.320308076128229,1.8444994780175032,0.8836309082903424
10,225796,3.78670804394608,5.965033549890574,4.998741539926041
10,178301,-0.26265223994192866,-0.18609626730169826,4.192838382054079
10,173904,-1.2873716396977974,2.4930258939249557,1.3440406607183124
10,444145,-0.9010019423752031,0.7030979140911955,0.2596744144508141
10,92217,0.8070828274699449,2.2880779373608684,6.065256434228294
10,50232,2.195140049758993,3.046013062410687,3.782322154995796
10,194799,4.933040666098575,6.453303506108028,4.391144653787407
10,199584,-0.0212938703452058,-0.6888433107201386,3.601939511801137
10,74230,0.7513474611501303,5.436729898918022,1.7890537294358575
10,101148,-0.7873575176731746,0.07526902096763372,2.8323234576435277
10,89274,-0.3533966024962353,2.0828907536710637,0.4082184541387548
10,33148,1.138367241978551,1.5743447922807146,3.071376268848351
10,173809,0.9164088123985781,0.8814051583696358,3.550470766518105
10,109345,1.1697713998342718,3.508982686810853,5.742410410700218
10,219924,0.0589280641174017,-1.3143823486818889,1.379273545918706
10,108416,1.1718021704176789,2.0977634719681513,2.9258564396887756
10,216208,-0.4923499014492769,-0.8244337241851445,3.179717778441196
10,40669,8.371459053951016,1.6022999715514166,12.731632236819609
10,97032,-0.7689419467680172,0.17087223167083715,1.5141766386784132
10,176420,6.788866494284068,-0.4038331723891717,6.651046805479755
10,66975,-0.21848184728629616,0.03631727240838245,-0.005295629118239553
10,184667,1.0142669879699076,4.012083275404212,6.037946333958793
10,216616,-2.795328223051226,0.037468520172981634,1.9501358823489001
10,84182,2.9139128463736546,1.9843034964545845,6.247786555420392
10,164511,-0.2782327441388446,4.0869054185246085,7.061028871204668
10,126184,-1.0101941278489068,0.23696093507054977,2.806993473603251
10,197464,2.215883949258087,3.1140994496454475,1.414057035849989
10,235382,-0.8586193236986752,1.5400615942514622,3.9176527604228646
10,110979,1.7150881953325237,6.370566765288372,3.403843136679514
10,480455,0.37629607781279883,0.8636605083441795,2.8103608161263107
10,232423,-1.0726827532042849,1.6125169746693635,0.7023846160488239
10,109528,4.541726084601894,3.32211539438407,1.0586424793654112
10,153379,-0.06842037699671377,0.5556996034817492,0.6141224133450984
10,488404,0.42946470907655443,0.6662126996212822,4.540625936322133
10,220627,0.8566877893186128,2.7258425061073805,15.752507432891782
10,102380,-1.374661562507252,-0.8138684628125106,4.3990263062210095
10,214285,-0.3954696938200699,2.1725628213719226,3.3220466476286417
10,195735,0.6434762709769233,-0.1138254020509677,1.717048004221736
10,110504,-0.19917019006039238,1.2771786046456255,2.649430140790991
10,195864,-0.8365626777858576,1.4492905326470606,0.9792228915748777
10,61916,-1.913668697446238,0.3368624503307911,3.176817308861846
10,217401,-0.0756904249224144,4.302333343892106,0.051281087366458866
10,15033,-1.5707074527238176,1.860896355282785,3.4512977789059387
10,214466,-0.12001248470007297,-0.32252267132742496,1.2565093791218314
10,84450,0.14358042703863072,1.115768376438423,0.574119472422332
10,37402,-0.8612728703928973,-0.5978254166887944,8.753829406521444
10,214048,-0.18016619384139343,1.3977043366918533,1.5362847737765868
10,232653,-0.45720414944988774,3.291426870636339,3.285070299898473
10,105666,-1.7779230308329357,-0.5808861239424523,5.156268912675152
10,41733,0.9819240866442751,9.564973072731712,4.034261843054757
10,39155,0.3744588071991203,0.06702782098603782,4.082914680339404
10,84915,-0.3412391421758937,-0.0036536038160822626,4.369728867249332
10,168765,0.6716284579131035,2.3068266192104963,3.14373940032171
10,28690,-1.2772833226376137,0.7784914358031498,1.3749271156577794
10,223340,1.221304893976556,1.786444350095929,3.745480257297618
10,118748,7.1435487613719655,14.873128534919974,9.355190898681862
10,180804,-2.1002517228009645,0.38023194661528315,3.118038462185402
10,94147,0.13670532275726222,0.4352448079223197,4.638349068823874
10,49083,-0.6057104540388518,1.346340187971987,3.0978893680785298
10,40145,-1.088570257318843,0.33368690095629877,2.0012309425145474
10,157668,-0.439729522881415,1.8453865078221714,1.4946898209401243
10,111782,-1.163727952817671,-0.47614566847477835,-0.2428817770048024
10,119471,-1.2378334701453406,0.29553720358722413,1.0013473162881665
10,60586,-0.5401177562861801,-0.7856065001896742,2.02652490506471
10,86934,-0.1621588956141039,0.5041718782349895,1.2621804263289238
10,231372,0.6799414340922079,-0.6430228735314911,7.054905079802402
10,77359,-0.49500803509037394,3.0794661070736065,0.8944974727958748
10,47431,5.508423128624909,1.625412411397814,3.248239700198757
10,199249,6.7223109325816255,5.497932529792783,6.380002571808985
10,168763,-1.0319910965363983,-0.7923271031981618,-0.14604905741775598
10,116535,0.1051836595639235,-0.8482124144601373,4.5566827981114795
10,58893,-2.904524519568646,0.9252947140530352,-0.3136676252735908
10,232427,-1.0600855673797804,-1.1605522370669124,3.8388185723363053
10,200439,-1.1099078362694663,2.160466029562769,10.839112351308122
10,49440,0.35888561517108375,-0.9961966241719395,-0.6096179987210215
10,204676,-0.21860849881765465,0.35159342477829836,0.3924228809776644
10,214987,-0.1822027514642791,-0.17524259891980443,1.0139275131973158
10,178186,11.133321378646716,1.5886512160196038,5.806750893099784
10,245824,-0.671692824378666,2.3607634859065447,-0.09509417014479249
10,244851,-1.3410066637942537,0.30313612069271656,2.696844091497641
10,146610,-0.011676884393637232,0.3087654808344251,1.044369200091967
10,92371,-0.42192940219199115,-1.4681171462899638,-1.2159928939619529
10,223175,1.5903744751954325,-0.4694537999380006,1.379412016115563
10,225368,-0.45618415244827526,0.916393110950732,3.327857458610284
10,194794,-0.06237025281951947,-1.2309453494727938,3.90392101679769
10,434138,-0.48929012904103053,0.9536187773122642,2.633777216512404
10,54861,-2.232289356078517,13.248092412325871,2.5501369043278546
10,200720,-2.1106135266653414,6.914546879181146,3.2381782261717404
10,155529,-0.7128067221272057,1.0249695973059363,1.3305008042718522
10,58621,8.376297779191065,0.26114046159107984,10.423685383569278
10,15749,-0.3043404557008902,0.6917811472725794,0.7980601240495653
10,204480,1.27298990449045,5.7909432440696404,4.179000980608167
10,209289,-1.4758630631364507,-0.28545037729370015,2.4835555995913756
10,213405,-1.8576946679325812,0.19787566968214615,2.880301903787504
10,121599,1.4414880392603522,1.1112792275508925,4.447787058015363
10,149915,1.0318814020301676,1.3107146192771828,1.5881176316734402
10,250604,0.3074946412317412,3.139025645466903,3.295034771907062
10,169528,-0.7315569899670584,2.240175694486314,6.0231814342602465
10,80179,-3.063938429603112,1.6245386095811112,1.6953173955912484
10,114243,0.3154384618571806,0.4146127618451258,6.514838578075505
10,111478,0.3599926394206753,2.3569328256071076,3.670656068586505
10,226182,-1.8990971326111976,0.18425056764747677,1.9901293200304735
10,167074,0.23035772262850296,1.081190525243246,1.0136145765652929
10,66242,-1.9196953187613095,1.2856966629937603,1.2877643236842888
10,167199,-0.24680580594322643,1.4330565277115725,4.190158859371703
10,217593,-0.7370158757852621,4.226515734908035,5.475214660843843
10,110735,0.5596033568880006,0.4460006410635178,4.891532084736222
10,61933,-1.9026286254062197,0.8676593608909511,2.5180352911017594
10,220738,-0.9899955542521218,1.4376121272433369,0.6041439383650054
10,91651,3.9330652257107905,0.5105777358395122,3.784099923975898
10,157882,-0.43817690339563153,1.7553357270170895,5.83216631821878
10,41674,1.008141936137437,1.861665242583037,1.4432868845676905
10,128198,-0.998280564943303,0.11251466484003109,0.18027396904964021
10,38290,-1.29548073452661,1.5905137761373158,0.6995239691187418
10,153127,-3.280986931002761,-1.0036039832184578,5.227326874818473
10,152590,-1.718203895546123,4.933609392851999,1.4245671019947275
10,72222,2.2580009976694946,2.781525809275096,10.600327586258011
10,81441,-1.1486790888714309,-0.6334353492391609,3.3521031352420767
10,83427,-2.763723876486993,1.4375086291955088,3.716139041811941
10,59949,1.336746454024997,-0.40503054255417337,1.159713228988541
10,466955,-0.9466720341505614,0.4744831375854235,3.2519347733717425
10,146426,6.522464117390095,0.07774139103145805,1.8528718814055953
10,153723,0.9333207846519014,3.9805649080436005,1.649451779710732
10,153256,-0.4452766973490795,-0.7800024853297132,-2.311441719519843
10,86881,2.4465764535017858,2.4754321576368516,1.1136496052095253
10,47247,1.9204193033135248,2.250030211636356,2.447777667138114
10,78356,-0.6302712589660577,0.5618638186534182,2.0802167784188996
10,39487,-0.7696127630272849,-0.7313674931096301,3.1033282032203338
10,200641,-1.2483564777116891,-0.4570078965748099,2.151731442049346
10,44699,2.4588832873162536,1.659479983830507,3.882259870417924
10,203341,-0.897791000258692,2.587724241518461,7.906344080586356
10,67089,-1.4377255753868483,0.5168489816094087,2.260292039201744
10,200402,1.5298100656836389,-1.3411020281356385,3.184388334451113
10,80226,4.9929041404274095,10.418006811037708,4.4708256581859604
10,60551,-0.9107704356721396,6.026127224727485,8.020092694581008
10,198869,-0.1405744412298453,1.4178739574102082,3.429400522768412
10,100649,0.5086115694764219,0.8106036872821104,3.4259368177552485
10,82691,-0.49534962619705514,1.1968113411482943,3.6514009037156296
10,109434,-0.7438369803471754,-0.2827592853934756,1.2021578857050716
10,209362,-1.8417222679965888,1.671999794271943,-0.7781548817867834
10,171317,-1.2815334474735183,3.002370780916367,3.8147627846490724
10,131897,-0.5844211281771079,2.251727700544727,4.27075695083363
10,51927,-0.48433719506244466,2.5869437557731256,9.63820708737014
10,213482,-0.539971914883411,1.0662924982089714,2.3660985657397053
10,36903,-1.0855618417338586,0.4044296261530577,2.34524930536909
10,206325,-0.17458588175126333,2.8576892019791273,2.792702457454316
10,88894,-0.6225924161100623,1.958515776423267,2.594689569561411
10,74208,-2.0603097838015616,9.620003167886539,7.743379512809787
10,153682,-1.7134334011115273,1.1841767895763537,0.516940826638925
10,233489,0.28429374306029453,-0.05220396225150903,2.1241693049924306
10,164555,0.7717590522814284,2.105839958754336,4.257317575844981
10,203389,-0.09003586258870411,1.2863202666234401,2.422747252349761
10,49262,-0.3486132878131619,1.3404433635772204,1.403811245323047
10,85955,-1.4737091381346112,2.362514009206464,3.059424714715622
10,41823,0.404399520928163,0.537985155998659,-0.6823712288263284
10,181008,-1.292668612410809,-0.04319093991739453,1.5345118140070597
10,108156,-0.1471435605982352,2.3328910505172233,3.6641992729319703
10,61739,-1.605716916648595,1.1458087358330116,1.2690191958368122
10,111773,-2.8411117324200656,0.4082485389926286,5.8910880235829595
10,428610,-1.3346949685082659,1.499869433773957,1.0015916331363166
10,40564,-0.3115015344208779,0.20768059069632555,4.285052829694692
10,148508,0.6866774079958686,1.8491364835812465,4.20723149776032
10,126187,1.423161756330491,2.7553991285504162,4.145550794686269
10,172649,0.9240967134422856,5.056255605633194,0.9882078831271786
10,151086,0.5463388555557811,2.2669883484470885,3.189300758365945
10,85971,3.525591152789017,15.321631549884561,5.721032635546523
10,171771,8.208658108376435,3.107938791907721,14.366011444474278
10,84939,-1.2321919948983309,6.7212498120111155,7.424532429172581
10,455084,-0.6921324125227573,2.8936807432498672,0.9888215314800706
10,57913,-2.6072712038057224,-0.9150078624835702,4.386834799652362
10,17997,-1.4477896183634997,2.1365902083204515,2.009384811456106
10,20310,-1.9746863187175774,2.9015815482393914,3.976665046588887
10,432656,-0.17951678623153833,1.6961573193531059,2.1845935497894264
10,149484,0.43758761458632733,3.6147859825941717,7.7205487202235625
10,96994,3.6413611092118705,2.535053218852888,11.501739812518014
10,51090,3.7513136098428377,3.600315344646206,1.2690507136651963
10,83312,-2.249803907275142,0.19905792075625334,4.843253629088752
10,40784,1.541641059840153,1.0862266153139206,1.6427029395985837
10,149266,-0.8436873021840662,0.9018919237519285,4.1995980869015135
10,180135,-0.21814841206927316,3.9333577663931996,1.859893653933392
10,39790,-1.4808957088136234,0.4969149635775487,2.6167185462944023
10,94245,-0.0036045181134496396,1.7100780561520668,2.0606597592664984
10,153133,0.47925247519111025,3.190162124381354,6.216958258546638
10,50093,0.3426532450114794,2.716480661466099,2.6162507116714737
10,72681,0.41151178853976167,0.5217199571886738,-0.17562736184815453
10,219352,8.961085968241973,3.3874281808658866,6.000940247754628
10,219961,7.937718176094351,2.0735992649363255,3.4936501170457026
10,119765,0.4422573396945423,1.3933660442628675,3.785261064479206
10,107265,-2.320589299509822,3.1928702143240963,2.109623196391174
10,104953,0.2082567326532243,-0.8161393952973723,1.7274702826617954
10,242166,-0.44850147000424123,2.2655145502469773,1.0962591966304451
10,62974,-1.402526998606703,-0.4503433120157585,1.8190802455446706
10,170137,-2.0198484874835234,-1.2240906859099732,2.388018628224854
10,166477,-0.3294033738889298,-0.8668514662937061,0.9882616558124513
10,195774,-1.0999474018744209,2.5481028256689764,-2.248857236174624
10,95715,0.44497129311938255,2.3151038228402525,0.9317944824330602
