,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,55459.0,Aaron_Cresswell_402,0,0,7,0,0.6,402,250,1,0,1.8,7.6,2019-02-04T20:00:00Z,90,14,0,0,0,0,25,0,32970,1,1,10.0,2,-787,27,814,50,True,0,ARNKRSL,2.0,50.0,21.0,2
1,17349.0,Aaron_Lennon_83,0,0,0,0,0.0,83,242,0,0,0.0,0.0,2019-02-02T15:00:00Z,0,20,0,0,0,0,25,0,21306,1,1,0.0,0,-516,9,525,49,True,0,ARNLNN,3.0,49.0,90.0,0
2,74471.0,Aaron_Mooy_199,0,0,23,0,30.1,199,244,5,0,6.8,16.2,2019-02-02T15:00:00Z,90,8,0,0,0,0,25,0,61967,0,5,22.0,2,-157,192,349,50,False,0,ARNM,3.0,50.0,38.0,2
3,41792.0,Aaron_Ramsey_14,0,0,2,0,3.9,14,248,0,0,0.4,0.0,2019-02-03T16:30:00Z,24,43,0,0,0,0,25,0,58342,1,3,0.0,1,-2268,800,3068,72,False,0,ARNRMS,3.0,71.0,3.0,0
4,214590.0,Aaron_Wan-Bissaka_145,0,0,15,1,1.8,145,245,0,0,2.2,18.2,2019-02-02T15:00:00Z,90,54,0,0,0,0,25,0,2096274,0,2,2.0,5,27197,47796,20599,46,True,1,ARNPSKN,2.0,46.0,31.0,1
5,432793.0,Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0.0,564,242,0,0,0.0,0.0,2019-02-02T15:00:00Z,0,20,0,0,0,0,25,0,209,1,1,0.0,0,-6,16,22,40,True,0,APTLLKKMRKNLPS,2.0,40.0,90.0,0
6,246878.0,Abdelhamid_Sabiri_205,0,0,0,0,0.0,205,244,0,0,0.0,0.0,2019-02-02T15:00:00Z,0,8,0,0,0,0,25,0,2898,0,5,0.0,0,-31,14,45,43,False,0,APTLMTSPR,3.0,43.0,38.0,0
7,121599.0,Abdoulaye_DoucourÃÂ©_390,0,0,0,0,0.0,390,241,0,0,0.0,0.0,2019-02-02T15:00:00Z,0,36,0,0,0,0,25,0,86656,0,0,0.0,0,-16638,114,16752,59,False,0,APTLTKR,3.0,58.0,57.0,3
8,197030.0,Aboubakar_Kamara_189,0,0,0,0,0.0,189,245,0,0,0.0,0.0,2019-02-02T15:00:00Z,0,31,0,0,0,0,25,0,557915,0,2,0.0,0,-80977,911,81888,45,False,0,APPKRKMR,4.0,45.0,54.0,0
9,194401.0,Adalberto_PeÃÂ±aranda_554,0,0,0,0,0.0,554,241,0,0,0.0,0.0,2019-02-02T15:00:00Z,0,36,0,0,0,0,25,0,818,0,0,0.0,0,6,106,100,50,False,0,ATLPRTPRNT,4.0,50.0,57.0,0
