,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,55459.0,Aaron_Cresswell_402,0,0,7,0,0.9,402,139,0,0,2.4,20.6,2018-12-01T15:00:00Z,55,4,0,0,0,0,14,0,37336,3,0,2.0,1,-163,390,553,51,False,0,ARNKRSL,2.0,50.0,21.0,0
1,17349.0,Aaron_Lennon_83,0,0,4,0,1.7,83,134,1,0,0.3,1.2,2018-12-01T15:00:00Z,45,31,0,0,0,0,14,0,55953,0,2,0.0,1,-2648,764,3412,50,False,0,ARNLNN,3.0,49.0,90.0,1
2,74471.0,Aaron_Mooy_199,0,0,8,0,16.1,199,135,1,0,3.5,11.4,2018-12-01T15:00:00Z,62,36,0,0,0,0,14,0,123477,2,1,7.0,2,37834,40189,2355,51,True,0,ARNM,3.0,50.0,38.0,1
3,41792.0,Aaron_Ramsey_14,2,0,21,0,24.4,14,131,0,0,8.3,35.4,2018-12-02T14:05:00Z,45,6,0,0,0,0,14,0,68324,2,4,23.0,7,-4053,563,4616,73,True,0,ARNRMS,3.0,71.0,3.0,1
4,214590.0,Aaron_Wan-Bissaka_145,0,0,24,1,3.4,145,134,0,0,4.3,13.6,2018-12-01T15:00:00Z,90,90,0,0,0,0,14,0,1615940,0,2,26.0,6,53419,60576,7157,42,True,0,ARNPSKN,2.0,46.0,31.0,1
5,246878.0,Abdelhamid_Sabiri_205,0,0,0,0,0.0,205,135,0,0,0.0,0.0,2018-12-01T15:00:00Z,0,36,0,0,0,0,14,0,4126,2,1,0.0,0,4,134,130,43,True,0,APTLMTSPR,3.0,43.0,38.0,1
6,121599.0,Abdoulaye_DoucourÃÂ©_390,0,0,8,0,5.5,390,136,2,0,2.5,4.6,2018-12-01T15:00:00Z,90,13,0,0,0,0,14,0,88691,0,2,15.0,2,-2883,1668,4551,59,False,0,APTLTKR,3.0,58.0,57.0,8
7,197030.0,Aboubakar_Kamara_189,0,0,-1,0,1.8,189,133,1,0,0.2,0.0,2018-12-02T12:00:00Z,45,8,0,0,0,0,14,0,465634,0,2,3.0,1,9138,21187,12049,43,False,0,APPKRKMR,4.0,45.0,54.0,8
8,194401.0,Adalberto_PeÃÂ±aranda_554,0,0,0,0,0.0,554,136,0,0,0.0,0.0,2018-12-01T15:00:00Z,0,13,0,0,0,0,14,0,4,0,2,0.0,0,3,7,4,50,False,0,ATLPRTPRNT,4.0,50.0,57.0,0
9,233497.0,Adama_Diakhaby_471,0,0,0,0,0.0,471,135,0,0,0.0,0.0,2018-12-01T15:00:00Z,0,36,0,0,0,0,14,0,1154,2,1,0.0,0,-24,17,41,46,True,0,ATMTKP,3.0,45.0,38.0,0
10,159533.0,Adama_TraorÃÂ©_500,0,0,2,0,3.3,500,132,1,0,3.5,5.8,2018-11-30T20:00:00Z,72,99,0,0,0,0,14,0,20575,1,2,26.0,2,-427,338,765,53,False,0,ATMTRR,3.0,51.0,39.0,0
11,39155.0,Adam_Lallana_250,0,0,0,0,0.0,250,137,0,0,0.0,0.0,2018-12-02T16:15:00Z,0,11,0,0,0,0,14,0,41693,0,1,0.0,0,-500,14,514,69,True,0,ATMLLN,3.0,69.0,14.0,0
12,155651.0,Adam_Masina_386,0,0,0,0,0.0,386,136,0,0,0.0,0.0,2018-12-01T15:00:00Z,0,13,0,0,0,0,14,0,5870,0,2,0.0,0,-216,80,296,43,False,0,ATMMSN,2.0,43.0,57.0,0
