,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,55459.0,Aaron_Cresswell_402,0,0,0,0,0.0,402,160,0,0,0.0,0.0,2018-12-08T15:00:00Z,0,31,0,0,0,0,16,0,35162,2,3,0.0,0,-1385,29,1414,51,True,0,ARNKRSL,2.0,50.0,21.0,0
1,17349.0,Aaron_Lennon_83,0,0,2,0,0.3,83,153,0,0,0.0,0.0,2018-12-08T15:00:00Z,18,36,0,0,0,0,16,0,48485,0,1,0.0,1,-3125,585,3710,50,True,0,ARNLNN,3.0,49.0,90.0,2
2,74471.0,Aaron_Mooy_199,0,0,6,0,16.6,199,151,1,0,3.2,15.0,2018-12-08T15:00:00Z,90,3,0,0,0,0,16,0,121106,0,1,0.0,2,-3703,5421,9124,51,False,0,ARNM,3.0,50.0,38.0,0
3,41792.0,Aaron_Ramsey_14,0,0,0,0,0.0,14,151,0,0,0.0,0.0,2018-12-08T15:00:00Z,0,97,0,0,0,0,16,0,69020,0,1,0.0,0,-4331,3883,8214,73,True,0,ARNRMS,3.0,71.0,3.0,0
4,214590.0,Aaron_Wan-Bissaka_145,0,0,24,0,7.0,145,160,3,0,5.7,29.8,2018-12-08T15:00:00Z,90,35,0,0,0,0,16,0,1717750,2,3,20.0,1,38588,56809,18221,43,False,0,ARNPSKN,2.0,46.0,31.0,6
5,246878.0,Abdelhamid_Sabiri_205,0,0,0,0,0.0,205,151,0,0,0.0,0.0,2018-12-08T15:00:00Z,0,3,0,0,0,0,16,0,3841,0,1,0.0,0,-218,35,253,43,False,0,APTLMTSPR,3.0,43.0,38.0,0
6,121599.0,Abdoulaye_DoucourÃÂ©_390,0,1,28,0,3.0,390,156,2,1,11.3,51.2,2018-12-10T20:00:00Z,90,11,0,0,0,0,16,0,90295,2,2,59.0,8,6448,8995,2547,59,False,0,APTLTKR,3.0,58.0,57.0,5
7,197030.0,Aboubakar_Kamara_189,0,0,24,0,3.3,189,158,1,1,6.0,32.6,2018-12-08T15:00:00Z,45,1,0,0,0,0,16,0,484582,1,4,24.0,5,13018,29874,16856,43,False,0,APPKRKMR,4.0,45.0,54.0,2
8,194401.0,Adalberto_PeÃÂ±aranda_554,0,0,0,0,0.0,554,156,0,0,0.0,0.0,2018-12-10T20:00:00Z,0,11,0,0,0,0,16,0,69,2,2,0.0,0,15,31,16,50,False,0,ATLPRTPRNT,4.0,50.0,57.0,0
9,233497.0,Adama_Diakhaby_471,0,0,0,0,0.0,471,151,0,0,0.0,0.0,2018-12-08T15:00:00Z,0,3,0,0,0,0,16,0,1100,0,1,0.0,0,-38,10,48,46,False,0,ATMTKP,3.0,45.0,38.0,0
10,159533.0,Adama_TraorÃÂ©_500,0,0,3,0,1.6,500,159,1,0,0.6,0.2,2018-12-09T16:00:00Z,59,4,0,0,0,0,16,0,19327,2,1,4.0,1,-691,152,843,53,False,0,ATMTRR,3.0,51.0,39.0,0
11,39155.0,Adam_Lallana_250,1,0,12,0,6.8,250,152,0,0,1.3,4.0,2018-12-08T12:30:00Z,25,98,0,0,0,0,16,0,41299,4,0,2.0,4,-202,36,238,69,False,0,ATMLLN,3.0,69.0,14.0,0
12,155651.0,Adam_Masina_386,0,0,0,0,0.0,386,156,0,0,0.0,0.0,2018-12-10T20:00:00Z,0,11,0,0,0,0,16,0,5298,2,2,0.0,0,-220,33,253,43,False,0,ATMMSN,2.0,43.0,57.0,0
13,54469.0,Adam_Smith_29,0,0,0,0,0.0,29,152,0,0,0.0,0.0,2018-12-08T12:30:00Z,0,14,0,0,0,0,16,0,30683,4,0,0.0,0,-3198,23,3221,44,True,0,ATMSM0,2.0,43.0,91.0,0
14,219352.0,Ademola_Lookman_170,0,0,5,0,5.7,170,156,0,0,0.9,3.6,2018-12-10T20:00:00Z,24,57,0,0,0,0,16,0,5949,2,2,0.0,1,46,222,176,51,True,0,ATMLLKMN,3.0,49.0,11.0,1
