id,appearances,goals,wins,losses,clean_sheets_x,goals_conceded_x,tackles,tackle_success_%,last_man_tackles,blocked_shots,interceptions,clearances,headed_clearance,clearances_off_line,recoveries,duels_won,duels_lost,successful_50/50s,aerial_battles_won,aerial_battles_lost,own_goals_x,errors_leading_to_goal,assists_x,passes,passes_per_match,big_chances_created,crosses,cross_accuracy_%,through_balls,accurate_long_balls,yellow_cards_x,red_cards_x,fouls,offsides,headed_goals,goals_with_right_foot,goals_with_left_foot,hit_woodwork,big_chances_missed,freekicks_scored,goals_per_match,penalties_scored,shooting_accuracy_%,shots,shots_on_target,catches,goal_kicks,high_claims,penalties_saved_x,punches,saves_x,sweeper_clearances,throw_outs,assists_y,bonus,bps,clean_sheets_y,creativity,element,fixture,goals_conceded_y,goals_scored,ict_index,influence,minutes,opponent_team,own_goals_y,penalties_missed,penalties_saved_y,red_cards_y,saves_y,selected,team_a_score,team_h_score,threat,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards_y,position,init_price,team_code,gw,total_points_1,total_points_2,total_points_3,total_points_4,total_points_5
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,205,0,0,0.0,0.0,0,13,0,0,0,0,0,28167,1.0,0.0,0.0,-156,209,365,43,1,0,2.0,43.0,11.0,21,0,0,0,0,0
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,216,0,0,0.0,0.0,0,98,0,0,0,0,0,28069,0.0,2.0,0.0,-280,256,536,43,1,0,2.0,43.0,11.0,22,0,0,0,0,-999
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,228,0,0,0.0,0.0,0,20,0,0,0,0,0,27655,1.0,2.0,0.0,-456,152,608,43,0,0,2.0,43.0,11.0,23,0,0,0,-999,6
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,234,0,0,0.0,0.0,0,97,0,0,0,0,0,26997,1.0,0.0,0.0,-670,48,718,43,0,0,2.0,43.0,11.0,24,0,0,-999,6,0
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,266,0,0,0.0,0.0,0,43,0,0,0,0,0,26738,2.0,0.0,0.0,-283,39,322,43,1,0,2.0,43.0,11.0,25,0,-999,6,0,0
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,246,0,0,0.0,0.0,0,39,0,0,0,0,0,26738,3.0,1.0,0.0,-283,39,322,43,1,0,2.0,43.0,11.0,25,0,-999,6,0,0
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,259,0,0,0.0,0.0,0,57,0,0,0,0,0,26396,0.0,1.0,0.0,-365,43,408,43,0,0,2.0,43.0,11.0,26,-999,6,0,0,0
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,1,10.2,158,272,0,0,2.8,14.2,90,99,0,0,0,0,0,26195,3.0,0.0,4.0,2,93,91,43,0,0,2.0,43.0,11.0,28,0,0,0,0,15
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,284,0,0,0.0,0.0,0,14,0,0,0,0,0,26401,0.0,0.0,0.0,171,262,91,43,1,0,2.0,43.0,11.0,29,0,0,0,15,1
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,299,0,0,0.0,0.0,0,4,0,0,0,0,0,26341,2.0,3.0,0.0,-94,74,168,43,0,0,2.0,43.0,11.0,30,0,0,15,1,1
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,304,0,0,0.0,0.0,0,8,0,0,0,0,0,26182,0.0,2.0,0.0,-162,23,185,43,1,0,2.0,43.0,11.0,31,0,15,1,1,0
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,320,0,0,0.0,0.0,0,35,0,0,0,0,0,26088,2.0,0.0,0.0,-103,58,161,43,0,0,2.0,43.0,11.0,32,15,1,1,0,1
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,37,1,10.5,158,323,0,1,8.5,39.8,90,3,0,0,0,0,0,26159,0.0,1.0,35.0,13,70,57,43,1,0,2.0,43.0,11.0,33,1,1,0,1,0
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0,0.7,158,334,2,0,2.9,24.0,90,54,0,0,0,0,0,33248,0.0,2.0,4.0,6552,7385,833,43,0,0,2.0,43.0,11.0,34,1,0,1,0,-999
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0.0,158,345,0,0,0.3,3.0,5,1,0,0,0,0,0,35804,0.0,4.0,0.0,2303,3972,1669,43,1,0,2.0,43.0,11.0,35,0,1,0,-999,-999
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,353,0,0,0.0,0.0,0,31,0,0,0,0,0,38223,0.0,0.0,0.0,2352,3449,1097,43,0,0,2.0,43.0,11.0,36,1,0,-999,-999,-999
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,158,365,0,0,0.0,0.0,1,90,0,0,0,0,0,37960,0.0,2.0,0.0,-199,1297,1496,43,1,0,2.0,43.0,11.0,37,0,-999,-999,-999,-999
7645.0,376.0,18.0,151.0,117.0,107.0,417.0,708.0,76.0,24.0,39.0,628.0,3000.0,1089.0,10.0,1662.0,1861.0,952.0,35.0,796.0,507.0,7.0,6.0,9.0,14979.0,39.84,8.0,132.0,30.0,11.0,1851.0,24.0,3.0,167.0,3.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,158,379,0,0,0.0,0.0,0,6,0,0,0,0,0,36848,2.0,2.0,0.0,-942,316,1258,43,0,0,2.0,43.0,11.0,38,-999,-999,-999,-999,-999
