id,total_points
240143,1
101537,0
103955,0
43670,0
233425,1
79934,1
38716,0
432927,0
82403,2
220037,0
90105,3
195471,0
228798,1
165808,1
170271,0
102057,0
179456,0
192895,0
461446,0
231747,0
216051,0
184386,0
11948,0
41135,0
106837,0
155197,0
232937,0
115382,1
242058,0
146941,6
164484,0
40559,0
18073,1
165809,3
56979,2
206915,4
462424,0
222694,2
56983,0
19419,0
55494,1
59735,6
55605,1
244848,0
101105,0
243505,0
492066,0
20452,0
80201,7
166324,6
66588,1
109322,0
90517,2
47390,0
101668,0
244723,0
215136,0
83314,2
141569,0
199598,2
218031,0
195064,0
166989,2
197937,2
141746,3
437495,4
492374,0
173515,0
60232,7
232826,0
158534,0
101982,2
448514,0
60914,0
205651,9
61366,0
55422,1
27789,8
166640,0
82078,0
93264,0
209244,3
232928,0
103025,0
169187,2
49944,2
495542,0
39476,0
153366,4
97299,0
114128,0
232977,0
86417,0
223332,0
212319,2
60025,1
50175,0
205533,1
197030,0
165153,2
228286,6
437858,1
82514,0
225796,1
178301,2
173904,1
444145,1
92217,4
50232,5
194799,11
199584,0
74230,9
101148,0
89274,0
445896,0
33148,0
478449,0
173809,0
109345,3
219924,0
496179,0
108416,1
216208,0
40669,1
97032,0
176420,1
66975,3
184667,6
216616,1
84182,1
164511,1
126184,0
197464,2
235382,0
110979,0
480455,0
232423,0
109528,6
153379,0
153379,0
488404,0
220627,1
102380,6
214285,0
195735,3
110504,3
195864,0
61916,0
217401,0
15033,0
214466,0
84450,3
37402,0
214048,1
232653,0
105666,0
41733,9
39155,1
84915,0
168765,0
28690,0
223340,0
118748,15
180804,0
94147,1
49083,0
40145,2
157668,0
449781,1
111782,0
119471,7
60586,1
86934,0
231372,2
493250,0
77359,0
47431,1
199249,0
168763,0
116535,2
58893,0
232427,0
200439,1
49440,0
204676,0
214987,0
178186,2
245824,1
244851,0
146610,0
92371,0
223175,0
225368,0
194794,0
434138,0
54861,0
200720,0
155529,0
184029,1
58621,6
15749,0
204480,1
209289,3
209289,3
213405,0
422306,0
121599,2
149915,0
250604,0
169528,1
80179,0
505265,0
114243,0
111478,6
226182,2
167074,1
66242,0
167199,3
217593,2
110735,6
61933,0
220738,0
91651,3
157882,0
41674,0
128198,0
38290,0
153127,3
152590,0
72222,2
81441,0
83427,0
198044,0
59949,1
466955,0
146426,1
153723,2
153256,0
86881,2
47247,2
78356,0
39487,1
200641,0
44699,0
203341,0
67089,0
200402,2
