id,total_points
240143,0
101537,0
103955,8
43670,0
233425,1
79934,1
38716,0
432927,0
82403,1
220037,0
90105,2
195471,0
228798,0
165808,1
170271,0
102057,0
179456,0
192895,0
461446,0
231747,0
216051,0
184386,0
11948,0
41135,0
106837,0
155197,1
232937,0
115382,2
242058,0
146941,7
164484,0
40559,0
18073,0
165809,6
56979,2
206915,1
462424,0
222694,1
56983,0
19419,8
55494,0
59735,1
55605,1
244848,0
101105,0
243505,0
492066,0
20452,0
80201,-1
166324,0
66588,0
109322,15
90517,0
47390,0
101668,0
244723,0
215136,0
83314,2
141569,0
199598,2
218031,6
195064,0
166989,3
197937,1
141746,17
437495,2
492374,0
173515,6
60232,2
232826,0
158534,0
101982,2
448514,0
60914,0
205651,9
61366,0
55422,8
27789,0
152898,0
115556,0
166640,0
82078,0
93264,2
209244,0
232928,0
103025,3
169187,2
49944,2
495542,0
39476,0
153366,1
97299,6
114128,0
232977,0
86417,0
223332,0
212319,2
60025,0
50175,0
205533,0
197030,0
165153,5
228286,6
437858,1
82514,0
225796,8
178301,6
438277,0
173904,0
444145,0
92217,2
50232,7
194799,1
199584,0
74230,2
101148,0
89274,0
445896,0
33148,0
478449,0
173809,0
109345,3
219924,0
496179,0
108416,7
216208,0
40669,2
97032,0
176420,0
66975,1
184667,6
216616,1
84182,2
164511,2
184259,0
126184,0
197464,2
235382,11
110979,0
480455,0
232423,0
109528,1
153379,0
153379,0
488404,0
220627,15
102380,7
214285,0
195735,7
110504,1
195864,0
61916,0
217401,1
15033,0
214466,0
84450,1
37402,0
214048,1
232653,0
105666,0
41733,1
39155,1
84915,0
168765,0
28690,1
223340,2
118748,2
180804,0
94147,2
49083,0
40145,2
157668,0
449781,-2
111782,3
119471,1
60586,2
86934,0
231372,2
442229,0
493250,0
77359,0
47431,0
199249,0
168763,0
116535,0
58893,0
232427,0
200439,2
49440,1
204676,1
214987,0
178186,1
245824,2
244851,0
146610,0
92371,0
223175,0
225368,0
194794,0
434138,0
54861,1
200720,3
78007,1
155529,0
184029,0
58621,0
15749,0
204480,2
209289,2
209289,2
213405,0
422306,0
121599,2
149915,0
250604,0
169528,1
80179,0
505265,0
114243,0
111478,0
226182,8
167074,0
66242,0
167199,1
440993,0
217593,1
110735,6
61933,0
220738,0
91651,3
157882,0
41674,0
128198,0
38290,0
153127,2
152590,0
72222,2
81441,0
83427,0
198044,0
59949,0
466955,0
146426,1
153723,2
153256,0
86881,0
47247,1
232229,0
78356,0
39487,1
200641,0
44699,0
203341,0
67089,0
200402,2
215062,0
122775,1
80226,2
60551,2
198869,6
100649,0
82691,1
230127,0
109434,0
209362,0
171317,7
131897,0
51927,1
213482,0
36903,0
206325,1
88894,2
74208,0
153682,0
233489,0
6744,0
465572,0
164555,2
203389,0
49262,0
85955,11
41823,0
181008,0
108156,0
61739,0
111773,0
428610,0
40564,0
148508,1
126187,2
440241,0
172649,0
151086,1
85971,2
171771,-7
84939,2
455084,0
57913,0
17997,0
448487,0
20310,0
432656,0
149484,1
96994,1
51090,1
83312,0
40784,0
149266,0
180135,0
39790,0
245923,0
94245,2
461533,0
153133,2
50093,0
72681,0
219352,2
219961,9
119765,0
107265,0
104953,0
242166,0
62974,1
170137,1
166477,0
195774,0
95715,1
221272,0
179018,2
19194,0
443296,0
78830,0
155569,1
122806,2
244856,0
106618,0
102826,0
40720,5
55037,1
234908,0
184341,3
55909,0
121160,5
219265,0
50471,0
116216,6
194634,0
222018,1
167878,0
93284,0
108813,0
183015,0
220566,3
18987,2
135363,1
194252,2
232792,0
193645,0
449988,1
122074,0
111291,0
41328,5
174874,1
169359,1
432720,0
60689,0
98747,2
200600,2
171287,0
198849,0
113534,0
50229,9
19188,2
154043,0
42427,0
68312,2
209288,0
87873,1
243016,0
111457,0
105717,0
59125,0
17601,0
151119,0
20529,0
40836,3
106760,7
95463,0
194126,0
81880,1
40383,0
109638,0
45268,2
219291,0
103192,0
209353,0
194164,1
42525,0
217487,0
152898,2
115556,2
200617,6
103914,0
51938,1
87107,0
481371,0
178304,0
51940,6
90585,2
232787,1
433154,2
155405,2
178173,0
76357,0
430367,0
179830,0
60307,3
247632,8
61558,2
220394,0
121145,6
461450,0
109745,0
54102,0
40386,5
465299,0
220598,0
177815,9
159533,2
209046,3
216054,0
225321,3
111931,6
214225,0
88900,-3
173807,1
199796,1
27436,1
17745,6
197469,3
74854,0
222677,0
111234,0
109533,0
244619,0
57145,0
215059,7
184704,0
17761,1
196118,0
487836,0
101394,0
210407,1
209042,0
219937,0
200088,0
128389,2
57328,1
148225,13
83299,8
37339,0
41727,0
172841,5
160987,0
79852,0
199798,1
82143,0
98980,4
82263,6
172780,11
46483,0
74471,0
44683,2
19236,0
218023,0
204642,0
172632,0
226597,1
15157,2
63426,0
439510,0
116643,0
83283,1
203325,1
180974,0
78916,6
108053,1
215460,0
220688,6
214590,17
218997,0
59940,1
56377,0
95658,5
214470,0
59859,8
197365,0
106617,5
180294,1
