id,total_points
240143,1
101537,0
101537,0
103955,8
103955,3
43670,0
43670,0
233425,0
79934,1
38716,0
38716,0
432927,0
432927,0
82403,0
220037,0
220037,0
90105,0
90105,1
195471,0
195471,0
228798,0
228798,0
165808,0
170271,0
170271,0
102057,0
179456,0
192895,6
216051,0
216051,0
184386,0
184386,0
11948,0
11948,0
41135,0
41135,0
106837,0
106837,0
155197,0
232937,0
232937,0
115382,9
146941,0
146941,0
164484,0
164484,0
40559,0
40559,0
18073,0
18073,1
165809,1
165809,9
56979,3
56979,0
206915,1
206915,0
462424,0
222694,2
56983,0
56983,0
19419,0
55494,0
59735,2
59735,2
55605,0
244848,0
101105,1
101105,0
243505,0
492066,0
20452,1
80201,6
166324,2
166324,2
66588,1
109322,0
109322,0
90517,2
90517,3
47390,-1
47390,0
101668,2
101668,2
244723,0
215136,0
215136,0
83314,1
83314,2
141569,0
199598,0
218031,1
218031,0
195064,0
195064,0
166989,12
166989,3
197937,2
141746,3
141746,5
437495,0
492374,0
173515,1
173515,1
60232,6
60232,2
158534,1
101982,0
101982,2
448514,1
60914,0
60914,1
205651,2
205651,4
61366,7
61366,1
27789,6
27789,0
166640,0
166640,0
82078,0
82078,0
93264,2
209244,1
209244,3
232928,0
232928,0
103025,0
103025,1
169187,6
169187,2
49944,2
49944,2
39476,0
153366,2
153366,2
97299,21
97299,6
114128,0
232977,0
232977,0
86417,0
223332,0
223332,0
50175,0
205533,0
197030,1
197030,1
165153,1
165153,1
228286,6
228286,2
437858,0
82514,0
82514,0
225796,0
225796,1
178301,2
178301,6
173904,1
444145,1
92217,2
92217,1
50232,2
50232,2
194799,1
194799,1
199584,0
74230,0
101148,1
101148,0
89274,0
89274,0
445896,0
33148,0
33148,0
173809,0
173809,0
109345,3
219924,0
219924,0
108416,0
216208,0
40669,5
40669,2
97032,0
97032,0
176420,1
176420,1
66975,2
184667,6
184667,0
216616,1
216616,1
84182,3
84182,2
126184,0
126184,0
197464,0
197464,0
235382,0
110979,3
110979,2
232423,0
109528,0
109528,1
153379,0
153379,0
488404,0
488404,0
220627,8
220627,6
102380,8
102380,1
214285,0
214285,0
195735,0
110504,3
110504,8
195864,0
195864,0
61916,0
61916,0
217401,0
217401,0
15033,0
15033,0
214466,2
84450,3
37402,0
37402,0
214048,0
232653,1
232653,1
105666,0
41733,3
41733,2
39155,0
84915,0
84915,0
168765,1
168765,0
28690,1
223340,9
118748,3
118748,1
180804,0
180804,0
