id,total_points
233425,2
55459,15
74471,0
225321,2
214590,-1
121599,5
197030,1
159533,1
80179,0
39155,1
110735,0
219352,1
46483,0
449926,0
60706,0
77777,0
37339,1
154043,1
181008,0
128389,2
59966,0
243016,0
153133,5
58376,9
81880,0
149266,0
165210,0
116535,0
119765,0
170137,12
84182,3
135363,0
156689,0
122798,-1
56377,0
60252,2
120250,0
203325,2
40142,0
40669,6
107265,0
195471,0
232826,0
83543,0
148225,1
169528,2
102380,0
193488,0
105717,6
44699,1
60551,8
180804,0
146941,2
168580,2
220037,0
108823,1
57913,0
172850,18
102826,1
152898,4
115556,4
83312,0
222018,0
51927,0
167878,2
198869,0
165809,1
209362,0
100649,0
80201,2
110504,1
243568,0
18867,1
108156,0
96994,2
461102,0
466955,0
232937,0
41135,0
428610,0
141746,6
223340,8
209046,3
171975,1
75115,16
101184,0
168763,0
200720,0
183015,0
228798,1
66838,0
78356,0
103914,1
55037,2
200439,2
104953,0
54861,0
37402,0
176413,1
108813,0
40386,1
55909,0
60689,2
58845,0
33148,0
244851,0
59125,0
94147,6
232787,0
85242,0
108053,1
206915,1
87107,0
58822,0
41328,5
40845,2
155569,0
200600,3
182539,3
200617,0
84939,2
38290,0
95463,0
78916,0
216616,1
176420,0
32259,0
50093,0
51940,-1
41270,2
19194,0
27436,8
173904,2
66242,0
151119,0
172649,0
204480,3
172632,0
72681,0
106837,0
149915,0
194634,2
152760,0
177815,6
180184,1
230046,1
104547,0
433154,1
232413,2
121160,4
228286,6
205533,1
463912,0
109533,0
209289,0
209289,0
98980,3
111773,2
63426,1
197365,-2
93264,2
432656,0
62974,0
39487,0
199598,0
105377,1
199798,1
41823,1
119471,1
116643,2
449988,0
166640,6
40559,0
57145,2
101537,0
27789,1
111291,0
224444,5
194794,0
213405,0
200878,1
77359,0
93284,0
39790,0
40383,0
101582,1
203368,0
205651,0
444145,0
226597,2
36903,0
19419,0
195774,0
82691,4
41733,2
200826,0
20529,0
179830,2
84450,1
55422,5
124183,0
49440,1
197469,1
153366,0
78830,16
95658,-1
153682,0
157668,0
201666,2
444884,0
40564,0
85971,18
37915,2
98745,11
165808,2
215460,1
59859,0
437495,2
223349,0
153127,2
219924,0
166324,2
40145,0
114283,24
221399,0
146610,0
83427,1
88900,0
54102,0
114243,0
232653,0
173954,1
49944,1
214470,0
101148,0
194799,1
184386,0
232928,0
220627,1
172780,0
50471,2
50472,2
15157,1
60025,18
17761,0
49413,0
101178,3
221610,0
101668,2
93100,7
171771,6
199584,0
480455,0
178186,8
49262,0
109528,1
204642,0
226182,0
220738,0
44683,0
170271,0
160987,0
79852,0
86417,0
83314,2
109322,0
218023,0
180974,1
60914,0
55494,0
101105,2
15749,0
60586,1
108416,1
47247,1
153723,2
122806,10
19236,0
97299,0
57513,0
114128,0
173809,0
153673,0
50232,2
37642,0
80146,2
56979,0
167522,0
111234,1
434138,0
85955,15
171287,0
200089,0
217401,0
172782,2
168765,0
153379,0
153379,0
216051,0
89274,0
167473,0
19624,1
121145,0
222627,0
111478,0
234908,0
43670,0
219847,6
155405,2
49957,0
214987,0
59735,2
17745,2
221239,0
173515,1
232977,0
82078,0
167074,0
109745,0
61366,2
41674,1
55038,0
441271,1
42427,0
192895,2
214285,0
123354,0
103192,13
59940,1
174593,1
158534,5
58621,2
151589,6
116216,5
455084,1
474003,0
83299,0
55914,3
463034,0
101188,1
95715,1
198849,0
37096,6
66975,1
66588,2
49083,0
106760,-2
244619,0
178304,0
141569,0
195064,0
148508,5
40784,0
86934,0
82263,0
58893,0
122074,0
176297,2
51938,0
155529,0
151086,0
81441,0
18073,1
67089,0
58786,0
86153,0
184704,0
220688,2
194164,0
184341,0
81183,1
91651,1
480216,0
72222,2
210407,2
131897,0
216208,0
242166,0
199796,1
178173,0
223175,0
68983,0
61604,0
87835,0
113534,0
50229,0
56983,0
169359,1
61739,1
214048,9
155197,0
141020,0
217487,0
225368,0
37605,0
84915,0
106611,1
220598,0
57531,8
94245,0
179018,0
153256,2
118748,13
450527,0
242058,0
222531,0
431131,5
45268,2
116594,2
175592,1
86881,1
126184,1
232423,0
83283,1
203389,0
115382,6
215136,0
92259,1
47390,0
62398,1
98747,1
195735,6
57410,0
495542,0
200402,6
58498,0
159506,2
206325,0
197937,1
467114,0
169432,1
79934,0
209042,0
44346,0
178301,19
146426,1
78056,11
179456,0
217593,12
28690,0
92371,0
60307,1
222694,0
106617,1
74230,0
102884,0
106618,0
74208,2
247632,8
17997,1
209244,2
7645,0
76359,0
54694,2
132015,5
103955,9
102057,2
225796,0
200641,0
232427,0
195473,0
111931,0
212319,1
103025,2
90517,0
92217,5
40694,0
18987,0
193645,2
156074,0
220566,2
80954,8
155513,0
61600,2
107613,8
88894,7
126187,0
38533,6
41727,0
40146,6
90105,4
81012,0
114536,0
184349,0
171317,2
216054,0
171314,2
115918,0
110979,0
195864,1
101982,3
221272,0
207189,1
19188,0
195851,1
111457,0
59949,1
180135,1
80226,12
37572,0
199249,2
42899,0
61933,0
20452,1
69140,0
74854,0
128198,0
39476,0
109345,5
61916,0
235382,1
194252,0
91047,6
87873,1
103123,1
222677,0
157882,1
173879,5
231372,7
232792,0
244856,0
20467,1
61558,0
51090,6
166477,1
201084,0
165153,2
82514,2
55605,0
215439,3
220394,0
76357,2
173807,2
21205,0
169187,-1
173821,1
244723,0
149484,1
40836,0
184667,0
97032,-2
437858,0
164555,5
20066,0
444463,0
213345,0
82143,0
15033,0
203341,0
82403,2
462424,0
214466,0
47431,2
90585,8
20310,0
68312,0
213482,0
164511,8
196118,0
166989,2
227127,9
164484,0
208998,0
218031,1
98770,0
