id,total_points
58845,1
56983,0
203325,2
170271,0
467114,0
111457,0
108813,0
492373,0
41270,1
114283,0
101537,0
231372,3
37605,0
209288,0
20529,0
80226,0
196118,0
463912,0
153127,1
109646,1
59735,0
76357,0
47431,0
85971,0
199584,6
21205,0
98980,1
15749,0
81012,1
96994,0
164555,0
166324,2
40669,0
214987,0
204480,2
50175,6
486870,0
437495,3
226597,0
50232,2
98745,0
165808,0
106617,11
105717,0
58822,0
209289,1
209289,1
480216,0
170137,0
101148,1
61916,0
40694,0
149266,0
110735,0
28690,0
40564,0
108823,0
194252,1
172841,2
55459,0
217593,0
205533,0
193645,1
116216,14
78916,0
59966,11
37915,6
38290,0
57913,0
180974,2
149484,1
181008,0
233425,0
109345,0
80179,0
195480,1
490145,0
167074,1
85242,0
98770,0
114243,1
496179,0
173904,6
245824,5
78830,7
200089,2
465572,0
492066,0
184029,2
242166,0
67089,2
215439,5
84182,1
152898,1
115556,1
132015,3
222018,0
55038,0
95715,9
93284,0
74471,0
119471,0
198869,6
69140,0
75115,0
61739,0
462635,0
219352,5
204676,1
62974,0
108156,0
126187,0
243505,3
89274,0
208998,0
199798,1
222017,0
230127,0
199796,0
49262,0
84915,0
215460,0
79852,0
109434,0
155513,0
81441,0
173821,2
83543,0
55914,0
115382,8
440241,0
82514,0
235382,0
149915,2
38588,0
462424,0
178186,8
39476,0
203368,0
215059,6
57531,7
232398,0
232977,0
462384,0
215379,0
54694,2
61933,0
153256,0
92259,0
104953,0
57145,0
174874,7
109322,12
167473,0
128389,1
101105,0
87107,0
39155,3
115918,0
40559,0
111773,0
155529,0
442229,0
192895,1
104547,0
455084,0
168763,0
66588,2
36903,0
105377,2
168765,0
221239,1
39790,0
55605,0
86934,0
178173,0
232653,0
109528,1
60232,-1
40142,0
434138,0
492374,0
72222,1
66242,1
244848,0
165210,0
159506,1
87873,2
106618,0
195735,4
166640,0
60307,6
157668,0
215062,0
169359,0
198849,0
151119,0
110504,1
223340,2
54102,0
209362,0
83314,1
77359,0
217487,0
222694,2
80954,0
153366,2
223349,0
83299,6
151086,1
113534,0
230046,2
88894,1
227127,3
200826,2
84450,2
180135,1
18073,1
167522,0
221610,0
213345,0
444145,1
178301,2
193488,1
92371,1
93264,0
122775,2
184386,0
123354,0
220738,0
122806,1
199249,1
184349,0
80201,1
179018,2
87835,0
194799,0
182539,0
167199,2
131897,0
111478,10
32259,0
214225,8
184704,0
56377,0
45268,1
219924,1
243016,1
195774,0
101184,5
72681,0
86153,0
461533,0
37096,2
234908,0
486672,0
169528,1
223175,0
102884,0
481624,0
156074,0
103123,0
122074,0
478912,0
221399,7
232792,0
465390,0
19194,0
37339,0
148508,2
197030,0
200641,0
209042,0
47390,0
432927,0
90105,2
204642,0
155405,1
219961,8
461450,0
90585,0
245923,0
60706,0
219937,0
216616,0
220688,0
216051,0
171317,0
101668,0
225796,0
173818,0
55909,0
220037,0
126184,0
41135,0
101982,0
58621,0
55422,0
173879,0
164511,0
109533,0
47247,0
165153,0
180804,0
44346,0
85955,0
430367,0
51927,0
180294,0
447373,0
73314,0
51940,0
74230,0
174593,0
176297,0
156689,0
173807,0
54861,0
101582,0
448487,0
78056,0
243568,0
41733,0
58893,0
171771,0
111782,0
81183,0
164484,0
108053,0
80146,0
531076,0
437858,0
121599,0
172850,0
179830,0
108416,0
168580,0
58498,0
167878,0
450527,0
439510,0
17745,0
57328,0
224444,0
61604,0
195473,0
250370,0
116535,0
159533,0
42525,0
505265,0
233489,0
118748,0
231747,0
83427,0
40386,0
102057,0
95658,0
244856,0
20452,0
173515,0
214590,0
40845,0
59949,0
449988,0
57410,0
61558,0
197464,0
103192,0
37642,0
232937,0
50471,0
449781,0
61366,0
481371,0
200720,0
38533,0
244851,0
431131,0
39487,0
232928,0
149828,0
432720,0
472464,0
209046,0
194126,0
19236,0
135363,0
68983,0
15157,0
58376,0
153682,0
461446,0
243343,0
493250,0
437688,0
232423,0
57513,0
55494,0
109638,0
92217,0
17601,0
226182,0
155569,0
111931,0
40784,0
488404,0
82078,0
155197,0
216054,0
205651,0
109745,0
194794,0
154043,0
466955,0
438277,0
20310,0
218031,0
198044,0
220394,0
214466,0
223332,0
447325,0
51090,0
82403,0
19624,0
86881,0
60025,0
465551,0
194164,0
225368,0
111234,0
228286,0
60689,0
17997,0
214470,0
195471,0
110979,0
82263,0
210407,0
106611,0
461096,0
232881,0
478449,0
62398,0
220598,0
219265,0
41674,0
60252,0
490138,0
120250,0
481626,0
217401,0
111291,0
37572,0
83312,0
55037,0
200878,0
116643,0
101188,0
247632,0
440993,0
166989,0
495542,0
121145,0
422612,0
19188,0
432656,0
49440,0
61600,0
41823,0
173809,0
444463,0
232826,0
124183,0
166477,0
172649,0
232229,0
20467,0
214285,0
146610,0
83283,0
40836,0
213405,0
141569,0
91047,0
201666,0
463034,0
206915,0
200600,0
179456,0
60914,0
153379,0
153379,0
18987,0
114536,0
456966,0
81880,0
222677,0
490721,0
175592,0
86417,0
203341,0
447093,0
184341,0
66975,0
43670,0
82691,0
153723,0
433154,0
49944,0
102826,0
66838,0
220566,0
100649,0
97032,0
148225,0
41727,0
422306,0
60586,0
101394,0
44699,0
19419,0
195064,0
215136,0
90517,0
107613,0
33148,0
106760,0
97299,0
49957,0
219847,0
79934,0
40720,0
445896,0
58786,0
218023,0
17761,0
102380,0
74854,0
200088,0
59125,0
218997,0
59940,0
40383,0
219291,0
221272,0
106837,0
474003,0
194634,0
183015,0
63426,0
44683,0
209353,0
141020,0
232427,0
107265,0
157882,0
250604,0
146941,0
232787,0
201084,0
101178,0
240143,0
105666,0
103955,0
103025,0
461102,0
197937,0
77777,0
103914,0
168399,0
172782,0
18867,0
98747,0
151589,0
220627,0
195851,0
152760,0
223824,0
222531,0
232361,0
93100,0
40145,0
119765,0
232413,0
78356,0
74208,0
184259,0
444884,0
146426,0
91651,0
160987,0
164011,0
169187,0
206325,0
122798,0
449926,0
433019,0
41328,0
173954,0
198826,0
114128,0
37402,0
242058,0
441271,0
244619,0
213482,0
448514,0
200617,0
15033,0
11948,0
171287,0
40146,0
447372,0
232829,0
59859,0
176420,0
60551,0
177815,0
172632,0
94245,0
27789,0
50093,0
20066,0
38716,0
178304,0
153673,0
180184,0
