id,total_points
240143,1
101537,0
103955,1
43670,6
233425,0
79934,2
38716,0
82403,0
220037,0
90105,0
195471,0
228798,1
165808,0
170271,0
102057,5
179456,0
192895,6
216051,0
184386,0
41135,2
106837,1
155197,2
232937,0
115382,2
242058,0
146941,1
164484,0
40559,0
18073,1
165809,2
56979,0
206915,3
462424,0
222694,0
56983,0
19419,0
55494,0
59735,1
55605,6
101105,0
20452,1
80201,10
166324,0
66588,6
109322,0
90517,1
47390,0
101668,2
244723,0
215136,1
83314,0
141569,0
199598,2
218031,0
195064,0
166989,2
197937,0
141746,11
437495,6
492374,0
173515,0
60232,0
232826,0
158534,3
101982,4
448514,2
60914,6
205651,2
61366,2
55422,1
27789,0
166640,6
82078,0
93264,7
209244,1
232928,0
103025,2
169187,0
49944,0
495542,0
39476,0
153366,2
97299,0
114128,0
232977,0
86417,1
212319,5
60025,2
50175,9
205533,0
197030,0
165153,5
228286,6
437858,1
82514,0
225796,8
178301,2
173904,0
444145,0
92217,6
50232,0
194799,1
199584,0
74230,2
101148,1
89274,0
33148,0
173809,0
109345,9
219924,0
108416,2
216208,0
40669,6
97032,0
176420,2
66975,0
184667,7
216616,0
84182,2
164511,1
126184,0
197464,0
235382,0
110979,3
480455,0
232423,0
109528,1
153379,0
153379,0
488404,0
220627,0
102380,6
214285,0
195735,-2
110504,5
195864,0
61916,0
217401,0
15033,0
214466,0
84450,3
37402,1
214048,2
232653,0
105666,0
41733,3
39155,4
84915,0
168765,0
28690,0
223340,1
118748,0
180804,0
94147,0
49083,0
40145,0
157668,0
111782,0
119471,1
60586,3
86934,1
231372,6
77359,0
47431,1
199249,6
168763,0
116535,8
58893,0
232427,0
200439,7
49440,1
204676,0
214987,0
178186,3
245824,0
244851,0
146610,0
92371,0
223175,0
225368,0
194794,0
434138,0
54861,1
200720,0
155529,0
58621,1
15749,0
204480,3
209289,0
209289,0
213405,0
121599,9
149915,0
250604,0
169528,0
80179,0
114243,1
111478,1
226182,0
167074,0
66242,0
167199,0
217593,6
110735,2
61933,0
220738,1
91651,3
157882,1
41674,0
128198,0
38290,0
153127,1
152590,6
72222,3
81441,0
83427,1
59949,0
466955,0
146426,2
153723,1
153256,0
86881,1
47247,2
78356,0
39487,1
200641,1
44699,0
203341,0
67089,0
200402,2
80226,6
60551,3
198869,2
100649,0
82691,2
109434,0
209362,0
171317,1
131897,3
51927,6
213482,0
36903,0
206325,0
88894,1
74208,0
153682,0
233489,0
