id,total_points
461450,0
90585,2
58845,0
245923,0
56983,3
60706,0
219937,6
203325,2
170271,0
216616,0
220688,2
216051,0
171317,1
101668,2
467114,0
225796,2
173818,0
55909,0
220037,0
126184,0
41135,0
101982,2
111457,0
108813,0
492373,0
41270,0
114283,2
58621,0
101537,0
231372,1
37605,0
209288,0
55422,6
173879,0
20529,0
80226,0
164511,7
109533,0
196118,0
47247,2
165153,5
180804,2
44346,1
85955,10
463912,0
153127,0
430367,0
51927,1
180294,1
447373,0
73314,1
109646,2
51940,3
74230,0
59735,0
76357,0
174593,0
176297,1
156689,0
47431,0
173807,1
54861,6
85971,2
101582,2
199584,1
21205,0
448487,0
182436,0
78056,0
98980,3
15749,0
243568,0
81012,0
96994,5
41733,3
58893,0
164555,2
171771,0
111782,0
81183,1
164484,0
108053,1
166324,2
40669,7
214987,0
80146,1
531076,0
437858,1
121599,3
172850,5
179830,1
108416,2
168580,1
58498,0
167878,2
204480,0
450527,1
439510,0
17745,2
50175,1
57328,0
486870,0
437495,0
224444,1
226597,2
61604,0
195473,1
50232,3
250370,0
116535,7
98745,0
159533,2
441191,0
42525,0
505265,0
233489,0
165808,0
106617,12
118748,3
231747,0
83427,2
105717,0
58822,0
209289,2
209289,2
40386,2
480216,0
170137,3
101148,0
102057,0
95658,0
244856,0
61916,0
20452,0
173515,6
40694,0
149266,0
110735,6
214590,2
40845,0
28690,0
40564,0
59949,6
108823,2
449988,2
194252,9
57410,0
172841,5
61558,3
197464,13
103192,1
55459,5
37642,0
232937,0
50471,0
449781,0
217593,2
61366,0
205533,0
481371,0
193645,0
116216,9
200720,0
78916,7
38533,0
59966,0
244851,0
431131,2
37915,2
39487,0
38290,0
57913,0
232928,0
180974,1
149828,0
149484,2
432720,0
472464,0
209046,0
194126,0
181008,0
19236,3
135363,0
233425,0
109345,0
68983,1
80179,0
195480,0
15157,1
490145,0
58376,2
153682,0
461446,0
243343,0
493250,1
167074,1
437688,0
232423,0
85242,0
57513,0
98770,0
55494,1
114243,6
109638,0
92217,8
496179,0
17601,0
226182,2
173904,0
155569,-1
111931,0
245824,0
78830,2
200089,11
40784,0
465572,0
492066,0
471848,1
488404,0
184029,4
242166,0
82078,0
67089,7
470255,0
444575,0
155197,0
215439,8
216054,0
480818,0
205651,1
84182,3
109745,0
194794,0
154043,2
466955,0
438277,0
152898,0
115556,0
20310,0
433590,0
132015,1
218031,1
198044,0
220394,0
222018,0
55038,0
214466,0
223332,0
95715,0
447325,0
51090,2
93284,0
82403,2
19624,2
86881,0
60025,0
74471,0
119471,0
465551,0
198869,1
194164,1
69140,0
225368,0
491559,0
111234,7
450542,0
75115,0
228286,1
60689,2
61739,0
17997,0
214470,0
195471,0
462635,0
110979,6
82263,0
210407,7
106611,7
461096,0
513789,0
219352,1
232881,0
478449,0
204676,1
62398,0
220598,0
219265,0
474907,0
62974,0
41674,0
60252,7
108156,0
490138,0
126187,1
243505,2
120250,1
89274,0
481626,0
217401,0
111291,0
37572,0
83312,0
208998,0
199798,2
55037,2
222017,0
200878,0
116643,3
230127,0
101188,8
247632,0
440993,0
199796,0
49262,0
166989,2
495542,0
121145,-3
422612,0
19188,0
432656,1
49440,2
61600,0
235640,0
84915,0
215460,0
41823,0
79852,0
173809,0
444463,0
109434,0
232826,0
124183,0
166477,1
172649,0
232229,0
155513,0
81441,0
173821,6
20467,2
83543,0
55914,6
115382,0
214285,1
146610,0
440241,0
461585,0
83283,1
40836,1
82514,2
213405,0
141569,0
91047,2
235382,2
149915,1
38588,1
201666,0
462424,0
463034,0
178186,1
39476,0
206915,0
200600,0
203368,0
179456,0
60914,0
153379,0
153379,0
18987,0
215059,0
114536,0
57531,9
456966,0
81880,6
222677,0
232398,0
490721,0
232977,0
462384,0
215379,0
175592,0
54694,2
61933,0
86417,1
203341,6
153256,1
92259,0
447093,0
439242,0
104953,0
57145,8
184341,2
66975,0
174874,1
109322,7
43670,0
82691,0
153723,0
433154,2
49944,0
102826,0
167473,0
66838,0
220566,1
128389,0
100649,0
97032,0
101105,10
148225,0
41727,0
87107,0
422306,0
39155,1
60586,2
101394,1
115918,0
44699,0
19419,1
40559,0
195064,0
215136,0
111773,6
155529,0
90517,0
442229,0
107613,0
192895,5
104547,1
455084,0
168763,0
66588,7
36903,1
105377,6
33148,0
168765,0
106760,1
97299,1
49957,0
221239,0
219847,0
79934,1
40720,9
445896,0
58786,0
218023,0
450070,0
17761,1
39790,9
102380,9
55605,1
74854,0
449434,0
86934,0
200088,0
178173,0
232653,0
59125,0
109528,0
218997,0
60232,1
59940,1
40383,0
219291,0
40142,1
221272,0
106837,0
474003,0
194634,0
183015,0
434138,0
63426,1
44683,0
209353,0
141020,0
232427,0
107265,0
157882,0
250604,0
492374,0
72222,0
146941,0
66242,0
232787,2
201084,0
101178,2
240143,1
244848,0
165210,0
159506,0
87873,5
106618,6
195735,15
166640,0
60307,5
157668,2
215062,0
105666,0
103955,0
103025,5
461102,0
197937,0
77777,0
103914,1
169359,2
168399,1
172782,2
198849,0
151119,0
110504,5
223340,2
18867,0
98747,0
54102,0
151589,1
209362,0
83314,0
77359,0
217487,0
220627,0
195851,3
248937,0
222694,0
80954,5
152760,0
223824,0
153366,1
223349,0
222531,2
83299,0
232361,0
93100,1
151086,1
113534,0
230046,1
88894,0
40145,2
119765,3
232413,0
227127,2
200826,0
84450,1
180135,1
78356,0
74208,2
184259,0
444884,0
146426,1
91651,1
160987,0
164011,1
244858,2
169187,6
206325,1
122798,15
449926,0
433019,0
41328,1
173954,1
198826,6
18073,0
114128,0
523700,2
37402,0
167522,0
242058,0
441271,0
244619,1
221610,0
213482,0
448514,2
200617,0
213345,0
444145,6
15033,0
11948,0
171287,0
40146,0
447372,0
232829,0
178301,9
193488,2
59859,7
92371,0
93264,1
122775,0
176420,1
439482,0
60551,2
177815,2
172632,0
152898,0
115556,0
184386,0
94245,0
27789,-1
50093,0
20066,0
38716,0
178304,0
153673,0
180184,1
123354,2
68312,0
220738,0
176413,2
78007,0
122806,1
199249,2
197469,0
428610,0
199598,0
184349,0
80201,3
179018,3
222627,0
87835,1
42427,0
431019,0
194799,0
42899,0
182539,0
167199,2
158534,1
131897,0
111478,0
32259,3
121160,2
49413,1
214225,0
184704,6
56377,0
480455,0
45268,0
219924,1
243016,2
27436,2
195774,0
209244,10
101184,2
171314,1
153133,0
172780,1
51938,2
72681,0
86153,0
152590,0
232797,0
461533,0
37096,0
234908,0
82143,0
95463,0
88900,1
128198,0
245719,0
487836,0
486672,0
212319,9
169528,0
200402,1
228798,0
94147,2
50229,2
223175,0
169432,0
116594,1
207189,0
102884,0
481624,1
84939,1
156074,2
197365,0
56979,0
443296,0
141746,4
103123,0
6744,0
122074,0
465299,0
478912,1
200439,1
184667,2
76359,0
244723,1
221399,3
171975,0
232792,0
49083,0
195864,0
216208,0
465390,0
7645,0
19194,0
37339,0
148508,0
197030,0
50472,2
200641,0
209042,0
47390,0
432927,0
165809,1
90105,0
203389,3
214048,2
204642,0
225321,3
46483,0
421796,0
155405,0
219961,3
