id,total_points
233425,8
55459,1
74471,0
225321,2
214590,0
121599,1
197030,1
159533,2
80179,0
39155,1
110735,6
46483,0
449926,0
60706,0
77777,0
37339,0
154043,0
181008,0
128389,12
59966,7
243016,0
153133,1
58376,0
81880,0
149266,0
165210,1
116535,14
119765,2
170137,1
84182,1
135363,-3
156689,0
122798,6
56377,1
60252,9
120250,2
203325,5
40142,1
40669,1
107265,0
195471,0
232826,0
83543,0
148225,2
169528,0
102380,0
193488,0
105717,1
44699,0
60551,2
180804,0
146941,0
168580,2
220037,0
108823,0
57913,0
172850,0
102826,1
152898,1
115556,1
83312,0
222018,0
51927,0
167878,1
198869,6
165809,0
209362,0
100649,0
80201,2
243568,0
18867,0
108156,0
96994,5
461102,0
466955,0
232937,0
41135,0
428610,0
141746,2
223340,2
209046,0
171975,2
75115,2
101184,0
168763,0
183015,0
66838,0
78356,0
103914,3
55037,2
200439,1
104953,0
54861,0
37402,0
176413,0
108813,0
40386,2
55909,0
60689,6
58845,0
33148,0
59125,0
94147,1
85242,3
108053,0
206915,0
87107,0
58822,0
41328,0
40845,0
155569,0
200600,5
182539,8
200617,1
84939,11
38290,0
95463,0
78916,1
216616,0
176420,0
32259,0
50093,0
51940,1
41270,1
19194,0
27436,1
173904,1
66242,0
151119,0
172649,0
204480,2
172632,0
72681,0
106837,8
194634,0
152760,0
177815,17
180184,6
230046,3
104547,0
433154,5
232413,1
121160,2
205533,8
463912,0
109533,0
209289,0
209289,0
98980,13
111773,0
63426,2
197365,0
93264,1
432656,0
62974,4
39487,-2
199598,1
105377,1
199798,15
41823,0
119471,0
116643,3
449988,1
166640,0
40559,0
57145,1
101537,1
27789,2
111291,1
224444,1
194794,0
213405,0
77359,0
93284,0
39790,0
40383,0
101582,0
203368,0
205651,6
444145,0
226597,2
19419,0
195774,0
82691,2
41733,3
200826,0
20529,0
179830,7
84450,2
55422,1
124183,0
49440,0
197469,0
153366,2
78830,21
95658,0
153682,0
157668,2
201666,13
444884,0
40564,0
85971,24
37915,2
98745,2
165808,14
215460,0
59859,0
437495,2
223349,0
153127,2
219924,1
166324,2
40145,0
114283,3
221399,2
146610,2
83427,0
88900,-1
54102,0
114243,0
173954,0
49944,2
214470,0
101148,0
194799,0
184386,0
232928,0
220627,7
172780,1
50471,2
50472,2
15157,1
60025,12
17761,0
49413,0
101178,2
221610,0
101668,2
93100,0
171771,0
199584,0
480455,0
178186,2
49262,0
109528,1
204642,0
226182,0
44683,1
170271,0
160987,0
79852,0
86417,7
83314,2
109322,0
218023,6
180974,1
60914,0
55494,1
101105,3
15749,0
60586,0
108416,-2
47247,2
153723,-1
122806,2
19236,0
97299,2
57513,0
114128,0
173809,0
153673,0
50232,1
37642,0
80146,5
56979,1
167522,0
111234,1
434138,0
85955,0
171287,0
200089,0
217401,0
172782,2
168765,1
153379,0
153379,0
216051,0
89274,0
167473,0
19624,2
121145,0
222627,0
111478,0
234908,0
43670,0
219847,1
155405,2
49957,0
214987,0
59735,2
17745,2
221239,1
173515,0
232977,0
82078,0
167074,2
109745,2
61366,13
41674,0
55038,0
42427,-4
192895,0
214285,0
123354,0
103192,1
59940,0
174593,1
158534,3
58621,2
151589,1
116216,6
455084,0
474003,0
83299,7
55914,1
463034,0
101188,1
95715,2
198849,0
37096,1
66975,1
66588,1
49083,0
106760,1
244619,0
178304,0
141569,0
148508,3
40784,2
86934,0
82263,1
58893,0
122074,0
176297,2
51938,1
155529,0
151086,1
81441,0
18073,0
67089,0
58786,0
86153,0
184704,0
220688,1
194164,0
184341,2
81183,1
91651,2
480216,0
72222,9
210407,10
131897,6
216208,0
242166,0
199796,5
178173,0
223175,0
68983,0
61604,0
87835,0
113534,0
50229,1
56983,0
169359,5
61739,0
214048,0
155197,0
141020,0
217487,0
37605,0
84915,0
106611,7
220598,0
57531,6
94245,1
179018,1
153256,0
118748,3
450527,0
242058,1
222531,0
431131,5
45268,0
116594,2
175592,3
86881,1
126184,2
232423,0
83283,0
203389,1
115382,16
215136,0
92259,1
47390,0
62398,0
98747,1
195735,1
57410,0
58498,1
206325,0
197937,2
467114,0
169432,1
79934,0
209042,0
44346,0
178301,2
146426,0
78056,0
179456,0
217593,2
28690,0
92371,0
60307,0
222694,0
106617,14
74230,0
102884,0
106618,0
74208,2
247632,2
17997,-1
209244,9
7645,0
76359,0
54694,5
132015,2
103955,5
102057,6
225796,1
200641,0
232427,0
195473,0
111931,0
212319,12
103025,0
90517,1
92217,5
40694,0
18987,0
193645,1
156074,2
220566,1
80954,1
155513,0
61600,2
107613,1
88894,1
126187,0
38533,3
41727,0
40146,-1
90105,1
81012,3
114536,0
184349,0
171317,2
216054,1
110979,16
195864,1
101982,0
221272,0
207189,2
19188,0
195851,2
111457,2
59949,1
180135,0
80226,0
37572,0
42899,0
61933,0
20452,1
69140,0
74854,0
128198,0
39476,0
109345,3
61916,0
235382,3
194252,1
91047,2
87873,1
103123,1
222677,0
157882,1
173879,1
231372,0
232792,4
244856,0
20467,0
61558,1
51090,0
166477,9
201084,0
165153,2
82514,0
55605,0
215439,2
220394,0
76357,0
173807,0
21205,0
169187,7
173821,1
244723,5
149484,10
40836,3
184667,1
97032,7
437858,0
20066,0
213345,0
82143,0
15033,1
203341,2
82403,15
462424,0
214466,1
47431,2
90585,1
20310,0
68312,0
213482,0
164511,1
196118,0
166989,2
227127,0
164484,0
208998,0
218031,1
98770,0
