,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,233425,Aaron_Connolly_534,0,0,0,0,0.0,534,124,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,13,0,0,0,0,13,0,208149,2,0,0.0,0,-38688,10462,49150,47,True,0,ARNKNL,4,42,36,2
1,55459,Aaron_Cresswell_376,0,0,12,0,12.9,376,130,3,0,4.2,21.2,2019-11-23T12:30:00Z,90,6,0,0,0,0,13,0,101445,3,2,8.0,1,-20031,1343,21374,48,True,0,ARNKRSL,2,45,21,14
2,17349,Aaron_Lennon_430,0,0,0,0,0.0,430,129,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,57,0,0,0,0,13,0,6750,3,0,0.0,0,-79,216,295,47,False,0,ARNLNN,3,46,90,1
3,74471,Aaron_Mooy_516,0,0,17,0,42.3,516,124,2,0,6.1,17.0,2019-11-23T15:00:00Z,90,13,0,0,0,0,13,0,10519,2,0,2.0,2,-377,214,591,48,True,0,ARNM,3,47,36,2
4,225321,Aaron_Ramsdale_494,0,0,19,0,0.0,494,123,2,0,3.6,36.4,2019-11-23T15:00:00Z,90,39,0,0,0,0,13,5,337020,2,1,0.0,2,87756,101701,13945,47,True,0,ARNRMSTL,1,44,91,1
5,214590,Aaron_Wan-Bissaka_122,0,0,9,0,5.2,122,128,3,0,1.8,12.4,2019-11-24T16:30:00Z,90,49,0,0,0,0,13,0,1163803,3,3,0.0,0,-41995,13596,55591,54,False,1,ARNPSKN,2,55,1,1
6,121599,Abdoulaye_DoucourÃÂÃÂ©_368,0,0,15,0,25.0,368,129,3,0,5.6,10.4,2019-11-23T15:00:00Z,90,90,0,0,0,0,13,0,76308,3,0,21.0,2,2192,6464,4272,57,True,0,APTLTKR,3,54,57,2
7,159533,Adama_TraorÃÂÃÂ©_417,1,0,26,0,34.3,417,123,1,0,8.1,32.2,2019-11-23T15:00:00Z,90,91,0,0,0,0,13,0,281240,2,1,14.0,5,-19087,30448,49535,52,False,0,ATMTRR,3,56,39,2
8,432735,Adam_Idah_538,0,0,0,0,0.0,538,126,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,11,0,0,0,0,13,0,7600,2,0,0.0,0,-34,704,738,45,False,0,ATMT,4,44,45,0
9,39155,Adam_Lallana_195,0,0,0,0,0.0,195,125,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,31,0,0,0,0,13,0,8976,2,1,0.0,0,-84,386,470,58,False,0,ATMLLN,3,57,14,1
