,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,103955,Raheem Sterling,0,0,-9,0,0.3,276,178,0,0,2.4,0.0,2021-01-13T18:00:00Z,8,36,0,1,0,0,18,0,382374,0,1,26.0,-1,22473,80506,58033,114,True,0,RHMSTRLNK,3,109,43,8
1,43670,Juan Mata,0,0,0,0,0.0,290,379,0,0,0.0,0.0,2021-01-12T20:15:00Z,0,90,0,0,0,0,18,0,10923,1,0,0.0,0,-259,253,512,58,False,0,JNMT,3,58,1,0
2,233425,Aaron Connolly,0,0,0,0,0.0,78,178,0,0,0.0,0.0,2021-01-13T18:00:00Z,0,43,0,0,0,0,18,0,25820,0,1,0.0,0,-2045,1228,3273,52,False,0,ARNKNL,4,52,36,0
3,79934,Oliver Norwood,0,0,13,1,8.3,349,174,0,0,1.8,10.0,2021-01-12T18:00:00Z,90,4,0,0,0,0,18,0,12933,0,1,0.0,3,-19,759,778,46,True,0,NRTLFR,3,45,49,1
4,432927,Daniel Langley,0,0,0,0,0.0,606,174,0,0,0.0,0.0,2021-01-12T18:00:00Z,0,49,0,0,0,0,18,0,27086,0,1,0.0,0,1240,2131,891,40,False,0,TNLLNKL,1,39,4,0
5,82403,Wilfried Zaha,0,0,6,1,2.9,141,169,0,0,4.0,5.4,2021-01-14T20:00:00Z,90,3,0,0,0,0,18,0,1566937,0,0,32.0,3,-105143,83550,188693,74,False,0,ALFRTSH,3,71,31,0
6,220037,Bailey Peacock-Farrell,0,0,0,0,0.0,99,379,0,0,0.0,0.0,2021-01-12T20:15:00Z,0,1,0,0,0,0,18,0,131375,1,0,0.0,0,-3281,3814,7095,40,True,0,PLFRLPKK,1,40,90,0
7,90105,Ryan Fraser,0,0,-7,0,17.0,507,174,1,0,1.3,0.0,2021-01-12T18:00:00Z,44,49,0,0,0,1,18,0,13125,0,1,0.0,-2,-458,62,520,56,False,0,FRSRRN,3,56,4,0
8,195471,Anthony Driscoll-Glennon,0,0,0,0,0.0,536,379,0,0,0.0,0.0,2021-01-12T20:15:00Z,0,1,0,0,0,0,18,0,9298,1,0,0.0,0,231,734,503,40,True,0,AN0NTRSKLKLNN,2,39,90,0
9,170271,Jean MichaÃÂ«l Seri,0,0,0,0,0.0,189,157,0,0,0.0,0.0,2021-01-13T20:15:00Z,0,6,0,0,0,0,18,0,2430,1,1,0.0,0,-55,16,71,46,False,0,JNMXLSR,3,46,54,0
10,102057,RaÃÂºl JimÃÂ©nez,0,0,0,0,0.0,460,176,0,0,0.0,0.0,2021-01-12T20:15:00Z,0,11,0,0,0,0,18,0,397826,2,1,0.0,0,-10999,220,11219,82,True,0,JMNSRL,4,81,39,0
11,179456,Oskar Buur,0,0,0,0,0.0,467,176,0,0,0.0,0.0,2021-01-12T20:15:00Z,0,11,0,0,0,0,18,0,233939,2,1,0.0,0,-1429,12945,14374,39,True,0,PRSKR,2,39,39,0
12,192895,Kieran Tierney,0,0,0,0,0.0,17,169,0,0,0.0,0.0,2021-01-14T20:00:00Z,0,31,0,0,0,0,18,0,1461705,0,0,0.0,0,380624,413810,33186,54,True,0,KRNTRN,2,52,3,6
13,216051,JosÃÂ© Diogo Dalot Teixeira,0,0,0,0,0.0,314,379,0,0,0.0,0.0,2021-01-12T20:15:00Z,0,90,0,0,0,0,18,0,2245,1,0,0.0,0,-29,5,34,48,False,0,TLTTKJSTKSR,2,48,1,0
14,155197,Max Lowe,0,0,0,0,0.0,511,174,0,0,0.0,0.0,2021-01-12T18:00:00Z,0,4,0,0,0,0,18,0,4349,0,1,0.0,0,-28,139,167,43,True,0,LMKS,2,42,49,0
15,232937,Brandon Williams,0,0,0,0,0.0,318,379,0,0,0.0,0.0,2021-01-12T20:15:00Z,0,90,0,0,0,0,18,0,49143,1,0,0.0,0,-1648,651,2299,42,False,0,PRNTNLMS,2,42,1,0
16,115382,Neal Maupay,0,0,1,0,0.0,68,178,0,0,0.8,0.0,2021-01-13T18:00:00Z,22,43,0,0,0,0,18,0,200504,0,1,8.0,1,20158,35789,15631,61,False,0,MPNL,4,58,36,9
