,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,461450,Max Thompson,0,0,0,0,0.0,591,328,0,0,0.0,0.0,2021-04-25T11:00:00Z,0,39,0,0,0,0,33,0,9905,4,0,0.0,0,-253,169,422,45,False,0,MKSTMPSN,4,45,90,0
1,90585,Willy Boly,0,0,13,0,10.3,458,328,4,0,2.5,14.8,2021-04-25T11:00:00Z,90,90,0,0,0,0,33,0,98582,4,0,0.0,0,4992,5484,492,54,True,0,PLL,2,54,39,0
2,58845,Ciaran Clark,0,0,7,0,0.0,324,324,1,0,0.3,3.4,2021-04-24T11:30:00Z,63,14,0,0,0,0,33,0,13903,1,1,0.0,2,-249,894,1143,45,False,0,SRNKLRK,2,45,4,1
3,245923,Luke Cundle,0,0,0,0,0.0,614,328,0,0,0.0,0.0,2021-04-25T11:00:00Z,0,90,0,0,0,0,33,0,1192,4,0,0.0,0,-1,37,38,45,True,0,KNTLLK,3,45,39,0
4,56983,Matt Ritchie,0,0,11,0,18.9,322,324,1,0,4.0,9.4,2021-04-24T11:30:00Z,90,14,0,0,0,0,33,0,4361,1,1,12.0,2,923,1104,181,49,False,0,MTRX,3,49,4,2
5,216616,Dara O'Shea,0,0,3,0,0.0,425,320,1,0,0.0,0.0,2021-04-25T18:00:00Z,4,7,0,0,0,0,33,0,14590,2,2,0.0,1,467,809,342,42,False,0,TRX,2,42,35,1
6,171317,RÃÂºben Diogo da Silva Neves,0,0,16,0,22.8,466,328,3,0,6.0,20.4,2021-04-25T11:00:00Z,68,90,0,0,0,0,33,0,122911,4,0,17.0,2,-14499,113,14612,51,True,0,TTKNFSRPNSLF,3,51,39,2
7,101668,Jamie Vardy,0,0,5,0,3.1,224,323,1,0,4.6,2.6,2021-04-26T19:00:00Z,90,31,0,0,0,0,33,0,1988095,1,2,40.0,2,405142,425199,20057,102,True,0,JMFRT,4,102,13,2
8,467114,Oliver Casey,0,0,0,0,0.0,215,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,1,0,0,0,0,33,0,82955,0,0,0.0,0,161,1846,1685,38,True,0,KSLFR,2,38,2,0
9,225796,Reece James,0,0,4,0,10.3,123,327,0,0,1.7,6.2,2021-04-24T16:30:00Z,4,21,0,0,0,0,33,0,562099,1,0,0.0,1,19659,25697,6038,50,False,0,JMSRS,2,51,8,6
10,173818,Nathan Broadhead,0,0,0,0,0.0,680,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,3,0,0,0,0,33,0,133,1,0,0.0,0,1,13,12,45,False,0,PRTTN0N,3,45,11,0
11,220037,Bailey Peacock-Farrell,0,0,0,0,0.0,99,328,0,0,0.0,0.0,2021-04-25T11:00:00Z,0,39,0,0,0,0,33,0,94310,4,0,0.0,0,2430,3855,1425,40,False,0,PLFRLPKK,1,40,90,0
12,41135,Branislav Ivanovic,0,0,0,0,0.0,530,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,7,0,0,0,0,33,0,6748,2,2,0.0,0,-31,62,93,44,False,0,PRNLFFNFK,2,44,35,0
13,101982,Sam Johnstone,0,2,29,0,0.0,417,320,2,0,5.7,57.4,2021-04-25T18:00:00Z,90,7,0,0,0,0,33,9,237186,2,2,0.0,6,13706,19480,5774,45,False,0,JNSTNSM,1,46,35,7
14,111457,Sead Kolasinac,0,0,0,0,0.0,14,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,11,0,0,0,0,33,0,8886,1,0,0.0,0,-11,0,11,48,True,0,KLSNKST,2,48,3,0
15,108813,Christian Walton,0,0,0,0,0.0,503,326,0,0,0.0,0.0,2021-04-24T19:00:00Z,0,49,0,0,0,0,33,0,89780,0,1,0.0,0,-532,199,731,40,False,0,KRSXNLTN,1,40,36,0
16,492373,Charlie Cresswell,0,0,0,0,0.0,620,322,0,0,0.0,0.0,2021-04-25T13:00:00Z,0,1,0,0,0,0,33,0,7491,0,0,0.0,0,44,244,200,40,True,0,XRLKRSL,2,40,2,0
17,41270,David Luiz Moreira Marinho,0,0,0,0,0.0,3,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,11,0,0,0,0,33,0,63896,1,0,0.0,0,-1323,56,1379,54,True,0,TFTLSMRNMRR,2,54,3,1
18,114283,Jack Grealish,0,0,0,0,0.0,37,320,0,0,0.0,0.0,2021-04-25T18:00:00Z,0,35,0,0,0,0,33,0,1210095,2,2,0.0,0,-30002,1036,31038,75,True,0,KRLXJK,3,75,7,0
19,101537,Felipe Anderson Pereira Gomes,0,0,0,0,0.0,440,327,0,0,0.0,0.0,2021-04-24T16:30:00Z,0,8,0,0,0,0,33,0,9007,1,0,0.0,0,-7,0,7,61,True,0,ANTRSNFLPKMSPRR,3,61,21,0
20,37605,Mesut ÃÂzil,0,0,0,0,0.0,1,319,0,0,0.0,0.0,2021-04-23T19:00:00Z,0,11,0,0,0,0,33,0,41526,1,0,0.0,0,-34,0,34,67,True,0,ASLMST,3,67,3,0
21,209288,Thomas McGill,0,0,0,0,0.0,662,326,0,0,0.0,0.0,2021-04-24T19:00:00Z,0,49,0,0,0,0,33,0,28699,0,1,0.0,0,-324,481,805,39,False,0,MKLTMS,1,39,36,0
