,code,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,prev_total_points,transfers_balance,transfers_in,transfers_out,current_price,was_home,yellow_cards,name_p,position,init_price,team_code,total_points
0,233425,Aaron Connolly,0,2,27,1,11.3,78,16,0,1,6.9,34.8,2020-09-20T13:00:00Z,89,4,0,0,0,0,2,0,35030,3,0,23.0,8,-1161,5332,6493,55,False,0,ARNKNL,4,52,36,2
1,55459,Aaron Cresswell,0,0,17,0,35.0,435,9,2,0,6.2,27.0,2020-09-19T19:00:00Z,90,3,0,0,0,0,2,0,62831,1,2,0.0,1,-12662,1523,14185,50,False,0,ARNKRSL,2,57,21,7
2,74471,Aaron Mooy,0,0,0,0,0.0,60,16,0,0,0.0,0.0,2020-09-20T13:00:00Z,0,4,0,0,0,0,2,0,1495,3,0,0.0,0,-545,44,589,50,False,0,ARNM,3,50,36,0
3,225321,Aaron Ramsdale,0,0,10,0,0.0,483,10,1,0,1.1,11.2,2020-09-21T17:00:00Z,90,7,0,0,0,0,2,1,440147,0,1,0.0,2,-41600,15075,56675,50,False,0,ARNRMSTL,1,46,49,4
4,214590,Aaron Wan-Bissaka,0,0,0,0,0.0,313,15,0,0,0.0,0.0,2020-09-19T16:30:00Z,0,31,0,0,0,0,2,0,865810,3,1,0.0,0,59156,118395,59239,55,True,0,ARNPSKN,2,58,1,1
5,121599,Abdoulaye DoucourÃÂ©,0,0,13,0,2.7,512,12,2,0,0.9,6.4,2020-09-19T11:30:00Z,64,35,0,0,0,0,2,0,172602,2,5,0.0,1,9014,34383,25369,55,True,1,APTLTKR,3,51,11,2
6,197030,Aboubakar Kamara,0,0,3,0,2.0,190,13,4,0,0.5,0.6,2020-09-19T14:00:00Z,57,2,0,0,0,0,2,0,9228,3,4,2.0,1,174,2197,2023,50,False,0,APPKRKMR,3,48,54,0
7,159533,Adama TraorÃÂ©,0,0,17,0,39.2,465,18,3,0,6.7,25.6,2020-09-21T19:15:00Z,90,43,0,0,0,0,2,0,1192596,3,1,2.0,2,-102740,59207,161947,65,True,0,ATMTRR,3,60,39,2
8,80179,Adam Forshaw,0,0,0,0,0.0,199,13,0,0,0.0,0.0,2020-09-19T14:00:00Z,0,54,0,0,0,0,2,0,1293,3,4,0.0,0,-721,33,754,50,True,0,ATMFRX,3,48,2,0
9,39155,Adam Lallana,0,0,3,0,1.2,54,16,0,0,0.8,6.4,2020-09-20T13:00:00Z,12,4,0,0,0,0,2,0,57682,3,0,0.0,1,-25783,2185,27968,65,False,0,ATMLLN,3,62,36,2
